N	2gram	Voloshinov_1	Problemy
1	и в	38	34
2	и не	14	29
3	как бы	28	27
4	что он	2	23
5	в его	6	22
6	может быть	13	19
7	в нем	4	19
8	не может	12	19
9	и все	4	19
10	как и	10	18
11	но в	5	16
12	все это	4	16
13	и его	7	16
14	в этом	10	16
15	и с	5	15
16	прежде всего	21	15
17	он не	2	15
18	то же	14	14
19	с самим	2	14
20	к нему	2	14
21	самом деле	4	13
22	для него	3	13
23	но и	13	12
24	же время	7	12
25	и к	4	12
26	потому что	5	12
27	в то	9	12
28	вовсе не	2	11
29	то что	8	11
30	на самом	3	11
31	не только	27	10
32	слова и	5	10
33	в отношении	2	9
34	не в	6	9
35	а не	6	9
36	самого начала	4	8
37	никогда не	7	8
38	с самого	4	8
39	в самом	4	8
40	так же	4	8
41	точки зрения	10	8
42	с ним	2	8
43	что же	8	8
44	и слово	3	8
45	и для	3	8
46	слова в	5	7
47	и даже	3	7
48	этого слова	3	7
49	все же	7	7
50	на него	4	7
51	как мы	9	7
52	отношение к	2	6
53	что у	3	6
54	не знает	3	6
55	и на	6	6
56	с его	7	6
57	мы уже	10	6
58	так и	6	6
59	в себе	9	6
60	только в	6	6
61	все время	5	5
62	что это	4	5
63	это не	3	5
64	и от	7	5
65	в конце	6	5
66	к тому	4	5
67	но все	4	5
68	того что	4	5
69	и сам	2	5
70	себе и	2	5
71	в целом	4	5
72	из них	3	5
73	таким образом	7	5
74	и вот	3	5
75	не мог	3	5
76	лишь в	4	5
77	а в	5	5
78	и так	6	5
79	и наконец	5	5
80	мы должны	10	5
81	с тем	8	5
82	это слово	2	5
83	в одном	3	5
84	что и	3	5
85	к своему	4	5
86	другого человека	2	5
87	хотя бы	18	5
88	в слове	3	5
89	друг другу	2	4
90	его внутренней	4	4
91	да и	4	4
92	слова о	3	4
93	но это	2	4
94	при этом	9	4
95	на его	5	4
96	все эти	2	4
97	даже и	2	4
98	но как	2	4
99	в начале	3	4
100	его в	4	4
101	так как	7	4
102	если бы	4	4
103	но не	2	4
104	еще не	3	4
105	внутренней речи	18	4
106	бы и	2	4
107	как в	2	4
108	только на	3	4
109	в мире	2	4
110	с точки	5	4
111	с другими	2	4
112	тем что	2	4
113	внутреннюю речь	3	4
114	и это	7	4
115	ничего не	8	4
116	вместе с	5	4
117	уже в	5	3
118	словом и	3	3
119	в том	2	3
120	но для	3	3
121	хотя и	3	3
122	в виду	3	3
123	в котором	3	3
124	мы видели	5	3
125	жизни и	3	3
126	его и	3	3
127	должно быть	2	3
128	их в	3	3
129	в ней	8	3
130	нуждается в	2	3
131	ведь и	2	3
132	человека с	2	3
133	конце концов	3	3
134	бы в	5	3
135	внутренняя речь	5	3
136	в ее	3	3
137	том что	3	3
138	по своему	3	3
139	между тем	3	3
140	нет и	3	3
141	в своей	2	3
142	а с	5	3
143	если не	3	3
144	и как	9	3
145	про себя	2	3
146	слов в	4	3
147	и то	3	3
148	эти слова	8	3
149	не было	2	2
150	в душе	2	2
151	да ведь	2	2
152	тому что	5	2
153	та же	3	2
154	в кругозор	2	2
155	и речь	2	2
156	вследствие этого	2	2
157	вопрос о	2	2
158	этом случае	3	2
159	или иной	4	2
160	слова мы	2	2
161	о своей	4	2
162	было в	4	2
163	что такое	4	2
164	на другого	4	2
165	не является	5	2
166	один из	4	2
167	на слушателя	4	2
168	в форме	6	2
169	друг друга	2	2
170	что оно	3	2
171	те же	4	2
172	того или	5	2
173	увидим что	2	2
174	каждый из	2	2
175	в которых	2	2
176	с этим	2	2
177	теперь же	2	2
178	той или	3	2
179	о том	4	2
180	и определяется	2	2
181	сказать что	3	2
182	слово в	2	2
183	я и	2	2
184	или как	6	2
185	смысле этого	2	2
186	отнюдь не	10	2
187	однако в	2	2
188	были бы	4	2
189	своего героя	2	2
190	он должен	3	2
191	того времени	4	2
192	в жизни	2	2
193	не с	3	2
194	точек зрения	4	2
195	слово не	4	2
196	а к	2	2
197	должна была	2	2
198	тот же	2	2
199	было бы	7	2
200	мы увидим	5	2
201	если б	4	2
202	несколько дальше	2	2
203	конечно не	3	2
204	во всех	6	2
205	и потому	2	2
206	войти в	2	2
207	слова не	2	2
208	слова как	2	2
209	бы не	2	2
210	тому же	2	2
211	еще более	2	2
212	в той	5	2
213	уже не	4	2
214	к чему	2	2
215	и он	2	2
216	в которой	7	2
217	той же	5	2
218	да еще	2	2
219	этот другой	2	2
220	у человека	2	2
221	и без	4	2
222	между двумя	2	2
223	внутренней жизни	3	2
224	и вообще	2	2
225	глаза и	2	2
226	которые в	2	2
227	так сказать	4	2
