N	2gram	Tiupa_Disk_1	Myshleni
1	то что	5	26
2	что он	4	25
3	в этом	15	25
4	потому что	4	21
5	таким образом	3	19
6	в том	23	18
7	не может	9	18
8	точки зрения	3	18
9	что в	4	16
10	и в	16	16
11	того что	3	16
12	не только	28	16
13	том что	19	15
14	в сущности	2	13
15	сказать что	3	13
16	между собой	2	13
17	в процессе	5	13
18	отношению к	9	12
19	в ходе	3	12
20	по отношению	9	12
21	и не	11	12
22	и что	2	12
23	отношение к	4	11
24	в его	7	11
25	но не	11	10
26	как мы	2	10
27	а не	22	10
28	в силу	5	10
29	только в	7	10
30	может быть	17	9
31	точка зрения	2	8
32	о том	8	8
33	в основе	7	8
34	как и	16	8
35	то же	7	8
36	и есть	2	7
37	в нем	9	7
38	того же	3	7
39	так и	8	7
40	по себе	3	7
41	представляет собой	17	7
42	приводит к	2	7
43	внутренней речи	2	7
44	в какой	2	6
45	не в	7	6
46	в этой	2	6
47	но и	14	6
48	и на	5	6
49	но в	8	6
50	состоит в	9	6
51	языка и	2	6
52	к тому	5	6
53	в другом	2	6
54	никогда не	2	5
55	в своем	6	5
56	что с	2	5
57	для него	4	5
58	как бы	5	5
59	не является	4	5
60	хотя бы	3	5
61	заключается в	3	5
62	в то	3	5
63	можно сказать	5	5
64	как в	10	5
65	мысли и	2	5
66	тем что	3	5
67	зависит от	2	4
68	с другой	10	4
69	это не	3	4
70	речи как	2	4
71	в свою	3	4
72	в пределах	2	4
73	при этом	13	4
74	в самом	3	4
75	в целом	4	4
76	именно в	3	4
77	и по	2	4
78	опирается на	2	4
79	же самое	2	4
80	к которому	2	4
81	в качестве	34	4
82	еще не	14	4
83	за пределы	2	4
84	как показывает	2	4
85	не есть	2	4
86	к мысли	2	4
87	тому как	3	4
88	могут быть	4	4
89	подобно тому	2	4
90	и т.д	4	4
91	и составляет	3	4
92	не менее	2	3
93	в частности	9	3
94	одного и	2	3
95	прежде всего	11	3
96	как уже	3	3
97	и как	6	3
98	свою очередь	3	3
99	одной стороны	9	3
100	но как	2	3
101	в действительности	3	3
102	и тем	2	3
103	в их	5	3
104	с одной	9	3
105	сознания в	2	3
106	они не	2	3
107	а в	5	3
108	к его	2	3
109	по своей	11	3
110	в первом	3	3
111	между тем	4	3
112	с этим	3	3
113	в одном	2	3
114	к этому	2	3
115	все же	3	3
116	и того	3	3
117	по своему	3	3
118	одной из	4	3
119	своей природе	2	3
120	представляет себе	2	3
121	еще в	3	3
122	что и	3	3
123	на этом	2	3
124	в себя	5	3
125	и его	2	3
126	имеет свою	3	3
127	связи с	4	3
128	столь же	3	2
129	на его	4	2
130	имеет место	3	2
131	одним из	2	2
132	совпадает с	2	2
133	в виду	2	2
134	в котором	5	2
135	по мере	2	2
136	в своей	5	2
137	из них	3	2
138	в отличие	5	2
139	другой стороны	3	2
140	отношения к	2	2
141	и даже	3	2
142	к ним	3	2
143	в своих	3	2
144	в момент	2	2
145	в истории	4	2
146	но они	2	2
147	о чем	2	2
148	в них	4	2
149	это понятие	3	2
150	представления о	2	2
151	но при	3	2
152	стороны и	2	2
153	в различных	2	2
154	не с	3	2
155	и к	4	2
156	отличие от	5	2
157	к данному	2	2
158	чем он	2	2
159	указывает на	2	2
160	когда он	2	2
161	и требует	2	2
162	и потому	3	2
163	во всех	5	2
164	что представляет	2	2
165	тому же	5	2
166	а с	5	2
167	должны быть	3	2
168	во всяком	2	2
169	на протяжении	2	2
