N	2gram	Losev_Prob_3	Formalny
1	и не	35	30
2	вовсе не	37	28
3	и в	44	27
4	может быть	28	25
5	не может	7	24
6	так и	10	21
7	и его	5	19
8	таким образом	9	18
9	в этом	17	18
10	а не	18	17
11	точки зрения	5	16
12	самом деле	3	16
13	в нем	9	15
14	в процессе	2	15
15	то же	13	15
16	на самом	7	14
17	как и	10	14
18	с точки	2	14
19	не в	13	12
20	если бы	3	12
21	и от	9	11
22	в самом	3	11
23	художественное произведение	8	11
24	и т	13	11
25	но и	10	10
26	так как	9	9
27	не только	14	9
28	так же	5	9
29	что в	8	8
30	ни в	8	8
31	при этом	4	8
32	как бы	9	8
33	отнюдь не	10	8
34	и все	3	8
35	то что	23	8
36	как раз	8	8
37	как мы	8	8
38	только в	19	8
39	не менее	10	7
40	в том	21	7
41	все это	5	7
42	потому что	25	7
43	в искусстве	4	7
44	в то	9	7
45	его в	3	7
46	художественного произведения	14	7
47	с тем	5	7
48	для них	2	7
49	совершенно не	4	7
50	в его	9	7
51	если мы	16	7
52	тем же	2	7
53	с другой	7	6
54	всяком случае	6	6
55	т д	13	6
56	все эти	7	6
57	здесь и	3	6
58	бы в	2	6
59	но в	12	6
60	произведения в	2	6
61	что он	9	6
62	еще не	5	6
63	было бы	8	6
64	все же	6	6
65	в своей	5	6
66	хотя бы	3	6
67	и для	2	6
68	в данном	9	6
69	во всяком	9	6
70	и ее	3	6
71	вместе с	2	6
72	никогда не	6	5
73	ни было	3	5
74	что они	5	5
75	совсем не	2	5
76	не является	11	5
77	друг друга	2	5
78	другой стороны	5	5
79	в ней	5	5
80	в результате	2	5
81	в художественном	3	5
82	именно так	3	5
83	но не	3	5
84	и потому	7	5
85	что же	8	5
86	тем что	4	5
87	связи с	8	5
88	если же	3	5
89	уже в	3	4
90	то ни	6	4
91	а вовсе	2	4
92	прежде всего	3	4
93	к тому	3	4
94	да и	5	4
95	и как	3	4
96	же и	4	4
97	и является	4	4
98	мы видели	2	4
99	бы то	4	4
100	в целом	6	4
101	жизни и	6	4
102	данном случае	7	4
103	в связи	7	4
104	о том	6	4
105	как это	2	4
106	мы можем	6	4
107	по себе	25	4
108	не есть	35	4
109	в ее	4	4
110	том что	12	4
111	она не	3	4
112	на ее	2	4
113	как в	5	4
114	только на	5	4
115	в слове	2	4
116	мы не	7	4
117	могут быть	2	4
118	слова и	3	4
119	из этого	3	4
120	произведение в	2	4
121	же как	3	3
122	что это	3	3
123	в этих	2	3
124	тому что	4	3
125	это не	9	3
126	формы и	3	3
127	в конце	5	3
128	можно сказать	6	3
129	для нас	16	3
130	мы и	2	3
131	того что	8	3
132	в виду	10	3
133	и тем	9	3
134	только то	2	3
135	и что	7	3
136	произведения и	2	3
137	в которых	3	3
138	никак не	9	3
139	сказать что	16	3
140	и с	9	3
141	в основе	2	3
142	и следовательно	2	3
143	он и	2	3
144	от его	2	3
145	и более	2	3
146	раз и	4	3
147	ясно что	6	3
148	в условиях	3	3
149	художественном произведении	3	3
150	у нас	10	3
151	литературы и	2	3
152	того же	2	3
153	же самое	9	3
154	мы уже	4	3
155	во всех	2	3
156	в той	3	3
157	уже не	7	3
158	героя в	2	3
159	к проблеме	2	3
160	целое и	2	3
161	жизнь и	2	3
162	ничто не	2	3
163	то он	2	3
164	в себе	8	3
165	он является	3	2
166	или иное	2	2
167	бы к	3	2
168	для этого	6	2
169	в отношении	2	2
170	же деле	4	2
171	переходит в	2	2
172	ее и	2	2
173	или иной	8	2
174	всех этих	2	2
175	находятся в	3	2
176	но это	8	2
177	в этой	3	2
178	является не	2	2
179	как о	5	2
180	смысле слова	8	2
181	ведь не	2	2
182	ни для	2	2
183	и очень	3	2
184	но если	6	2
185	не являются	2	2
186	в котором	2	2
187	из них	2	2
188	для чего	2	2
189	дело не	2	2
190	от того	2	2
191	отличается от	4	2
192	знака и	4	2
193	за счет	2	2
194	в своем	5	2
195	и только	6	2
196	отношения к	3	2
197	но эта	3	2
198	в самой	2	2
199	у них	2	2
200	ведь если	2	2
201	являются только	3	2
202	и даже	14	2
203	может иметь	3	2
204	чем же	4	2
205	к одной	2	2
206	бы быть	3	2
207	конце концов	3	2
208	том как	2	2
209	поэтому и	2	2
210	нисколько не	2	2
211	именно потому	3	2
212	однако в	2	2
213	это понятие	2	2
214	и во	2	2
215	говорят о	3	2
216	с ее	2	2
217	говорить о	3	2
218	и притом	4	2
219	а к	2	2
220	то в	3	2
221	самом же	4	2
222	от него	2	2
223	и тогда	3	2
224	мы должны	7	2
225	за пределы	5	2
226	но оно	3	2
227	ни с	4	2
228	мы ни	2	2
229	не значит	3	2
230	этого слова	5	2
231	сами по	6	2
232	что и	9	2
233	тем не	10	2
234	но уже	3	2
235	и именно	2	2
236	чисто художественной	2	2
237	ровно ничего	2	2
238	к самому	2	2
239	в отличие	2	2
240	и художественной	2	2
241	совсем другое	4	2
242	это и	7	2
243	и сами	2	2
244	то или	3	2
245	в таком	5	2
246	художественной структуры	2	2
247	это можно	2	2
248	это значит	4	2
249	слова как	2	2
250	является в	2	2
251	в каком	4	2
252	и это	9	2
253	дело в	4	2
254	здесь не	8	2
255	отличие от	3	2
256	ничего не	3	2
