N	2gram	Bakhtin_Pr_4	Sovremen
1	не может	19	17
2	точки зрения	11	12
3	может быть	23	12
4	таким образом	4	11
5	мы не	4	9
6	в каждом	6	8
7	в этом	16	7
8	и в	46	7
9	и не	27	6
10	как и	12	6
11	в результате	2	6
12	мы можем	4	6
13	ничего не	2	6
14	что же	3	5
15	прежде всего	9	5
16	все эти	4	5
17	и наконец	4	5
18	с точки	9	5
19	в условиях	3	5
20	как бы	19	4
21	нет и	2	4
22	если мы	5	4
23	жизни и	5	4
24	вместе с	2	4
25	это не	5	4
26	а в	2	4
27	вопрос о	2	4
28	не только	14	4
29	с помощью	3	4
30	в том	9	4
31	их в	3	4
32	так как	5	4
33	в системе	2	3
34	уже в	4	3
35	все же	4	3
36	все это	6	3
37	отличается от	3	3
38	в конце	3	3
39	то же	6	3
40	в нем	17	3
41	а не	11	3
42	и к	9	3
43	для нас	2	3
44	у нас	2	3
45	не в	10	3
46	в этой	3	3
47	одна из	2	3
48	еще не	7	3
49	при этом	5	3
50	было бы	3	3
51	и т.д	3	3
52	в одном	11	3
53	и все	9	3
54	как он	3	3
55	в себе	7	3
56	но в	6	3
57	ведь это	3	3
58	так сказать	5	2
59	совершенно не	4	2
60	пока наконец	2	2
61	этих двух	4	2
62	не могут	3	2
63	не менее	2	2
64	у него	5	2
65	значение в	2	2
66	приводит к	4	2
67	то и	2	2
68	и во	3	2
69	в отличие	3	2
70	из этих	3	2
71	тем же	3	2
72	из одного	2	2
73	еще более	3	2
74	как мы	12	2
75	уже не	4	2
76	или иной	2	2
77	самом деле	4	2
78	и что	3	2
79	и пр	2	2
80	что такое	2	2
81	на этот	2	2
82	и даже	3	2
83	и по	2	2
84	той же	3	2
85	только так	2	2
86	но все	2	2
87	такой же	3	2
88	во всяком	2	2
89	на этом	3	2
90	времени и	2	2
91	могут быть	2	2
92	с этим	2	2
93	и они	2	2
94	что в	4	2
95	не дает	2	2
96	с другом	5	2
97	если же	5	2
98	в самом	9	2
99	друг с	5	2
100	отличие от	3	2
101	в его	9	2
