N	2gram	Bakhtin_Pr_2	KulturaY
1	и т	13	54
2	т п	9	41
3	т е	26	32
4	и в	43	23
5	точки зрения	13	23
6	в том	6	22
7	не только	11	17
8	было бы	5	16
9	в этом	13	16
10	с точки	8	16
11	может быть	23	14
12	самом деле	5	14
13	что в	4	13
14	в самом	7	13
15	не менее	3	12
16	вопрос о	2	11
17	том что	2	11
18	а не	7	11
19	того что	2	11
20	в его	10	11
21	можно было	3	11
22	у нас	2	10
23	и не	29	10
24	прежде всего	10	9
25	тем не	2	9
26	еще не	9	9
27	хотя бы	2	9
28	таким образом	5	9
29	так как	4	9
30	если бы	3	8
31	лишь в	8	8
32	до сих	7	8
33	сих пор	7	8
34	т д	4	8
35	уже не	3	8
36	в виду	3	8
37	с другой	4	7
38	или иной	3	7
39	если мы	2	7
40	слова и	12	7
41	на фоне	5	7
42	и что	5	7
43	должно быть	4	7
44	сказать что	2	7
45	все эти	5	7
46	того как	2	7
47	для этого	2	6
48	по себе	11	6
49	что и	3	6
50	что он	13	6
51	тот же	3	6
52	при этом	6	6
53	так и	3	6
54	в их	3	6
55	не может	18	6
56	то же	8	6
57	могут быть	3	6
58	только в	4	6
59	о том	5	6
60	ничего не	3	6
61	что же	7	5
62	я не	4	5
63	не могут	4	5
64	вовсе не	5	5
65	слов и	5	5
66	при чем	4	5
67	как и	14	5
68	не в	11	5
69	совершенно не	4	5
70	хотя и	5	5
71	как бы	22	5
72	все же	3	5
73	как мы	10	5
74	а в	5	5
75	но это	4	5
76	также и	3	5
77	тем что	3	5
78	той или	3	5
79	из этих	2	5
80	в поэзии	2	5
81	далеко не	4	5
82	в первом	2	5
83	слова в	12	4
84	этого слова	2	4
85	для нас	2	4
86	в целом	2	4
87	того же	3	4
88	в сущности	9	4
89	в своей	4	4
90	и о	2	4
91	то что	7	4
92	как в	2	4
93	целый ряд	2	4
94	как раз	4	4
95	в своем	4	4
96	в той	5	4
97	что не	2	4
98	что такое	2	4
99	в таком	2	4
100	в слове	5	4
101	между тем	3	4
102	а лишь	2	3
103	уже в	2	3
104	но на	2	3
105	что это	2	3
106	это не	3	3
107	должна быть	3	3
108	к тому	4	3
109	и к	3	3
110	что на	2	3
111	в отношении	3	3
112	литературной речи	2	3
113	как же	2	3
114	ни в	2	3
115	по существу	3	3
116	но не	5	3
117	но для	3	3
118	он не	9	3
119	то это	2	3
120	не есть	2	3
121	отношение к	2	3
122	в процессе	2	3
123	но и	14	3
124	на него	3	3
125	по отношению	5	3
126	другой стороны	3	3
127	тому же	3	3
128	а с	2	3
129	мы не	4	3
130	речи как	2	3
131	и пр	2	3
132	и с	5	3
133	бы и	2	3
134	той же	3	3
135	всего этого	2	3
136	в которых	2	3
137	этот вопрос	4	3
138	в результате	4	3
139	сам по	5	3
140	слово в	8	3
141	в то	7	3
142	и только	3	3
143	она не	3	3
144	установка на	4	3
145	бы не	2	3
146	там где	4	3
147	я и	2	3
148	так сказать	6	2
149	такой же	3	2
150	все это	5	2
151	а что	5	2
152	но все	2	2
153	на том	2	2
154	не как	6	2
155	раз и	2	2
156	в одном	12	2
157	на материале	2	2
158	быть в	2	2
159	сама по	4	2
160	точек зрения	4	2
161	и здесь	3	2
162	и как	2	2
163	и при	2	2
164	есть конечно	3	2
165	в различных	3	2
166	более или	3	2
167	по своему	2	2
168	а то	2	2
169	и говорить	2	2
170	кроме того	3	2
171	конечно не	2	2
172	за пределы	3	2
173	может служить	2	2
174	к другому	5	2
175	никак не	5	2
176	что если	3	2
177	слова как	3	2
178	в котором	6	2
179	его в	3	2
180	отношению к	5	2
181	в пределах	16	2
182	речь в	2	2
183	когда он	3	2
184	значение в	2	2
185	или менее	3	2
186	он пишет	2	2
187	мысли и	2	2
188	и без	2	2
189	отличается от	2	2
190	то и	2	2
191	в отличие	4	2
192	еще более	2	2
193	чтобы не	2	2
194	как слово	2	2
195	на этот	4	2
196	тем же	2	2
197	ни одного	4	2
198	так же	2	2
199	на себя	2	2
200	не знает	3	2
201	во всяком	2	2
202	ни на	3	2
203	а вот	2	2
204	если же	4	2
205	как он	2	2
206	в этих	6	2
207	их сознания	2	2
208	здесь не	6	2
209	отличие от	4	2
210	но в	10	2
211	и следует	2	2
