N	2gram	Vygotskiy__6	DiskursI
1	в качестве	4	34
2	не только	16	28
3	в том	28	23
4	а не	3	22
5	том что	19	19
6	может быть	13	17
7	представляет собой	3	17
8	и в	28	16
9	как и	6	16
10	в этом	27	15
11	еще не	8	14
12	но и	10	14
13	при этом	3	13
14	прежде всего	2	11
15	но не	10	11
16	и не	11	11
17	по своей	3	11
18	с другой	2	10
19	как в	3	10
20	в частности	4	9
21	состоит в	2	9
22	в нем	7	9
23	отношению к	10	9
24	по отношению	10	9
25	не может	19	9
26	так и	6	8
27	но в	5	8
28	в основе	3	7
29	в его	3	7
30	то же	7	7
31	в себе	4	7
32	только в	18	7
33	не в	4	7
34	в своем	7	6
35	и как	6	6
36	к тому	10	5
37	можно сказать	6	5
38	в силу	17	5
39	как бы	11	5
40	в котором	2	5
41	в своей	2	5
42	то что	28	5
43	во всех	4	5
44	в процессе	9	5
45	а в	2	5
46	в себя	3	5
47	в их	3	5
48	и на	5	5
49	в данном	2	5
50	с его	3	4
51	что в	17	4
52	в них	3	4
53	во втором	3	4
54	и к	6	4
55	что он	18	4
56	для него	6	4
57	в целом	3	4
58	связи с	3	4
59	на его	3	4
60	отношение к	7	4
61	внимание на	2	4
62	в которых	2	4
63	потому что	22	4
64	могут быть	5	4
65	и т.д	3	4
66	он мог	2	3
67	того же	7	3
68	это не	5	3
69	в одной	4	3
70	по себе	3	3
71	что и	4	3
72	и того	4	3
73	по своему	2	3
74	с этим	4	3
75	в самом	8	3
76	имеет место	2	3
77	еще в	2	3
78	один из	3	3
79	не с	2	3
80	все же	2	3
81	в ходе	3	3
82	из них	2	3
83	таким образом	18	3
84	именно в	4	3
85	заключается в	7	3
86	того что	24	3
87	другой стороны	2	3
88	в сферу	3	3
89	в своих	3	3
90	сказать что	13	3
91	тем что	8	3
92	точки зрения	13	3
93	в то	6	3
94	и составляет	3	3
95	в первом	4	3
96	в каждой	4	3
97	понятие о	2	3
98	известной степени	2	2
99	зависит от	3	2
100	по мере	3	2
101	не менее	2	2
102	никогда не	8	2
103	между собой	9	2
104	представления о	2	2
105	одного и	4	2
106	и все	5	2
107	в одном	2	2
108	в каждом	3	2
109	это в	2	2
110	имеем дело	2	2
111	с понятием	2	2
112	различие между	2	2
113	к его	2	2
114	в пределах	5	2
115	более того	2	2
116	в значительной	2	2
117	есть в	3	2
118	на этом	4	2
119	чем он	2	2
120	опирается на	2	2
121	отличается от	3	2
122	что с	3	2
123	своей природе	4	2
124	в сущности	7	2
125	иначе говоря	3	2
126	в ряду	2	2
127	одним из	2	2
128	к другим	11	2
129	совпадает с	4	2
130	хотя и	3	2
131	как показывает	7	2
132	и др	2	2
133	например в	4	2
134	оно не	4	2
135	не могло	2	2
136	и тем	5	2
137	а по	3	2
138	когда он	2	2
139	на том	2	2
140	мысли и	2	2
141	приводит к	6	2
142	целый ряд	4	2
143	языка и	5	2
144	дело с	2	2
145	отношения к	3	2
146	хотя в	2	2
147	как мы	10	2
148	речи как	2	2
149	и что	6	2
150	и по	3	2
151	к другому	4	2
152	слово не	2	2
153	и его	3	2
154	мы имеем	4	2
155	но как	3	2
156	к которому	2	2
157	в другом	2	2
158	и вообще	2	2
159	же самое	6	2
160	в этой	5	2
161	они не	4	2
162	возможно только	3	2
163	в новом	2	2
