N	2gram	Vinokur_Ku_3	Komedia
1	и в	23	22
2	и не	10	21
3	т е	32	16
4	том что	11	13
5	в том	22	12
6	таким образом	9	12
7	так как	9	11
8	ни в	3	10
9	потому что	12	10
10	до сих	8	9
11	в самом	13	9
12	вместе с	2	9
13	сих пор	8	9
14	если бы	8	8
15	в своем	4	8
16	что он	6	8
17	в его	11	8
18	что и	6	8
19	в этом	16	8
20	о том	6	8
21	его в	2	8
22	о чем	2	7
23	при этом	6	7
24	то же	6	7
25	не по	3	7
26	только что	2	7
27	а в	5	7
28	ясно что	4	6
29	тому же	3	6
30	того же	4	6
31	еще не	9	6
32	для того	12	6
33	к тому	3	6
34	может быть	14	6
35	как раз	4	6
36	самом деле	14	6
37	и что	7	6
38	того чтобы	11	6
39	в то	3	6
40	не менее	12	5
41	связи с	6	5
42	что в	13	5
43	прежде всего	9	5
44	то это	3	5
45	как это	7	5
46	хотя и	5	5
47	не только	17	5
48	речь идет	3	5
49	в своей	4	5
50	отношение к	3	5
51	все это	2	5
52	по отношению	3	5
53	он не	3	5
54	тем что	5	5
55	более чем	2	5
56	в которых	3	5
57	но в	2	5
58	с тем	6	4
59	но все	2	4
60	отнюдь не	3	4
61	однако в	2	4
62	с другой	7	4
63	сразу же	2	4
64	вовсе не	5	4
65	и здесь	2	4
66	все же	5	4
67	не в	5	4
68	не дает	2	4
69	в ней	3	4
70	тем более	5	4
71	и т	54	4
72	то что	4	4
73	когда он	2	4
74	но и	3	4
75	на него	3	4
76	что она	5	4
77	т п	41	4
78	в отношении	3	4
79	с помощью	6	4
80	а не	11	4
81	так же	2	4
82	точки зрения	23	4
83	на себя	2	4
84	в связи	5	4
85	так и	6	4
86	хотя бы	9	4
87	и с	3	4
88	в частности	2	3
89	до тех	4	3
90	в какой	3	3
91	с этой	3	3
92	далеко не	5	3
93	и к	3	3
94	тем не	9	3
95	в ее	4	3
96	как и	5	3
97	чем в	2	3
98	по своему	2	3
99	одной стороны	4	3
100	было бы	16	3
101	и тот	2	3
102	конечно не	2	3
103	на этот	2	3
104	как бы	5	3
105	один из	4	3
106	отношению к	2	3
107	в целом	4	3
108	тех пор	4	3
109	не может	6	3
110	с одной	4	3
111	в двух	2	3
112	из того	2	3
113	что не	4	3
114	с точки	16	3
115	столь же	4	3
116	тем же	2	3
117	не имеет	3	3
118	не так	3	3
119	во всяком	2	3
120	не о	2	3
121	но если	3	3
122	говорить о	6	3
123	не знает	2	3
124	как он	2	3
125	ничего не	6	3
126	на вопрос	3	2
127	остается в	2	2
128	только для	2	2
129	уже в	3	2
130	состоит в	2	2
131	в качестве	2	2
132	и без	2	2
133	не как	2	2
134	как в	4	2
135	это не	3	2
136	равно как	2	2
137	для обозначения	2	2
138	в одном	2	2
139	это в	2	2
140	и я	2	2
141	не могут	5	2
142	если мы	7	2
143	этом случае	4	2
144	отличие от	2	2
145	по существу	3	2
146	в силу	6	2
147	что они	2	2
148	она не	3	2
149	в пределах	2	2
150	тот же	6	2
151	только как	4	2
152	и если	2	2
153	совершенно не	5	2
154	в сущности	4	2
155	за пределы	2	2
156	и о	4	2
157	от того	5	2
158	в свое	2	2
159	а также	4	2
160	в котором	2	2
161	был бы	3	2
162	если же	2	2
163	не с	2	2
164	этих слов	3	2
165	дело не	2	2
166	в их	6	2
167	как мы	5	2
168	другой стороны	3	2
169	целый ряд	4	2
170	бы не	3	2
171	по тому	2	2
172	не было	4	2
173	то обстоятельство	3	2
174	мы не	3	2
175	какой мере	2	2
176	с другими	2	2
177	в таком	4	2
178	можно было	11	2
179	в результате	3	2
180	тому что	4	2
181	между тем	4	2
182	обстоятельство что	3	2
183	что мы	2	2
184	е в	2	2
185	здесь не	2	2
186	в области	14	2
187	в виду	8	2
