N	2gram	Losev_Dial_4	KulturaY
1	и т	17	39
2	потому что	10	25
3	и в	15	23
4	т е	46	22
5	не только	8	20
6	в том	11	19
7	в этом	11	18
8	и не	30	16
9	было бы	9	15
10	так как	14	15
11	может быть	17	15
12	т д	15	14
13	точки зрения	14	14
14	если бы	6	12
15	у нас	3	12
16	в самом	2	12
17	все эти	3	12
18	том что	10	11
19	того чтобы	5	11
20	в области	3	11
21	но в	3	11
22	что в	7	10
23	по себе	13	10
24	а не	18	10
25	вовсе не	6	9
26	вопрос о	2	9
27	в сущности	5	9
28	то что	16	9
29	для того	5	9
30	хотя бы	4	9
31	не может	11	9
32	прежде всего	11	8
33	не в	8	8
34	в качестве	2	8
35	только потому	3	8
36	уже не	9	8
37	и что	9	8
38	и пр	9	8
39	с точки	9	8
40	что это	13	7
41	не менее	2	7
42	в силу	4	7
43	все же	2	7
44	но и	4	7
45	другой стороны	2	7
46	и с	4	7
47	это не	12	6
48	по крайней	7	6
49	крайней мере	7	6
50	да и	2	6
51	в этой	4	6
52	что не	3	6
53	тем не	2	6
54	то же	9	6
55	и на	5	6
56	что мы	7	6
57	я не	5	5
58	не могут	2	5
59	должна быть	7	5
60	что все	4	5
61	этом смысле	4	5
62	ясно что	11	5
63	что он	7	5
64	об этом	3	5
65	еще не	4	5
66	в его	4	5
67	один из	4	5
68	и тем	6	5
69	вместе с	2	5
70	что же	2	5
71	все это	9	5
72	таким образом	5	5
73	и вот	11	5
74	лишь в	2	5
75	как это	2	5
76	и то	3	5
77	во всяком	2	5
78	само по	4	5
79	только в	7	5
80	также и	4	5
81	мы имеем	5	5
82	отнюдь не	4	4
83	в них	2	4
84	перед нами	6	4
85	к этому	3	4
86	бы и	3	4
87	на то	5	4
88	если мы	5	4
89	можно сказать	5	4
90	что на	2	4
91	но только	5	4
92	ни в	8	4
93	но все	2	4
94	что я	5	4
95	должно быть	2	4
96	в нашей	2	4
97	на себе	5	4
98	или в	7	4
99	от того	2	4
100	хотя и	6	4
101	как бы	14	4
102	в нем	5	4
103	со стороны	3	4
104	так же	4	4
105	не было	2	4
106	и о	8	4
107	не имеет	14	4
108	в данном	3	4
109	в результате	6	4
110	сказать что	6	4
111	могут быть	3	4
112	в каком	5	4
113	говорить о	11	4
114	в то	6	4
115	в особенности	4	4
116	ничего не	17	4
117	так и	5	4
118	на этом	3	3
119	или иное	3	3
120	нисколько не	2	3
121	для этого	2	3
122	точно так	2	3
123	главным образом	2	3
124	же время	6	3
125	что оно	7	3
126	данный момент	2	3
127	это и	9	3
128	не говорят	3	3
129	но это	4	3
130	совершенно не	3	3
131	но для	2	3
132	никак не	2	3
133	в ней	5	3
134	в сфере	5	3
135	что и	6	3
136	как не	2	3
137	что она	5	3
138	уже о	4	3
139	как в	3	3
140	как раз	4	3
141	смысл и	3	3
142	с этим	3	3
143	то и	2	3
144	именно в	5	3
145	того что	13	3
146	из которых	3	3
147	что такое	5	3
148	и по	2	3
149	то или	3	3
150	вот почему	3	3
151	или иначе	2	3
152	и его	7	3
153	тем что	2	3
154	и это	8	3
155	есть в	4	3
156	в виду	9	3
157	смысла и	3	2
158	в отношении	2	2
159	только для	3	2
160	мы будем	2	2
161	с тем	4	2
162	сознания и	3	2
163	себе не	2	2
164	и есть	19	2
165	в частности	2	2
166	никогда не	2	2
167	оно не	2	2
168	с этой	2	2
169	не как	4	2
170	и все	11	2
171	быть не	2	2
172	не просто	7	2
173	на все	2	2
174	не всегда	3	2
175	в одну	3	2
176	говоря уже	3	2
177	что они	4	2
178	думаю что	2	2
179	и потому	3	2
180	только о	3	2
181	что если	3	2
182	свою очередь	2	2
183	с той	2	2
184	но что	5	2
185	в свою	3	2
186	как будто	2	2
187	она не	4	2
188	при этом	2	2
189	и если	3	2
190	в целях	2	2
191	конечно не	2	2
192	того или	2	2
193	же и	2	2
194	в свое	2	2
195	и даже	6	2
196	был бы	2	2
197	по сравнению	2	2
198	в своей	3	2
199	не говоря	3	2
200	а именно	6	2
201	в их	3	2
202	и следовательно	3	2
203	в своем	5	2
204	мы говорим	2	2
205	того как	2	2
206	и для	5	2
207	все равно	2	2
208	как и	7	2
209	этой точки	2	2
210	можно говорить	2	2
211	тем самым	3	2
212	должны быть	4	2
213	всякой иной	2	2
214	той же	5	2
215	именно этот	2	2
216	с ними	4	2
217	от этого	3	2
218	не говорит	5	2
219	даже и	3	2
220	и вообще	7	2
221	ни на	6	2
222	мы должны	4	2
223	заключается в	2	2
224	что эта	2	2
225	тех же	2	2
226	иметь в	2	2
227	а это	2	2
228	а если	3	2
229	отличие от	2	2
230	отношения к	3	2
