N	2gram	Losev_Dial_1	FransuaR
1	и в	18	45
2	и не	30	15
3	не только	13	14
4	в этом	12	14
5	но в	6	14
6	в его	3	13
7	как бы	11	12
8	что в	13	12
9	в своем	5	11
10	то же	10	11
11	в то	6	11
12	прежде всего	10	10
13	в том	9	10
14	в нем	16	10
15	но и	7	10
16	как и	2	10
17	и с	5	10
18	же время	4	9
19	вовсе не	7	8
20	как мы	4	8
21	в ней	3	8
22	жизни и	3	8
23	так же	4	8
24	в конце	4	7
25	том что	9	7
26	не в	6	7
27	что и	3	7
28	все это	11	7
29	в эпоху	2	7
30	также и	7	7
31	потому что	14	7
32	и все	3	7
33	всех этих	3	6
34	что он	11	6
35	он не	3	6
36	так и	9	6
37	мысли и	3	6
38	для того	2	6
39	так как	11	6
40	в них	3	6
41	есть и	5	5
42	с ним	6	5
43	это и	4	5
44	мы видим	4	5
45	но это	8	5
46	на этом	2	5
47	хотя и	4	5
48	и их	2	5
49	как раз	4	5
50	не может	12	5
51	этом отношении	2	5
52	все эти	2	5
53	на самом	3	5
54	самом деле	3	5
55	и у	2	5
56	и как	7	5
57	же как	2	4
58	об этом	4	4
59	и от	2	4
60	тому же	2	4
61	такой же	2	4
62	но не	4	4
63	здесь в	2	4
64	ничего не	17	4
65	в самом	3	4
66	и о	3	4
67	между собою	2	4
68	в их	3	4
69	мы находим	7	4
70	а не	14	4
71	и даже	13	4
72	его не	6	4
73	а в	5	4
74	можно было	5	4
75	сказать что	10	4
76	в основе	3	4
77	с этим	2	4
78	точки зрения	17	4
79	только в	3	4
80	о том	4	4
81	и это	2	4
82	бы в	3	4
83	как это	4	4
84	это было	2	4
85	не менее	2	3
86	поэтому и	2	3
87	нисколько не	4	3
88	и ни	6	3
89	как в	2	3
90	это не	9	3
91	но они	2	3
92	из этих	2	3
93	находим в	2	3
94	ни в	15	3
95	связанные с	2	3
96	для него	2	3
97	в своей	2	3
98	до сих	2	3
99	но она	3	3
100	сих пор	2	3
101	что она	7	3
102	не было	6	3
103	еще и	3	3
104	именно в	2	3
105	и вот	6	3
106	того что	2	3
107	и он	5	3
108	не имеет	15	3
109	и для	2	3
110	почти всегда	4	3
111	в которых	2	3
112	нуждается в	3	3
113	он и	2	3
114	в другом	2	3
115	как он	4	3
116	и образ	6	3
117	почти все	2	3
118	о чем	2	3
119	если мы	2	2
120	и есть	16	2
121	и та	3	2
122	говорить о	5	2
123	точку зрения	3	2
124	хотя бы	6	2
125	относится к	2	2
126	к этому	2	2
127	можно сказать	6	2
128	не нуждается	5	2
129	к тому	4	2
130	в отношении	5	2
131	то что	13	2
132	в качестве	2	2
133	внешнее и	4	2
134	было бы	12	2
135	что это	11	2
136	несмотря на	10	2
137	к ней	4	2
138	конечно не	3	2
139	может быть	17	2
140	гете и	2	2
141	вплоть до	3	2
142	если в	3	2
143	даже в	3	2
144	один из	3	2
145	в каждом	2	2
146	все же	5	2
147	и внешнее	3	2
148	что эта	4	2
149	в особенности	5	2
150	но эта	3	2
151	чтобы не	2	2
152	можно говорить	2	2
153	и что	12	2
154	ко всему	2	2
155	и больше	2	2
156	с точки	12	2
157	и притом	4	2
158	к нему	8	2
159	жизнь и	3	2
160	почти не	2	2
161	в данном	3	2
162	мы можем	4	2
163	эти последние	2	2
164	и вообще	4	2
165	и жизни	4	2
166	уже и	3	2
167	заметить что	2	2
168	в чем	6	2
169	которая не	2	2
170	нет ни	2	2
171	от этого	3	2
