N	2gram	Vinokur_Ku_2	StatiiOP
1	и в	23	25
2	в этом	18	24
3	в том	19	20
4	что в	10	19
5	что он	5	19
6	может быть	15	19
7	тем что	3	19
8	что это	7	16
9	том что	11	15
10	в этой	6	14
11	и пр	8	13
12	в его	5	12
13	то что	9	12
14	не только	20	12
15	прежде всего	8	10
16	таким образом	5	10
17	и не	16	10
18	у него	3	9
19	но и	7	9
20	и т	39	8
21	все это	5	8
22	в языке	10	8
23	т е	22	8
24	в своих	2	8
25	это не	6	7
26	что касается	2	7
27	было бы	15	7
28	с этим	3	7
29	не может	9	7
30	что такое	3	7
31	точки зрения	14	7
32	в то	4	7
33	в конце	4	6
34	не в	8	6
35	интересно что	2	6
36	только в	5	6
37	как бы	4	6
38	как в	3	6
39	а в	3	6
40	и на	6	6
41	т п	24	6
42	в области	11	6
43	между тем	6	6
44	то же	6	5
45	в них	4	5
46	потому что	25	5
47	с другой	8	5
48	на то	4	5
49	ни в	4	5
50	об этом	5	5
51	и это	3	5
52	ответ на	2	5
53	то обстоятельство	7	5
54	в году	2	5
55	а не	10	5
56	того что	3	5
57	другой стороны	7	5
58	он не	3	5
59	обстоятельство что	7	5
60	так и	4	5
61	мы имеем	5	5
62	но в	11	5
63	в устах	2	4
64	этом отношении	3	4
65	с тем	2	4
66	всяком случае	5	4
67	состоит в	2	4
68	по крайней	6	4
69	этом смысле	5	4
70	это в	2	4
71	была бы	4	4
72	крайней мере	6	4
73	у нас	12	4
74	как и	2	4
75	но это	3	4
76	в качестве	8	4
77	можно сказать	4	4
78	если бы	12	4
79	в ней	3	4
80	а также	3	4
81	и тем	5	4
82	в своей	2	4
83	в речи	6	4
84	всего в	3	4
85	отличается от	3	4
86	в особенности	4	4
87	не было	4	4
88	лишь в	5	4
89	из которых	3	4
90	с точки	8	4
91	к нему	2	4
92	и для	2	4
93	и с	7	4
94	сказать что	4	4
95	во всяком	5	4
96	в каком	4	4
97	все же	7	4
98	ничего не	4	4
99	что все	5	3
100	уже в	3	3
101	и более	2	3
102	эти темы	2	3
103	все они	2	3
104	к этому	4	3
105	же время	3	3
106	и здесь	5	3
107	всех этих	3	3
108	с этой	2	3
109	что я	4	3
110	и что	8	3
111	на этом	3	3
112	до конца	3	3
113	и если	2	3
114	несмотря на	5	3
115	между прочим	2	3
116	о которых	3	3
117	конце концов	3	3
118	все эти	12	3
119	своего рода	4	3
120	со стороны	4	3
121	в их	2	3
122	как раз	3	3
123	и далее	2	3
124	в связи	4	3
125	уже не	8	3
126	что мы	6	3
127	и его	3	3
128	что для	2	3
129	говорить о	4	3
130	в другом	2	3
131	связи с	3	3
132	так как	15	3
133	это слово	4	3
134	не менее	7	2
135	никогда не	2	2
136	для этого	3	2
137	и у	2	2
138	что у	2	2
139	но также	4	2
140	одного из	2	2
141	вовсе не	9	2
142	его к	2	2
143	утверждать что	2	2
144	к тому	4	2
145	как мы	3	2
146	не как	2	2
147	если и	3	2
148	но все	4	2
149	темы и	2	2
150	что они	2	2
151	есть в	3	2
152	что если	2	2
153	но не	6	2
154	того же	3	2
155	в свою	2	2
156	еще не	5	2
157	к слову	2	2
158	в самом	12	2
159	в сущности	9	2
160	в статье	3	2
161	слова как	3	2
162	в виду	3	2
163	на себе	4	2
164	речь идет	2	2
165	гораздо более	3	2
166	один из	5	2
167	должен быть	5	2
168	как можно	2	2
169	тем не	6	2
170	вместе с	5	2
171	дело не	2	2
172	ср также	3	2
173	в форме	3	2
174	и прочие	2	2
175	думаю что	2	2
176	не на	2	2
177	быть не	2	2
178	в отношении	2	2
179	т д	14	2
180	с одной	2	2
181	не просто	2	2
182	от того	4	2
183	этой области	4	2
184	этого термина	2	2
185	заключается в	2	2
186	самом деле	9	2
187	для того	9	2
188	что не	6	2
189	за рамки	2	2
190	и по	3	2
191	той же	2	2
192	или в	4	2
193	в которых	2	2
194	отказ от	2	2
195	в результате	4	2
196	то и	3	2
197	но есть	2	2
198	ни на	2	2
199	могут быть	4	2
200	он и	2	2
201	в русском	10	2
202	на это	3	2
203	этого слова	5	2
204	что эта	2	2
205	не имеет	4	2
206	к этой	3	2
