N	2gram	Losev_Vlad_2	Literetu
1	и не	18	22
2	и в	30	16
3	при этом	5	15
4	не только	12	14
5	но и	8	14
6	в этом	20	14
7	а не	7	12
8	то что	20	12
9	может быть	7	12
10	в том	18	12
11	в частности	2	11
12	не в	9	10
13	такого рода	2	10
14	я и	2	10
15	то же	4	9
16	так и	5	9
17	того что	5	9
18	в то	9	9
19	том что	12	8
20	не может	9	8
21	в этой	4	8
22	как бы	5	8
23	в своей	5	7
24	же время	3	7
25	себя в	2	7
26	со стороны	4	7
27	точки зрения	7	7
28	я в	3	7
29	только в	6	7
30	с его	4	6
31	в стихотворении	2	6
32	к тому	2	6
33	в его	11	6
34	и его	6	6
35	в себе	6	6
36	о том	4	6
37	это не	2	5
38	в году	24	5
39	что он	13	5
40	как и	5	5
41	в целом	4	5
42	вместе с	8	5
43	как в	3	5
44	а именно	6	5
45	в отличие	3	5
46	а в	11	5
47	именно в	4	5
48	что я	3	5
49	то есть	7	5
50	отличие от	3	5
51	но не	3	4
52	никогда не	7	4
53	однако в	2	4
54	даже в	2	4
55	по существу	3	4
56	как у	2	4
57	до конца	7	4
58	и если	4	4
59	в начале	4	4
60	и для	3	4
61	хотя и	6	4
62	говоря уже	2	4
63	не говоря	3	4
64	данном случае	2	4
65	жизни в	2	4
66	а также	10	4
67	должно быть	3	4
68	владимира соловьева	3	4
69	в данном	3	4
70	как будто	2	4
71	прежде всего	6	3
72	и как	3	3
73	то в	5	3
74	о чем	6	3
75	и к	6	3
76	на его	4	3
77	в самом	2	3
78	наконец в	3	3
79	еще в	2	3
80	но уже	2	3
81	жизни и	6	3
82	уже не	3	3
83	и наконец	4	3
84	с точки	3	3
85	те кто	2	3
86	той же	4	3
87	потому что	9	3
88	и жизни	2	3
89	уже о	2	3
90	едва ли	3	3
91	как это	7	3
92	отношения к	3	3
93	в области	3	3
94	но в	8	3
95	с которой	2	2
96	что в	12	2
97	не менее	7	2
98	так или	3	2
99	с этой	4	2
100	он все	2	2
101	в конце	13	2
102	я не	4	2
103	к этому	6	2
104	по себе	5	2
105	ни с	2	2
106	на то	2	2
107	в нем	4	2
108	мы с	4	2
109	же в	2	2
110	у нас	6	2
111	и при	2	2
112	связи с	8	2
113	того же	5	2
114	в свою	3	2
115	для него	9	2
116	можно сказать	4	2
117	было бы	9	2
118	и сам	2	2
119	что не	2	2
120	несмотря на	4	2
121	во всех	3	2
122	не могу	2	2
123	том чтобы	2	2
124	вплоть до	3	2
125	в работе	2	2
126	о нем	2	2
127	не вполне	2	2
128	полемика с	2	2
129	для себя	5	2
130	еще один	2	2
131	то это	4	2
132	что и	3	2
133	все же	9	2
134	отношение к	4	2
135	во второй	2	2
136	время в	4	2
137	с ней	2	2
138	бытия в	2	2
139	как мы	11	2
140	так же	4	2
141	им в	3	2
142	если не	2	2
143	еще и	6	2
144	и вот	3	2
145	того чтобы	2	2
146	для того	2	2
147	и даже	10	2
148	годов в	2	2
149	своей жизни	3	2
150	или иначе	3	2
151	в своих	2	2
152	и на	4	2
153	и с	14	2
154	еще на	2	2
155	он и	3	2
156	его в	4	2
157	и потому	2	2
158	здесь не	4	2
159	для меня	4	2
