N	2gram	Bakhtin_Fr_5	formyVre
1	и в	45	50
2	то есть	25	33
3	в романе	11	32
4	в этом	14	25
5	в нем	10	24
6	и его	13	16
7	прежде всего	10	15
8	и не	15	14
9	как мы	8	14
10	вовсе не	8	13
11	как раз	5	13
12	в его	13	13
13	по существу	3	12
14	так и	6	12
15	может быть	2	11
16	таким образом	8	11
17	мы уже	4	11
18	то же	11	11
19	и как	5	10
20	но в	14	10
21	в конце	7	9
22	в том	10	9
23	же время	9	9
24	и др	8	9
25	в особенности	2	9
26	все эти	5	9
27	в то	11	9
28	не только	14	9
29	с его	7	9
30	роль в	2	9
31	ничего не	4	9
32	в самом	4	8
33	и их	5	8
34	но и	10	8
35	и на	5	8
36	жизни в	2	8
37	как и	10	8
38	того же	3	8
39	жизни и	8	8
40	ни в	3	8
41	не было	3	7
42	это время	2	7
43	и во	4	7
44	в условиях	2	7
45	все же	2	6
46	это не	3	6
47	например в	5	6
48	с ее	5	6
49	в их	4	6
50	не может	5	6
51	лишь в	2	6
52	так же	8	6
53	так как	6	6
54	у него	4	6
55	с этим	4	6
56	и все	7	6
57	связи с	6	6
58	во всех	13	6
59	то что	2	6
60	как в	3	6
61	что в	12	5
62	и другие	3	5
63	не в	7	5
64	в пределах	2	5
65	и до	2	5
66	до нас	3	5
67	в связи	5	5
68	в основе	4	5
69	точки зрения	4	5
70	всех этих	6	5
71	но не	4	5
72	он не	6	5
73	не могло	3	5
74	того чтобы	6	5
75	для того	6	5
76	и у	5	5
77	том числе	4	4
78	но на	3	4
79	в своем	11	4
80	характерно что	4	4
81	своей жизни	2	4
82	кроме того	4	4
83	все это	7	4
84	не имеет	3	4
85	конечно и	2	4
86	потому что	7	4
87	и с	10	4
88	в ней	8	4
89	в них	6	4
90	то время	3	4
91	на площади	3	4
92	конечно не	2	4
93	раз в	2	4
94	и т.п	16	4
95	жизнь и	2	4
96	том что	7	4
97	и для	3	4
98	только в	4	4
99	и это	4	4
100	здесь не	6	4
101	не могут	2	3
102	мы еще	2	3
103	себя и	2	3
104	в отношении	2	3
105	к тому	2	3
106	связаны с	4	3
107	с тем	2	3
108	при этом	2	3
109	хотя и	5	3
110	здесь нет	3	3
111	один из	2	3
112	со всеми	5	3
113	нем не	3	3
114	этом отношении	5	3
115	именно в	3	3
116	чем не	2	3
117	но эта	2	3
118	в одно	2	3
119	а в	4	3
120	вообще не	3	3
121	сказать что	4	3
122	одно из	2	3
123	в начале	2	3
124	его в	5	3
125	в одном	3	3
126	поэтому и	3	3
127	но они	3	3
128	для них	2	3
129	в xvii	2	3
130	и образ	3	3
131	на фоне	2	3
132	к этому	2	3
133	значение и	2	3
134	уже говорили	2	3
135	в качестве	2	3
136	одной из	5	3
137	в сущности	4	3
138	мы говорили	2	3
139	что и	7	3
140	вместе с	3	3
141	сих пор	3	3
142	всеми его	2	3
143	во времени	2	3
144	а не	4	3
145	мы не	4	3
146	мы видим	5	3
147	и внутреннее	3	3
148	нас в	2	3
149	до сих	3	3
150	важное значение	2	2
151	чувствует себя	2	2
152	же как	4	2
153	в течение	3	2
154	точку зрения	2	2
155	мир и	3	2
156	почти вовсе	2	2
157	что все	2	2
158	но дело	2	2
159	мировой литературе	2	2
160	тому же	4	2
161	происходит в	2	2
162	есть в	3	2
163	числе и	2	2
164	для него	3	2
165	в целом	2	2
166	существенную роль	5	2
167	еще и	3	2
168	мы находим	4	2
169	с помощью	3	2
170	в самой	8	2
171	всякого рода	2	2
172	того что	3	2
173	и даже	4	2
174	традиции на	2	2
175	рядом с	2	2
176	в которых	3	2
177	также и	7	2
178	но он	3	2
179	в истории	2	2
180	как он	3	2
181	здесь только	2	2
182	с ним	5	2
183	xvii веке	2	2
184	для всех	3	2
185	он должен	2	2
186	здесь и	5	2
187	в различных	2	2
188	и к	5	2
189	об этом	4	2
190	здесь все	3	2
191	сочетается с	2	2
192	в чем	2	2
193	во все	2	2
194	здесь в	4	2
195	было бы	2	2
196	том же	2	2
197	к ней	2	2
198	эти особенности	2	2
199	а также	4	2
200	внешнее и	2	2
201	в этот	2	2
202	нет и	2	2
203	но она	3	2
204	в своей	3	2
205	как бы	12	2
206	всего этого	3	2
207	и прежде	3	2
208	в отличие	2	2
209	если мы	2	2
210	в значительной	2	2
211	с точки	2	2
212	хотя бы	2	2
213	особые функции	2	2
214	той же	4	2
215	в данном	2	2
216	от этого	2	2
217	и вообще	2	2
218	ту же	2	2
219	слова и	2	2
220	др в	2	2
221	дело в	3	2
222	там где	3	2
223	здесь как	4	2
224	отличие от	2	2
