N	2gram	Bakhtin_Pr_3	Istorich
1	и в	53	28
2	может быть	12	25
3	не может	2	15
4	а не	11	15
5	никогда не	2	14
6	мы должны	4	13
7	что в	2	12
8	то же	6	12
9	не только	4	12
10	мы видим	2	11
11	только в	4	11
12	что он	4	10
13	прежде всего	15	10
14	но и	7	10
15	мы не	4	10
16	в том	14	9
17	о том	2	9
18	то что	9	9
19	и не	15	9
20	не в	2	9
21	так и	6	9
22	что это	2	8
23	таким образом	6	8
24	в этом	8	8
25	но в	5	8
26	в этих	5	7
27	это не	6	7
28	том что	5	7
29	здесь мы	2	7
30	еще не	5	7
31	было бы	5	7
32	в ней	7	7
33	и др	14	7
34	а в	2	7
35	с другой	2	6
36	не менее	3	6
37	тем не	2	6
38	так например	2	6
39	что и	3	6
40	его в	2	6
41	так как	7	6
42	вместе с	2	6
43	не знает	4	5
44	по существу	5	5
45	в дальнейшем	7	5
46	более или	3	5
47	но не	5	5
48	до сих	5	5
49	например в	5	5
50	не будем	3	5
51	ее в	3	5
52	сих пор	5	5
53	или менее	3	5
54	на основе	2	5
55	их в	2	5
56	сказать что	10	5
57	в его	8	5
58	все это	8	4
59	и другие	9	4
60	но это	3	4
61	в большинстве	4	4
62	один из	6	4
63	связь с	2	4
64	в связи	2	4
65	с этим	2	4
66	как и	11	4
67	и даже	2	4
68	хотя бы	2	4
69	и для	4	4
70	и с	6	4
71	и на	18	4
72	потому что	5	4
73	в основе	5	4
74	могут быть	4	4
75	они не	3	4
76	как будто	2	4
77	все эти	9	4
78	здесь не	4	4
79	большинстве случаев	4	4
80	не то	3	4
81	я не	4	3
82	не знают	2	3
83	видели что	2	3
84	мы еще	3	3
85	представления о	2	3
86	в образе	3	3
87	перед нами	5	3
88	так называемая	2	3
89	именно в	2	3
90	в начале	2	3
91	при этом	3	3
92	наряду с	5	3
93	и их	2	3
94	в обряде	2	3
95	или на	2	3
96	и по	3	3
97	из них	4	3
98	в форме	6	3
99	в их	2	3
100	и его	10	3
101	как мы	5	3
102	мы здесь	3	3
103	как это	2	3
104	по отношению	2	3
105	также и	4	3
106	тем что	2	3
107	во всем	2	3
108	в то	5	3
109	это конечно	2	3
110	но они	4	2
111	самого начала	4	2
112	к этому	4	2
113	и от	3	2
114	или меньшей	3	2
115	и потому	5	2
116	между ними	2	2
117	вовсе не	3	2
118	значение и	2	2
119	здесь в	10	2
120	уже у	3	2
121	в ее	3	2
122	а затем	4	2
123	живет в	2	2
124	мы видели	2	2
125	с самого	3	2
126	в зависимости	2	2
127	приводило к	2	2
128	зависимости от	2	2
129	по своей	9	2
130	одна из	7	2
131	большей или	3	2
132	связанные с	3	2
133	тот же	2	2
134	и тот	3	2
135	и если	3	2
136	одной из	4	2
137	с ним	2	2
138	как бы	14	2
139	подчеркнуть что	3	2
140	а для	2	2
141	и тем	2	2
142	в нем	10	2
143	это было	3	2
144	говорит о	2	2
145	во всех	12	2
146	в некоторых	4	2
147	это один	2	2
148	с ней	3	2
149	образов и	4	2
150	конечно не	4	2
151	как в	7	2
152	во всей	4	2
153	в особенности	2	2
154	он не	3	2
155	в эпоху	10	2
156	для всех	2	2
157	одним из	3	2
158	ничего не	6	2
159	между тем	2	2
160	он в	2	2
161	можно назвать	2	2
162	в себе	5	2
163	как он	2	2
164	античности и	4	2
165	всякого рода	3	2
166	в области	3	2
