N	2gram	Tiupa_Narr_1	FransuaR
1	и в	19	41
2	то есть	19	24
3	и т.п	8	19
4	в нем	4	16
5	и с	4	16
6	и его	5	13
7	но и	23	13
8	как мы	3	12
9	в этом	17	12
10	все эти	2	11
11	прежде всего	4	10
12	не только	32	10
13	и др	2	10
14	то что	11	10
15	и на	3	9
16	и все	2	9
17	о том	6	9
18	никогда не	3	8
19	в сущности	3	8
20	здесь и	2	8
21	в этой	5	8
22	но в	6	8
23	у него	4	7
24	том что	14	7
25	как бы	4	7
26	и до	2	7
27	в особенности	4	7
28	как и	7	7
29	что в	3	7
30	в его	9	7
31	что он	6	6
32	например в	2	6
33	один из	3	6
34	или в	2	6
35	сказать что	4	6
36	в то	3	6
37	то же	4	5
38	с его	6	5
39	в литературе	2	5
40	в ее	3	5
41	так же	2	5
42	же время	4	5
43	и он	3	5
44	а также	7	5
45	из них	3	5
46	так и	9	5
47	в своем	2	5
48	в той	6	5
49	тем что	3	5
50	в себе	8	5
51	все то	2	5
52	в эпизоде	3	5
53	что это	3	5
54	уже в	3	4
55	с другой	8	4
56	та же	2	4
57	нового времени	2	4
58	роль в	2	4
59	именно в	6	4
60	и как	5	4
61	не в	14	4
62	всех его	2	4
63	одной стороны	7	4
64	в ней	3	4
65	даже в	2	4
66	все же	7	4
67	не может	10	4
68	с одной	7	4
69	как в	7	4
70	самом деле	2	4
71	и даже	3	4
72	одним из	2	4
73	а в	11	4
74	в результате	2	4
75	в основе	5	4
76	перед нами	4	3
77	он сам	2	3
78	в третьем	3	3
79	первом случае	2	3
80	во втором	4	3
81	на первый	2	3
82	одной из	4	3
83	есть в	2	3
84	было бы	4	3
85	не мог	4	3
86	жизни и	3	3
87	и для	2	3
88	этом отношении	3	3
89	при этом	9	3
90	и не	20	3
91	те же	4	3
92	они не	2	3
93	что не	4	3
94	между ними	2	3
95	к нему	5	3
96	в данном	5	3
97	только в	4	3
98	в первом	3	3
99	времени и	7	2
100	в частности	14	2
101	себе самом	2	2
102	что именно	2	2
103	в том	18	2
104	это и	3	2
105	тем более	2	2
106	связи с	4	2
107	что они	3	2
108	но не	5	2
109	в значительной	2	2
110	должна быть	2	2
111	как известно	2	2
112	и тот	2	2
113	может быть	25	2
114	хотя и	3	2
115	он не	3	2
116	и когда	2	2
117	и потому	2	2
118	себя в	5	2
119	данном случае	4	2
120	в форме	5	2
121	а именно	3	2
122	другой стороны	4	2
123	как раз	2	2
124	не на	2	2
125	это все	2	2
126	как это	6	2
127	и сейчас	2	2
128	а не	12	2
129	с точки	2	2
130	от всех	2	2
131	к себе	5	2
132	каждый из	2	2
133	между тем	3	2
134	одну из	2	2
135	точки зрения	10	2
136	из этих	3	2
137	говорить о	2	2
138	что мы	2	2
139	в организации	2	2
140	мира и	2	2
141	в области	2	2
142	мира в	5	2
