N	2gram	Bakhtin_Fr_4	Narrotol
1	не только	10	26
2	но и	9	15
3	в том	7	14
4	при этом	3	14
5	в качестве	3	14
6	и не	16	14
7	том что	3	13
8	и в	29	13
9	в этом	11	13
10	в частности	3	11
11	только в	2	11
12	может быть	2	10
13	своего рода	6	9
14	к тому	2	9
15	так и	11	9
16	то есть	21	9
17	то что	4	8
18	в себе	3	8
19	не может	2	8
20	никогда не	2	6
21	в своем	3	6
22	в жизни	2	6
23	прежде всего	8	6
24	и к	2	6
25	того что	3	6
26	в его	8	6
27	и т.п	12	6
28	со стороны	2	6
29	жизни в	2	6
30	все же	3	6
31	у него	5	6
32	как бы	8	6
33	а также	2	6
34	но в	12	6
35	место в	2	5
36	точки зрения	4	5
37	не столько	2	5
38	что он	4	5
39	одной стороны	2	5
40	хотя и	2	5
41	он не	3	5
42	в котором	2	5
43	в нем	5	5
44	как в	2	5
45	таким образом	20	5
46	с одной	2	5
47	в той	2	5
48	с другой	4	5
49	в то	10	5
50	далеко не	5	5
51	о том	2	5
52	перед нами	4	4
53	что это	5	4
54	в конце	9	4
55	в литературе	4	4
56	как и	12	4
57	времени и	2	4
58	жизни и	4	4
59	в своей	5	4
60	в ее	3	4
61	то же	10	4
62	уже не	2	4
63	и у	2	4
64	в этой	13	4
65	и все	13	4
66	с ним	2	4
67	в себя	2	4
68	а как	2	3
69	с его	4	3
70	это не	5	3
71	да и	2	3
72	в слове	2	3
73	соответствии с	2	3
74	что я	2	3
75	что они	2	3
76	но не	2	3
77	же время	8	3
78	и сам	3	3
79	как раз	2	3
80	один из	4	3
81	как к	3	3
82	все эти	9	3
83	того чтобы	3	3
84	и даже	3	3
85	и по	5	3
86	и для	2	3
87	и его	8	3
88	с ними	3	3
89	сказать что	5	3
90	по своей	3	3
91	существенную роль	2	3
92	так сказать	2	3
93	мира и	4	3
94	о чем	2	2
95	в нашем	4	2
96	что у	3	2
97	превращается в	3	2
98	вовсе не	9	2
99	со своими	2	2
100	и здесь	3	2
101	по своему	4	2
102	когда же	2	2
103	еще не	4	2
104	во второй	2	2
105	о своем	2	2
106	у меня	2	2
107	все те	2	2
108	с таким	2	2
109	раз в	2	2
110	себя в	2	2
111	начала и	3	2
112	нового времени	2	2
113	в других	2	2
114	именно в	2	2
115	на самом	4	2
116	быть может	2	2
117	они не	2	2
118	с точки	2	2
119	бы на	2	2
120	так же	7	2
121	как на	2	2
122	той же	3	2
123	роль в	3	2
124	это был	2	2
125	в чем	3	2
126	тому как	3	2
127	но это	4	2
128	не случайно	3	2
129	в результате	4	2
130	в ней	3	2
131	которое не	2	2
132	но он	6	2
133	подобно тому	3	2
134	в своих	2	2
135	во время	10	2
136	как он	2	2
137	здесь не	3	2
138	церкви и	3	2
139	к которому	2	2
