N	3gram	Vygotskiy__2	Myshleni
1	с точки зрения	10	18
2	в том что	17	15
3	для того чтобы	13	15
4	так же точно	7	9
5	с другой стороны	2	9
6	о том что	4	6
7	заключается в том	10	6
8	по сравнению с	2	5
9	в то время	3	5
10	так же как	4	5
11	не может быть	8	5
12	в этом отношении	5	4
13	до сих пор	5	4
14	то время как	2	4
15	с таким образом	8	3
16	к тому что	2	3
17	в свою очередь	2	3
18	сам по себе	4	3
19	на то что	6	3
20	то же самое	6	3
21	можно было бы	4	3
22	не остается ничего	2	3
23	во всяком случае	2	3
24	в том чтобы	3	3
25	указывает на то	2	2
26	и той же	4	2
27	в данном случае	4	2
28	прямо говорит что	2	2
29	в сущности говоря	4	2
30	том что он	3	2
31	в самом деле	11	2
32	том что в	2	2
33	того чтобы показать	2	2
34	таким образом и	3	2
35	в то же	2	2
36	на этот вопрос	2	2
37	и таким образом	2	2
38	то же время	2	2
39	остается ничего другого	2	2
40	ничего другого как	2	2
41	все более и	2	2
42	одной и той	4	2
43	более и более	2	2
