N	2gram	Bakhtin_Pr_1	Narrotol
1	не только	15	32
2	может быть	24	25
3	но и	14	23
4	и не	31	20
5	и в	29	19
6	в том	8	18
7	в этом	22	17
8	том что	7	14
9	не в	7	14
10	а не	22	12
11	то что	15	11
12	а в	7	11
13	не может	12	10
14	точки зрения	19	10
15	при этом	2	9
16	так и	7	9
17	в его	24	9
18	в мире	6	9
19	с другой	3	8
20	героя в	4	8
21	во времени	3	8
22	в себе	7	8
23	как и	12	7
24	еще не	5	7
25	все же	9	7
26	как в	6	7
27	по отношению	8	7
28	с его	9	6
29	что он	8	6
30	отношению к	8	6
31	но не	9	6
32	точка зрения	12	6
33	именно в	5	6
34	в себя	3	6
35	в той	2	6
36	но в	7	6
37	и как	7	5
38	по себе	8	5
39	в форме	7	5
40	уже не	13	5
41	к нему	6	5
42	и его	14	5
43	в данном	2	5
44	в основе	4	5
45	к себе	2	5
46	в этой	4	5
47	далеко не	3	5
48	мира в	5	5
49	перед нами	5	4
50	точку зрения	6	4
51	прежде всего	7	4
52	в пространстве	3	4
53	в нем	19	4
54	у него	5	4
55	то же	14	4
56	же в	2	4
57	но все	5	4
58	же время	9	4
59	было бы	5	4
60	связи с	2	4
61	как бы	19	4
62	о нем	9	4
63	все те	2	4
64	хотя бы	2	4
65	данном случае	2	4
66	другой стороны	3	4
67	отличается от	3	4
68	те же	2	4
69	из которых	2	4
70	сказать что	3	4
71	только в	10	4
72	героя и	10	4
73	и с	4	4
74	же не	2	4
75	ни было	2	3
76	что в	8	3
77	могут быть	6	3
78	никогда не	3	3
79	уже в	3	3
80	ни в	3	3
81	это и	5	3
82	одна из	3	3
83	в сущности	5	3
84	в ней	2	3
85	он не	5	3
86	и самого	4	3
87	и даже	2	3
88	один из	2	3
89	не есть	2	3
90	бы то	2	3
91	жизни и	2	3
92	бытия в	3	3
93	на него	3	3
94	то ни	2	3
95	этом отношении	3	3
96	как мы	4	3
97	и на	7	3
98	между тем	5	3
99	тем что	4	3
100	не о	2	3
101	на себя	2	3
102	в то	10	3
103	как будто	3	3
104	в произведении	4	3
105	он сам	3	2
106	должна быть	5	2
107	себя и	2	2
108	в своем	8	2
109	героя с	3	2
110	в противоположность	2	2
111	или даже	2	2
112	оно не	3	2
113	не как	14	2
114	личности в	4	2
115	себе самом	9	2
116	в литературе	4	2
117	идет о	4	2
118	точек зрения	3	2
119	его как	4	2
120	по существу	3	2
121	между ними	2	2
122	для него	18	2
123	в пределах	13	2
124	она не	7	2
125	несмотря на	6	2
126	например в	3	2
127	к другому	2	2
128	наконец в	2	2
129	и потому	6	2
130	для автора	2	2
131	и др	5	2
132	даже в	4	2
133	сами по	3	2
134	зрения и	2	2
135	жизни а	2	2
136	и до	3	2
137	приводит к	3	2
138	отношение к	2	2
139	во всей	2	2
140	так же	6	2
141	как раз	6	2
142	не на	4	2
143	как к	3	2
144	одного сознания	9	2
145	отношения к	3	2
146	не было	4	2
147	все эти	9	2
148	человека в	4	2
149	они не	4	2
150	самом деле	6	2
151	одним из	6	2
152	и для	4	2
153	с точки	13	2
154	это не	9	2
155	можно было	2	2
156	тому как	3	2
157	в результате	4	2
158	нового времени	3	2
159	однако в	2	2
160	одно из	2	2
161	всей его	2	2
162	подобно тому	3	2
163	и ее	2	2
164	но как	3	2
165	все то	4	2
166	в структуре	2	2
167	его в	6	2
168	зрения на	7	2
169	мира и	7	2
170	оно может	2	2
171	ничего не	5	2
172	то они	2	2
173	и одновременно	3	2
