N	2gram	Vygotskiy__4	StatiiOP
1	и в	33	44
2	в том	21	36
3	и т	6	30
4	что в	21	30
5	том что	22	29
6	т д	2	21
7	в этом	28	21
8	вовсе не	5	19
9	то что	44	18
10	не только	7	18
11	было бы	12	17
12	а в	4	17
13	о том	20	17
14	и не	13	16
15	а не	6	16
16	может быть	22	15
17	как в	3	13
18	можно было	4	13
19	не в	2	12
20	у нас	4	11
21	в этой	9	11
22	самом деле	12	11
23	того чтобы	22	11
24	точки зрения	6	11
25	ясно что	5	10
26	для того	23	10
27	что он	20	10
28	но и	3	10
29	но в	2	10
30	только в	4	10
31	с другой	2	9
32	если бы	10	9
33	в то	3	9
34	как и	5	9
35	того что	4	9
36	т п	3	9
37	также и	2	9
38	так и	3	9
39	в его	10	9
40	например в	3	8
41	во всех	2	8
42	все же	5	8
43	из них	4	8
44	не может	10	8
45	и его	5	8
46	это не	6	8
47	с точки	4	8
48	я не	4	7
49	прежде всего	2	7
50	так например	4	7
51	по поводу	4	7
52	в самом	12	7
53	для нас	7	7
54	сих пор	3	7
55	до сих	3	7
56	другой стороны	2	7
57	таким образом	13	7
58	сказать что	13	7
59	что они	6	7
60	потому что	24	6
61	из этих	2	6
62	так что	7	6
63	что и	3	6
64	в своей	4	6
65	со стороны	2	6
66	именно в	2	6
67	на самом	6	6
68	в той	3	6
69	во всяком	3	6
70	хотя бы	2	6
71	всяком случае	3	6
72	никогда не	5	5
73	была бы	2	5
74	такой же	2	5
75	так же	13	5
76	что мы	6	5
77	совершенно не	4	5
78	в котором	2	5
79	в нем	7	5
80	в целом	5	5
81	жизни и	4	5
82	все это	13	5
83	той же	4	5
84	то же	9	5
85	в которых	3	5
86	и то	2	5
87	тем что	3	5
88	все эти	6	5
89	так как	12	5
90	в основу	3	4
91	речь идет	3	4
92	что это	13	4
93	по словам	2	4
94	в частности	4	4
95	столь же	2	4
96	что она	10	4
97	это в	4	4
98	вопрос о	2	4
99	бы и	2	4
100	в ее	2	4
101	это и	5	4
102	же время	2	4
103	но все	2	4
104	и что	25	4
105	никто не	4	4
106	и почему	2	4
107	как раз	9	4
108	но если	3	4
109	как бы	25	4
110	на то	10	4
111	даже не	2	4
112	не было	3	4
113	что у	4	4
114	и сейчас	3	4
115	заключается в	5	4
116	не имеет	2	4
117	этот вопрос	4	4
118	как будто	8	4
119	как это	14	4
120	в которой	4	4
121	том как	3	4
122	в основе	3	3
123	а с	2	3
124	во время	6	3
125	тому что	6	3
126	в какой	5	3
127	и с	2	3
128	с этой	4	3
129	и так	4	3
130	не является	2	3
131	в конце	8	3
132	в тех	2	3
133	ни в	3	3
134	да и	3	3
135	об этом	4	3
136	же как	3	3
137	но не	3	3
138	а на	2	3
139	кажется что	2	3
140	что не	4	3
141	и для	3	3
142	не по	2	3
143	в ней	6	3
144	даже в	2	3
145	не все	2	3
146	то это	3	3
147	и за	3	3
148	говорит о	4	3
149	внимание на	2	3
150	и только	7	3
151	в виде	3	3
152	в уста	3	3
153	что для	5	3
154	с одной	3	3
155	что оно	3	3
156	в стих	2	3
157	в двух	4	3
158	говорит что	10	3
159	на этот	3	3
160	за то	3	3
161	в таком	4	3
162	это просто	2	3
163	в результате	2	3
164	что касается	2	3
165	в каком	8	3
166	с этим	5	3
167	что все	11	2
168	уже в	2	2
169	что ни	2	2
170	бы не	2	2
171	а как	2	2
172	нисколько не	5	2
173	всех этих	3	2
174	бы мы	3	2
175	при таком	3	2
176	материала и	2	2
177	в своем	7	2
178	больше чем	2	2
179	в такой	2	2
180	смысле этого	3	2
181	раз в	7	2
182	который не	2	2
183	по существу	2	2
184	идет о	3	2
185	всякий раз	6	2
186	литературы и	2	2
187	при этом	2	2
188	то время	2	2
189	что при	2	2
190	бы это	3	2
191	она не	3	2
192	одной стороны	3	2
193	в сущности	6	2
194	в сторону	3	2
195	должно было	2	2
196	и потому	2	2
197	этого слова	3	2
198	ни одной	3	2
199	что нет	2	2
200	и уже	4	2
201	конечно не	3	2
202	на него	4	2
203	без всякого	2	2
204	допустим что	2	2
205	целый ряд	5	2
206	для этого	8	2
207	не для	3	2
208	о них	2	2
209	тем самым	3	2
210	надо сказать	3	2
211	ни одного	2	2
212	есть только	2	2
213	в каком-то	2	2
214	мы не	5	2
215	ничего не	2	2
216	что этот	3	2
217	в своих	3	2
218	думать что	2	2
219	дело с	3	2
220	можно найти	2	2
221	их в	3	2
222	когда речь	2	2
223	не надо	2	2
224	от этого	3	2
225	у него	6	2
226	ни на	2	2
227	одно из	2	2
228	он не	11	2
229	но он	6	2
230	что эта	6	2
231	в себе	6	2
232	нет ни	3	2
233	говорить о	3	2
234	и все	12	2
235	его в	3	2
236	при помощи	4	2
237	и это	5	2
238	должен был	3	2
239	только с	2	2
240	могло бы	3	2
241	мы имеем	2	2
242	время как	2	2
243	то есть	13	2
