N	2gram	Bakhtin_Fr_2	Morfolog
1	может быть	5	52
2	таким образом	7	20
3	не может	7	17
4	в этих	4	16
5	могут быть	2	15
6	и в	49	13
7	в этом	15	13
8	и др	9	12
9	так как	6	12
10	связи с	2	11
11	прежде всего	19	9
12	так и	6	9
13	в связи	2	9
14	то же	7	9
15	и не	15	9
16	с другой	4	8
17	а затем	3	8
18	по существу	2	8
19	в тех	2	7
20	в качестве	2	7
21	все же	7	7
22	имеем в	2	7
23	в том	3	6
24	но не	5	6
25	в форме	4	6
26	а в	4	6
27	во время	12	6
28	подобно тому	2	6
29	тому как	2	5
30	и другие	2	5
31	этот момент	4	5
32	во всех	6	5
33	далеко не	3	5
34	как бы	11	5
35	один из	7	5
36	то что	6	5
37	что в	2	4
38	вовсе не	10	4
39	было бы	3	4
40	на его	2	4
41	несмотря на	3	4
42	не только	17	4
43	как мы	7	4
44	другой стороны	3	4
45	тех же	2	4
46	так же	2	4
47	как и	11	4
48	там где	4	4
49	хотя и	2	4
50	тем что	4	4
51	точки зрения	6	4
52	с точки	5	4
53	также и	3	4
54	ничего не	2	4
55	связана с	3	3
56	в нашем	2	3
57	в начале	5	3
58	же в	3	3
59	том что	4	3
60	но все	4	3
61	но это	2	3
62	что они	2	3
63	здесь же	2	3
64	в пределах	2	3
65	того чтобы	2	3
66	этого момента	2	3
67	в сущности	8	3
68	ни в	3	3
69	но и	13	3
70	целый ряд	2	3
71	на самом	2	3
72	к нему	3	3
73	мы можем	2	3
74	из них	3	3
75	в то	6	3
76	мы должны	2	3
77	но в	4	3
78	и более	4	2
79	и за	2	2
80	та же	2	2
81	что он	3	2
82	в собственном	3	2
83	можно сказать	2	2
84	так например	2	2
85	и к	4	2
86	со смертью	2	2
87	только в	13	2
88	нельзя было	3	2
89	для него	9	2
90	одной стороны	3	2
91	одной из	2	2
92	мы уже	6	2
93	никто не	2	2
94	эти формы	2	2
95	благодаря этому	4	2
96	собственном смысле	2	2
97	но эти	3	2
98	с одной	3	2
99	все эти	7	2
100	и его	17	2
101	можно было	3	2
102	в другом	2	2
103	о том	3	2
104	в свое	4	2
105	здесь не	2	2
106	но здесь	3	2
107	одна из	4	2
108	сказать что	6	2
