N	2gram	Losev_Prob_1	Istorich
1	что он	7	24
2	и т	11	19
3	не только	17	18
4	т д	10	18
5	может быть	14	17
6	никогда не	7	15
7	и в	32	15
8	мы имеем	2	15
9	но и	9	14
10	так как	11	14
11	так же	9	13
12	что в	12	12
13	знаем что	2	12
14	а в	4	12
15	то что	42	12
16	об этом	10	11
17	в этих	3	11
18	и не	31	11
19	в этом	19	11
20	что они	3	10
21	его в	6	10
22	то же	10	10
23	этих случаях	3	10
24	с тем	5	9
25	еще не	9	9
26	и здесь	6	9
27	потому что	16	9
28	связи с	5	8
29	мы увидим	3	8
30	один из	4	8
31	он не	3	8
32	мы видим	2	8
33	мы можем	4	8
34	очень много	3	8
35	том что	12	7
36	и пр	4	7
37	в нем	13	7
38	вместе с	2	7
39	сих пор	3	7
40	таким образом	6	7
41	не в	4	7
42	ничего не	10	7
43	точно так	4	6
44	так что	6	6
45	до сих	3	6
46	мы уже	5	6
47	что это	3	6
48	в его	6	6
49	как бы	14	6
50	и что	9	6
51	мы здесь	2	6
52	в том	9	6
53	только в	7	6
54	но в	14	6
55	и есть	6	5
56	с этим	3	5
57	прежде всего	10	5
58	этом случае	2	5
59	к тому	3	5
60	но все	3	5
61	как в	4	5
62	она не	2	5
63	было бы	8	5
64	же как	2	5
65	в котором	5	5
66	так и	12	5
67	что она	5	5
68	не может	8	5
69	в связи	4	5
70	а не	15	5
71	к нему	3	5
72	можно было	3	5
73	а потом	2	4
74	увидим ниже	2	4
75	для нас	5	4
76	но это	8	4
77	в этой	10	4
78	при этом	6	4
79	или на	3	4
80	но он	3	4
81	о нем	3	4
82	после этого	4	4
83	другими словами	3	4
84	не будем	2	4
85	того как	3	4
86	только после	2	4
87	и с	2	4
88	тем что	7	4
89	и на	8	4
90	в себе	15	4
91	что здесь	3	4
92	мы должны	5	4
93	все эти	8	4
94	всех этих	7	3
95	в качестве	2	3
96	и его	3	3
97	из этих	2	3
98	на то	8	3
99	уже на	2	3
100	как это	6	3
101	между прочим	2	3
102	же и	3	3
103	но если	2	3
104	о том	11	3
105	а именно	12	3
106	в их	4	3
107	все это	7	3
108	хотя в	3	3
109	того что	7	3
110	мы не	2	3
111	тому как	2	3
112	что этот	2	3
113	он в	2	3
114	подобно тому	2	3
115	он и	8	3
116	как будто	3	3
117	что мы	13	3
118	как он	4	3
119	и это	9	3
120	в других	5	3
121	же мы	2	2
122	тот кто	2	2
123	уже в	3	2
124	не было	4	2
125	становится ясным	2	2
126	могут быть	2	2
127	он должен	2	2
128	но есть	2	2
129	перед нами	5	2
130	с другой	3	2
131	это не	6	2
132	и так	2	2
133	не знал	5	2
134	в жизни	3	2
135	на самом	6	2
136	уже с	2	2
137	нисколько не	3	2
138	говорят о	2	2
139	о его	2	2
140	ни в	7	2
141	да и	3	2
142	именно в	4	2
143	по существу	2	2
144	как и	3	2
145	является не	2	2
146	оно и	3	2
147	таких случаях	2	2
148	но не	9	2
149	есть и	3	2
150	одно из	2	2
151	здесь в	3	2
152	не что	2	2
153	кроме того	2	2
154	и может	2	2
155	того чтобы	9	2
156	и часто	2	2
157	и если	6	2
158	мы в	3	2
159	например в	2	2
160	на его	2	2
161	и для	4	2
162	на один	2	2
163	в сущности	2	2
164	чтобы понять	3	2
165	а также	4	2
166	здесь нет	2	2
167	хотя бы	3	2
168	ее в	2	2
169	на этой	2	2
170	из них	3	2
171	или его	2	2
172	во всех	7	2
173	оказывается что	2	2
174	и только	4	2
175	другой стороны	3	2
176	не просто	23	2
177	когда мы	8	2
178	самом деле	6	2
179	тем самым	4	2
180	и вполне	3	2
181	д и	4	2
182	ясно и	2	2
183	или в	4	2
184	с другими	2	2
185	и то	6	2
186	в которых	3	2
187	сказать что	13	2
188	говорили что	2	2
189	и ничего	2	2
190	и ее	8	2
191	что иное	2	2
192	это только	2	2
193	в таких	2	2
194	при помощи	13	2
195	нет ничего	10	2
196	самый факт	2	2
197	здесь не	7	2
198	иметь в	4	2
199	их в	4	2
200	в которой	2	2
201	в него	2	2
202	иное как	2	2
203	в эту	2	2
204	в виду	6	2
205	других случаях	2	2
206	пор мы	2	2
