N	2gram	Bakhtin_Pr_3	Dialekti
1	т е	12	48
2	и не	29	27
3	а не	9	26
4	точки зрения	8	25
5	и в	34	24
6	и т	8	24
7	не только	10	23
8	т д	2	23
9	что такое	2	21
10	по себе	3	20
11	не может	19	19
12	ничего не	4	17
13	и что	5	15
14	что все	4	14
15	то что	11	14
16	с точки	4	14
17	может быть	19	13
18	таким образом	5	13
19	и даже	7	13
20	что он	23	13
21	вовсе не	11	13
22	что это	5	12
23	того что	5	12
24	есть только	3	12
25	не менее	3	11
26	что же	8	11
27	тем не	2	10
28	отнюдь не	2	10
29	в сущности	11	10
30	ни в	4	9
31	но и	12	9
32	прежде всего	15	8
33	так что	5	8
34	и как	3	8
35	отличается от	2	8
36	том что	3	8
37	в этом	16	8
38	в виде	4	8
39	что в	7	7
40	никогда не	8	7
41	я уже	2	7
42	в самом	8	7
43	что оно	2	7
44	потому что	12	7
45	даже и	4	7
46	в виду	3	7
47	это и	2	7
48	как и	18	7
49	только на	4	7
50	как раз	4	7
51	вы не	2	6
52	я не	7	6
53	все это	16	6
54	и только	2	6
55	и с	15	6
56	о том	2	6
57	так как	4	6
58	если бы	4	6
59	и все	19	6
60	что и	5	6
61	то же	14	6
62	самом деле	13	6
63	с этой	2	5
64	в том	3	5
65	что его	3	5
66	но это	4	5
67	хотя и	3	5
68	жизни и	3	5
69	и его	16	5
70	как на	2	5
71	в то	12	5
72	в них	2	5
73	по крайней	3	5
74	вопрос о	2	5
75	и к	12	5
76	было бы	2	5
77	же вы	2	5
78	он не	15	5
79	крайней мере	3	5
80	так и	6	5
81	уже не	2	5
82	что не	7	5
83	только в	6	5
84	тому что	2	4
85	с другой	4	4
86	это не	5	4
87	или иной	2	4
88	сама по	2	4
89	к тому	5	4
90	от себя	6	4
91	хотя бы	5	4
92	но только	2	4
93	так же	8	4
94	сказать что	2	4
95	а что	3	4
96	сознания и	3	4
97	нет и	3	4
98	говорить о	3	4
99	конечно не	2	4
100	о нем	2	4
101	говорит о	2	4
102	только что	3	4
103	в чем	5	4
104	жизнь и	2	4
105	тому как	2	4
106	и то	3	4
107	мы и	2	4
108	подобно тому	2	4
109	и это	4	4
110	для него	13	4
111	не было	2	3
112	все же	7	3
113	все время	5	3
114	за пределы	2	3
115	и без	2	3
116	в своем	2	3
117	в одной	3	3
118	и от	5	3
119	мы знаем	2	3
120	не в	9	3
121	же время	12	3
122	и тут	2	3
123	в нем	19	3
124	это было	3	3
125	из них	5	3
126	все эти	4	3
127	того или	2	3
128	должно быть	3	3
129	друг друга	2	3
130	и на	6	3
131	с этим	2	3
132	он и	5	3
133	мы уже	6	3
134	во всем	3	3
135	себя как	2	3
136	тем что	4	3
137	он должен	2	3
138	он есть	2	3
139	ибо и	2	3
140	я бы	3	3
141	как бы	27	3
142	быть и	2	3
143	и прежде	4	3
144	если не	3	3
145	раз и	3	3
146	к нему	14	3
147	той же	2	3
148	в слове	5	3
149	и ее	2	3
150	не знает	6	3
151	но на	4	2
152	что у	6	2
153	вообще не	2	2
154	о себе	18	2
155	его внутренней	4	2
156	а я	10	2
157	тому же	2	2
158	себя но	2	2
159	на этом	4	2
160	еще не	4	2
161	при этом	4	2
162	и если	2	2
163	например в	2	2
164	но для	3	2
165	не о	4	2
166	той или	2	2
167	у меня	6	2
168	себя и	8	2
169	всяком случае	5	2
170	себя самого	11	2
171	другой стороны	3	2
172	для этого	3	2
173	же он	2	2
174	и вот	5	2
175	а в	5	2
176	же и	2	2
177	их в	3	2
178	в ней	3	2
179	он дает	2	2
180	для себя	6	2
181	и потому	2	2
182	тогда и	2	2
183	бы в	3	2
184	слово в	2	2
185	нет ни	2	2
186	но в	16	2
187	я и	2	2
188	этого не	3	2
189	своего собственного	3	2
190	с его	6	2
191	у него	4	2
192	бы его	4	2
193	и во	3	2
194	вы сами	2	2
195	меня в	2	2
196	но как	4	2
197	то в	2	2
198	так чтобы	3	2
199	но не	4	2
200	если я	2	2
201	со всеми	2	2
202	на них	5	2
203	всего этого	2	2
204	так в	2	2
205	как я	3	2
206	все равно	4	2
207	как мы	7	2
208	и у	5	2
209	и он	2	2
210	и для	8	2
211	у человека	2	2
212	бы то	4	2
213	во всяком	5	2
214	по которому	2	2
215	в себе	6	2
216	и вообще	2	2
217	в его	22	2
