N	2gram	Propp_Isto_1	PoTuStor
1	может быть	25	17
2	и в	28	16
3	и пр	4	12
4	прежде всего	10	9
5	таким образом	8	9
6	в этом	8	9
7	и только	2	9
8	и его	3	8
9	и с	4	8
10	не может	15	8
11	сказать что	5	7
12	не только	12	7
13	для него	2	6
14	при этом	3	6
15	конечно не	2	6
16	только для	2	5
17	все эти	4	5
18	что такое	2	5
19	еще не	7	5
20	как бы	2	5
21	с самого	2	4
22	самого начала	2	4
23	в нем	2	4
24	и их	3	4
25	но и	10	4
26	так и	9	4
27	все это	4	4
28	хотя бы	4	4
29	так как	6	4
30	и не	9	4
31	как мы	3	4
32	но мы	2	4
33	и даже	4	4
34	и на	4	4
35	в этой	6	4
36	только в	11	4
37	его в	6	4
38	для всех	2	4
39	но в	8	4
40	в его	5	4
41	во время	3	3
42	мы знаем	4	3
43	в этих	7	3
44	что в	12	3
45	во всех	2	3
46	и др	7	3
47	могут быть	4	3
48	вместе с	6	3
49	сих пор	5	3
50	даже не	2	3
51	в большинстве	4	3
52	отношения к	2	3
53	в одном	5	3
54	и вот	2	3
55	большинстве случаев	4	3
56	и она	2	3
57	в том	9	3
58	а в	7	3
59	том что	7	3
60	и как	2	3
61	то что	9	3
62	их в	5	3
63	в основе	4	3
64	на этом	3	3
65	но оно	4	3
66	как это	3	3
67	в области	2	3
68	в основном	2	3
69	в конечном	2	3
70	и потому	2	3
71	до сих	5	3
72	между ними	2	3
73	не существует	2	2
74	не менее	6	2
75	ее в	5	2
76	один из	4	2
77	не могут	2	2
78	что и	6	2
79	не есть	2	2
80	ни было	2	2
81	же как	2	2
82	другими словами	4	2
83	в частности	2	2
84	никогда не	14	2
85	что не	2	2
86	смерти но	2	2
87	сделать это	2	2
88	между собой	4	2
89	для этого	3	2
90	если мы	3	2
91	находится в	4	2
92	во всей	2	2
93	с этим	4	2
94	то же	12	2
95	к этому	2	2
96	не знает	5	2
97	на них	2	2
98	что он	10	2
99	мы не	10	2
100	здесь же	2	2
101	что мы	7	2
102	на первый	2	2
103	и по	3	2
104	и для	4	2
105	для нас	13	2
106	как и	4	2
107	на основе	5	2
108	они не	4	2
109	мы видим	11	2
110	так же	7	2
111	но это	4	2
112	не на	2	2
113	он не	2	2
114	образов и	2	2
115	и этим	2	2
116	не можем	3	2
117	в начале	3	2
118	в пределах	4	2
119	было бы	7	2
120	что это	8	2
121	и мы	2	2
122	связанные с	2	2
123	о том	9	2
124	с ним	2	2
125	к ним	4	2
126	почти не	3	2
127	можно назвать	2	2
