N	3gram	Trubetskoy_1	Myshleni
1	в том что	15	31
2	заключается в том	2	14
3	с точки зрения	8	11
4	с одной стороны	2	9
5	с другой стороны	4	8
6	друг с другом	9	7
7	в самом деле	5	6
8	и того же	3	5
9	так же как	3	5
10	одного и того	3	5
11	для того чтобы	7	5
12	на то что	7	4
13	и то что	3	4
14	по сравнению с	5	3
15	о том что	4	3
16	в этом случае	4	3
17	в связи с	3	3
18	во всяком случае	2	3
19	вместе с тем	2	3
20	в данном случае	3	2
21	в этой области	4	2
22	в вопросе о	2	2
23	в свою очередь	2	2
24	но так как	2	2
25	между этими двумя	2	2
26	а с другой	2	2
27	в целом ряде	3	2
28	не может не	3	2
29	в том виде	2	2
30	в настоящее время	2	2
