N	2gram	Propp_Isto_3	Problema
1	в его	3	43
2	и не	12	42
3	и в	22	38
4	не может	4	27
5	может быть	11	26
6	по отношению	2	21
7	отношению к	2	19
8	и с	4	17
9	и его	4	16
10	в нем	9	15
11	в этом	17	15
12	и т	16	14
13	независимо от	2	13
14	прежде всего	3	13
15	только в	4	13
16	но не	7	12
17	ни в	2	11
18	и для	2	11
19	к нему	5	10
20	отношение к	4	10
21	таким образом	10	10
22	но и	12	9
23	не имеет	2	9
24	его в	3	9
25	не только	14	9
26	в том	9	8
27	и как	3	8
28	и др	2	8
29	точки зрения	2	8
30	было бы	3	8
31	для нее	2	8
32	то что	7	8
33	что в	15	7
34	с другой	7	7
35	не в	4	7
36	между тем	2	7
37	как и	3	7
38	еще не	10	7
39	совершенно не	2	7
40	как мы	8	7
41	не всегда	4	6
42	в пределах	4	6
43	можно только	3	6
44	а в	6	6
45	все же	5	6
46	дело с	2	6
47	мы можем	6	6
48	там где	7	6
49	ничего не	6	6
50	то же	6	5
51	в своем	2	5
52	это не	6	5
53	при этом	2	5
54	никогда не	3	5
55	все эти	4	5
56	далеко не	3	5
57	в них	6	5
58	и о	2	5
59	так и	2	5
60	большинстве случаев	2	5
61	а не	6	5
62	могут быть	5	5
63	не менее	5	4
64	на самом	2	4
65	в ней	2	4
66	другой стороны	7	4
67	данном случае	3	4
68	в других	4	4
69	с ними	3	4
70	сказать что	3	4
71	в то	2	4
72	о том	3	4
73	и потому	2	4
74	но в	10	4
75	но они	2	4
76	но конечно	2	4
77	не с	2	4
78	относится к	2	4
79	как в	2	4
80	мы здесь	4	4
81	что не	2	4
82	в данном	4	4
83	здесь не	3	4
84	с миром	2	4
85	как только	2	3
86	и от	3	3
87	в тех	2	3
88	тем не	5	3
89	да и	2	3
90	в дальнейшем	4	3
91	но это	3	3
92	одной стороны	2	3
93	например в	2	3
94	хотя и	2	3
95	в целом	3	3
96	с одной	2	3
97	они не	4	3
98	и даже	2	3
99	и на	4	3
100	если бы	6	3
101	и все	3	3
102	и к	3	3
103	том что	8	3
104	от него	2	3
105	все что	3	3
106	мы увидим	3	3
107	не будем	3	3
108	он не	5	3
109	связь с	6	3
110	и это	2	3
111	на этом	4	2
112	я не	3	2
113	и другие	4	2
114	и есть	2	2
115	в частности	5	2
116	характерно для	2	2
117	в этих	11	2
118	от них	3	2
119	можно сказать	2	2
120	как таковой	2	2
121	связь и	2	2
122	в свою	4	2
123	не дает	2	2
124	и пр	11	2
125	и у	3	2
126	не имеют	2	2
127	не вполне	6	2
128	в котором	2	2
129	но она	2	2
130	в связи	3	2
131	в особенности	2	2
132	не было	2	2
133	здесь мы	5	2
134	и что	2	2
135	того что	5	2
136	есть только	2	2
137	его не	3	2
138	и здесь	7	2
139	мы должны	7	2
140	как это	4	2
141	в него	2	2
142	мы имеем	19	2
143	и более	2	2
144	их и	3	2
145	не все	6	2
146	к этому	7	2
147	вовсе не	2	2
148	что он	9	2
149	где находится	2	2
150	у нас	4	2
151	связи с	6	2
152	одна из	2	2
153	она не	4	2
154	в некоторых	5	2
155	что и	9	2
156	и он	2	2
157	или в	11	2
158	тем что	4	2
159	в виде	2	2
160	и ее	3	2
161	в другом	2	2
162	в чем	3	2
