N	3gram	Voloshinov_1	Myshleni
1	с точки зрения	5	21
2	для того чтобы	7	18
3	в этом случае	3	14
4	с самого начала	4	7
5	к тому что	2	6
6	то же самое	4	5
7	о том что	2	4
8	и тем самым	3	4
9	не может быть	2	4
10	вместе с тем	2	4
11	внутренней речи и	2	4
12	смысле этого слова	2	3
13	только потому что	2	3
14	одно и то	3	3
15	можно сказать что	2	3
16	как мы видели	3	3
17	в этом отношении	2	3
18	и то же	3	3
19	в свою очередь	4	2
20	и той же	2	2
21	прежде всего в	3	2
22	в той же	3	2
23	слов и их	2	2
24	во внутренней речи	3	2
25	больше и больше	2	2
26	одной и той	2	2
27	на самом деле	3	2
28	все больше и	2	2
