N	2gram	Losev_Prob_1	slovoVRo
1	и в	32	39
2	может быть	14	37
3	и т	11	35
4	и его	3	33
5	то есть	33	26
6	не только	17	24
7	и не	31	22
8	но и	9	21
9	не может	8	20
10	в нем	13	19
11	все это	7	16
12	в этом	19	16
13	так и	12	15
14	а не	15	14
15	как в	4	13
16	во всех	7	12
17	в истории	4	11
18	вовсе не	35	10
19	не в	4	9
20	и с	2	9
21	прежде всего	10	8
22	оно не	3	8
23	таким образом	6	8
24	точки зрения	3	8
25	с его	2	7
26	при этом	6	7
27	для него	2	7
28	еще не	9	7
29	в его	6	7
30	как бы	14	7
31	никогда не	7	7
32	в этих	3	7
33	и потому	2	7
34	и даже	11	7
35	как мы	7	7
36	могут быть	2	7
37	с ним	3	7
38	в него	2	7
39	в них	7	6
40	этом случае	2	6
41	как и	3	6
42	в своем	5	6
43	но не	9	6
44	она не	2	6
45	в сущности	2	6
46	все эти	8	6
47	но в	14	6
48	не могут	2	5
49	с другой	3	5
50	это не	6	5
51	и для	4	5
52	и все	7	5
53	по себе	15	5
54	для нас	5	5
55	том что	12	5
56	но все	3	5
57	или иной	5	5
58	только в	7	5
59	в том	9	5
60	например в	2	5
61	той или	5	5
62	один из	4	5
63	мышления и	4	5
64	уже не	3	5
65	не менее	19	4
66	поэтому и	2	4
67	всех этих	7	4
68	ни в	7	4
69	художественный образ	9	4
70	в отношении	3	4
71	для этого	3	4
72	входит в	4	4
73	то же	10	4
74	что оно	3	4
75	в таком	9	4
76	а в	4	4
77	с другими	2	4
78	и на	8	4
79	даже и	8	4
80	в то	6	4
81	его в	6	4
82	здесь не	7	4
83	так как	11	4
84	или как	3	4
85	перед нами	5	3
86	что в	12	3
87	хотя бы	3	3
88	здесь в	3	3
89	сама по	4	3
90	но это	8	3
91	связи с	5	3
92	его от	3	3
93	и как	6	3
94	и часто	2	3
95	как для	2	3
96	к нему	3	3
97	быть и	3	3
98	а также	4	3
99	с точки	3	3
100	сказать что	13	3
101	между тем	2	3
102	может иметь	2	3
103	говорить о	6	3
104	в чем	3	3
105	как это	6	3
106	во всяком	7	3
107	действующих лиц	2	2
108	в данном	9	2
109	уже в	3	2
110	не было	4	2
111	хотя и	6	2
112	однако в	2	2
113	но она	3	2
114	но он	3	2
115	того как	3	2
116	говорит и	3	2
117	конечно в	2	2
118	в себе	15	2
119	и здесь	6	2
120	что он	7	2
121	без всякого	2	2
122	в одно	4	2
123	в дальнейшем	4	2
124	более или	3	2
125	мы увидим	3	2
126	и чисто	3	2
127	этих случаях	3	2
128	со всеми	2	2
129	только и	3	2
130	мы уже	5	2
131	или на	3	2
132	за пределы	6	2
133	же и	3	2
134	известной степени	2	2
135	о нем	3	2
136	всяком случае	3	2
137	и особенно	2	2
138	которого он	2	2
139	сих пор	3	2
140	на его	2	2
141	и другим	2	2
142	то что	42	2
143	дело в	3	2
144	его как	2	2
145	вместе с	2	2
146	или менее	3	2
147	а именно	12	2
148	в их	4	2
149	кроме того	2	2
150	его именно	3	2
151	смысл и	3	2
152	в связи	4	2
153	и ни	4	2
154	с этим	3	2
155	может и	3	2
156	т д	10	2
157	особенно в	2	2
158	в виде	15	2
159	которых мы	2	2
160	от нас	3	2
161	именно в	4	2
162	мы не	2	2
163	именно на	3	2
164	того чтобы	9	2
165	для того	8	2
166	мы наблюдаем	2	2
167	или в	4	2
168	также и	11	2
169	в результате	2	2
170	и при	2	2
171	он не	3	2
172	именно как	4	2
173	далеко не	5	2
174	к его	2	2
175	но как	6	2
176	о том	11	2
177	как он	4	2
178	которые в	2	2
179	в области	2	2
180	до сих	3	2
