N	2gram	Bakhtin_Fr_1	Problema
1	то есть	45	46
2	в его	9	43
3	и не	22	42
4	и в	65	38
5	не может	3	27
6	может быть	6	26
7	как бы	22	22
8	и с	3	17
9	и его	10	16
10	в нем	13	15
11	в этом	15	15
12	прежде всего	11	13
13	только в	7	13
14	за пределы	8	12
15	в искусстве	3	12
16	но не	2	12
17	во всех	9	11
18	и для	2	11
19	в области	7	11
20	к нему	3	10
21	отношение к	4	10
22	в их	4	10
23	не входит	2	10
24	но и	10	9
25	его в	7	9
26	не только	10	9
27	в том	16	8
28	и др	24	8
29	точки зрения	7	8
30	то что	3	8
31	входит в	4	8
32	что в	3	7
33	с другой	3	7
34	не в	4	7
35	в самом	4	7
36	между тем	5	7
37	отметить что	2	7
38	как и	5	7
39	еще не	6	7
40	совершенно не	4	7
41	в своей	5	7
42	как мы	6	7
43	не к	2	6
44	можно только	4	6
45	и наконец	2	6
46	все же	6	6
47	самом деле	3	6
48	с точки	3	6
49	и этим	2	6
50	отношения к	2	6
51	ничего не	3	6
52	в своем	8	5
53	это не	3	5
54	формы и	7	5
55	при этом	6	5
56	никогда не	6	5
57	все эти	10	5
58	рядом с	5	5
59	в основе	8	5
60	далеко не	3	5
61	с ним	3	5
62	в них	5	5
63	в большинстве	2	5
64	так и	10	5
65	и прежде	3	5
66	в отличие	4	5
67	большинстве случаев	2	5
68	на границах	2	5
69	быть только	2	5
70	могут быть	2	5
71	отличие от	5	5
72	на самом	6	4
73	в ней	6	4
74	в виду	3	4
75	в форме	3	4
76	в других	3	4
77	от всех	3	4
78	конечно и	3	4
79	сказать что	6	4
80	в более	3	4
81	о том	2	4
82	и потому	10	4
83	но в	14	4
84	перестает быть	3	4
85	в ее	3	4
86	всех его	2	4
87	как в	5	4
88	в романе	2	4
89	мы здесь	2	4
90	что не	2	4
91	между ними	4	4
92	более того	2	4
93	в себе	3	4
94	с миром	3	4
95	мы будем	3	3
96	и от	2	3
97	в тех	3	3
98	да и	2	3
99	в известной	3	3
100	основе своей	2	3
101	в дальнейшем	8	3
102	но это	3	3
103	кроме того	2	3
104	одной стороны	2	3
105	несмотря на	2	3
106	например в	2	3
107	хотя и	2	3
108	искусства и	6	3
109	не является	3	3
110	в целом	2	3
111	все это	9	3
112	с одной	2	3
113	на них	2	3
114	применении к	3	3
115	и даже	8	3
116	и на	11	3
117	в применении	3	3
118	и все	5	3
119	на фоне	3	3
120	и к	4	3
121	том что	6	3
122	от него	2	3
123	он не	2	3
124	нет и	2	3
125	на него	2	3
126	связь с	5	3
127	начало и	2	3
128	приводит к	2	3
129	но с	2	3
130	культуры и	8	3
131	менее всего	3	3
132	в таком	2	3
133	не знает	6	3
134	и это	2	3
135	как чисто	2	2
136	не могут	3	2
137	ни к	2	2
138	и другие	8	2
139	в частности	5	2
140	характерно для	3	2
141	в этих	2	2
142	или иной	5	2
143	можно сказать	2	2
144	узком смысле	2	2
145	связаны с	3	2
146	в значительной	6	2
147	и пр	5	2
148	от чисто	2	2
149	и у	6	2
150	той или	5	2
151	не вполне	2	2
152	форме и	2	2
153	этих явлений	4	2
154	ни с	2	2
155	в особенности	2	2
156	особенно в	2	2
157	этом отношении	3	2
158	и других	3	2
159	форм и	9	2
160	в самой	3	2
161	того что	2	2
162	есть только	2	2
163	и здесь	3	2
164	в своих	5	2
165	мир в	3	2
166	к себе	2	2
167	но как	3	2
168	во всем	2	2
169	а иногда	2	2
170	с его	5	2
171	поэтому в	2	2
172	и во	3	2
173	раз и	2	2
174	вовсе не	18	2
175	что он	3	2
176	связи с	4	2
177	и оценки	4	2
178	здесь в	8	2
179	в некоторых	2	2
180	и искусства	4	2
181	и тела	3	2
182	и именно	2	2
183	в себя	3	2
184	можно говорить	3	2
185	и эта	3	2
186	и он	2	2
187	или в	2	2
188	на мир	5	2
189	и вообще	3	2
190	в таких	2	2
191	др в	2	2
192	дело в	2	2
193	в чем	2	2
