N	2gram	Bakhtin_Pr_3	Analitik
1	в этом	16	18
2	и в	34	16
3	не только	10	16
4	так и	6	15
5	как и	18	14
6	в том	3	12
7	своего рода	2	12
8	но и	12	12
9	и не	29	12
10	том что	3	12
11	как бы	27	10
12	при этом	4	10
13	а не	9	10
14	в пределах	6	9
15	лишь в	5	9
16	и даже	7	9
17	ничего не	4	9
18	отнюдь не	2	8
19	в целом	5	8
20	к тому	5	7
21	в себе	6	7
22	то что	11	7
23	особенно в	2	7
24	о том	2	7
25	с другой	4	6
26	в самом	8	6
27	в мире	4	6
28	и на	6	6
29	говорить о	3	6
30	может быть	19	6
31	но в	16	6
32	говорит о	2	5
33	в сторону	2	5
34	и к	12	5
35	не менее	3	4
36	в своем	2	4
37	столь же	2	4
38	в конце	5	4
39	у него	4	4
40	этом случае	2	4
41	уже не	2	4
42	тому же	2	4
43	него на	2	4
44	не в	9	4
45	за пределы	2	4
46	но не	4	4
47	того же	2	4
48	для него	13	4
49	в сущности	11	4
50	совпадает с	2	4
51	внутренней речи	4	4
52	не с	2	4
53	отношению к	6	4
54	во всех	2	4
55	как в	4	4
56	все это	16	4
57	как раз	4	4
58	по отношению	5	4
59	не может	19	4
60	на этом	4	4
61	и его	16	4
62	то же	14	4
63	хотя и	3	4
64	между двумя	2	4
65	он в	4	4
66	точки зрения	8	4
67	только в	6	4
68	никогда не	8	3
69	по крайней	3	3
70	прежде всего	15	3
71	или иной	2	3
72	этого слова	7	3
73	при всей	2	3
74	тем не	2	3
75	не мог	5	3
76	так что	5	3
77	с самим	14	3
78	обращает на	2	3
79	было бы	2	3
80	и сам	5	3
81	крайней мере	3	3
82	и если	2	3
83	на его	4	3
84	той или	2	3
85	что и	5	3
86	из них	5	3
87	только на	4	3
88	если бы	4	3
89	не знает	6	3
90	того или	2	3
91	а в	5	3
92	как мы	7	3
93	тому как	2	3
94	с ними	6	3
95	и то	3	3
96	тем что	4	3
97	подобно тому	2	3
98	я в	4	3
99	как будто	7	3
100	сводится к	3	3
101	бы в	3	3
102	я и	2	3
103	и все	19	3
104	в общем	4	2
105	а как	2	2
106	своего собственного	3	2
107	вступает в	2	2
108	того что	5	2
109	обращаясь к	2	2
110	вообще не	2	2
111	в одном	5	2
112	что все	4	2
113	появляется в	2	2
114	этом смысле	4	2
115	вовсе не	11	2
116	вследствие этого	2	2
117	не знаю	2	2
118	по себе	3	2
119	к своему	5	2
120	знаю что	2	2
121	отличие от	2	2
122	из его	4	2
123	должна была	2	2
124	же время	12	2
125	что в	7	2
126	что с	3	2
127	еще не	4	2
128	о чем	2	2
129	ведь и	3	2
130	в своей	3	2
131	не о	4	2
132	еще в	3	2
133	в котором	3	2
134	диалог в	2	2
135	даже в	5	2
136	один из	2	2
137	это было	3	2
138	с ее	3	2
139	в отличие	2	2
140	вместе с	4	2
141	на него	7	2
142	и внутренне	2	2
143	другой стороны	3	2
144	таким образом	5	2
145	той же	2	2
146	я как	2	2
147	т е	12	2
148	еще более	2	2
149	те же	2	2
150	и слово	8	2
151	и он	2	2
152	речи в	2	2
153	и для	8	2
154	с точки	4	2
155	голосов в	3	2
156	так же	8	2
157	между тем	3	2
158	и во	3	2
159	он не	15	2
160	он и	5	2
161	о себе	18	2
162	на протяжении	5	2
163	в то	12	2
164	в его	22	2
165	в диалоге	5	2
166	его в	4	2
167	сказать что	2	2
168	с ним	8	2
169	о своей	2	2
170	же не	2	2
