N	2gram	Medvedev_F_1	Dialekti
1	т е	34	46
2	не есть	2	40
3	и не	20	30
4	а не	10	18
5	может быть	14	17
6	и т	12	17
7	ничего не	2	17
8	то что	8	16
9	и в	24	15
10	т д	8	15
11	как бы	6	14
12	точки зрения	16	14
13	того что	5	13
14	по себе	5	13
15	это не	2	12
16	прежде всего	22	11
17	и вот	2	11
18	в том	6	11
19	не может	16	11
20	ясно что	3	11
21	и все	6	11
22	в этом	15	11
23	с ее	7	10
24	она есть	2	10
25	в основе	3	10
26	было бы	6	9
27	все это	9	9
28	мы не	3	9
29	и что	2	9
30	это и	3	9
31	то же	10	9
32	уже не	2	9
33	и пр	17	9
34	с точки	13	9
35	ни в	2	8
36	не в	8	8
37	в себе	3	8
38	не только	7	8
39	и ее	10	8
40	и это	2	8
41	что в	4	7
42	должна быть	7	7
43	что он	3	7
44	как и	11	7
45	и его	10	7
46	только в	2	7
47	же время	8	6
48	и даже	3	6
49	в результате	2	6
50	вовсе не	10	6
51	ни на	3	6
52	если бы	4	6
53	в то	9	6
54	что и	2	6
55	сама по	2	5
56	так и	18	5
57	в своем	11	5
58	как таковой	6	5
59	в ней	10	5
60	в нем	14	5
61	таким образом	13	5
62	именно в	8	5
63	и на	8	5
64	с его	4	5
65	в жизни	3	5
66	учение о	4	5
67	и чисто	2	5
68	если мы	2	5
69	что такое	2	5
70	и как	3	4
71	но это	3	4
72	в этой	6	4
73	один из	3	4
74	жизни и	7	4
75	но и	7	4
76	в особенности	3	4
77	так же	4	4
78	и с	8	4
79	не о	3	4
80	лишь как	5	4
81	в одном	2	4
82	с тем	2	4
83	отнюдь не	6	4
84	не как	4	4
85	то ни	3	4
86	она не	6	4
87	еще не	6	4
88	как раз	2	4
89	бы в	3	4
90	должны быть	5	4
91	хотя бы	5	4
92	в его	23	4
93	тем самым	3	3
94	в свою	8	3
95	и если	2	3
96	в их	11	3
97	отношения к	6	3
98	все эти	6	3
99	и наконец	3	3
100	с этим	2	3
101	даже и	2	3
102	в истории	4	3
103	с ним	2	3
104	но в	5	3
105	от этого	2	3
106	только не	2	3
107	от нее	2	3
108	у нас	5	3
109	за пределы	2	3
110	в своей	11	3
111	как таковое	2	3
112	и потому	9	3
113	со стороны	5	3
114	когда он	3	3
115	быть и	4	3
116	как в	8	3
117	и истории	5	3
118	в области	3	3
119	не менее	11	2
120	прежде чем	2	2
121	она должна	3	2
122	в частности	4	2
123	в отношении	3	2
124	она является	2	2
125	с этой	4	2
126	главным образом	4	2
127	на все	3	2
128	вопрос о	2	2
129	его как	3	2
130	но все	2	2
131	свою очередь	6	2
132	как о	4	2
133	и может	4	2
134	не дает	2	2
135	при этом	5	2
136	в самом	5	2
137	никогда не	4	2
138	и их	10	2
139	не по	3	2
140	из возможных	2	2
141	для этого	4	2
142	не было	3	2
143	от того	2	2
144	лишь в	8	2
145	должно быть	11	2
146	во всем	2	2
147	того или	2	2
148	как это	6	2
149	а как	2	2
150	нисколько не	2	2
151	чем же	2	2
152	при таком	4	2
153	в них	3	2
154	от чего	2	2
155	часто и	2	2
156	думать что	3	2
157	что было	2	2
158	в ее	8	2
159	все же	3	2
160	со всей	3	2
161	бы ни	5	2
162	одной из	2	2
163	конечно не	4	2
164	нет и	2	2
165	оно не	4	2
166	во всех	5	2
167	вместе с	2	2
168	художественное произведение	6	2
169	во всей	2	2
170	тех же	2	2
171	или иначе	2	2
172	жизнь и	3	2
173	во всяком	4	2
174	и чем	3	2
175	но для	3	2
176	отношении к	2	2
177	познания и	4	2
178	в которой	4	2
179	может и	2	2
