N	2gram	Vygotskiy__5	Analitik
1	в качестве	2	31
2	может быть	11	29
3	в том	27	27
4	не может	9	22
5	и не	6	21
6	в частности	4	19
7	и в	30	18
8	а не	8	17
9	но и	6	17
10	не только	16	15
11	не в	8	14
12	как и	6	13
13	в его	4	13
14	в этом	14	13
15	том что	21	12
16	при этом	8	12
17	состоит в	3	11
18	в себе	5	11
19	то есть	13	11
20	но не	7	10
21	произведение искусства	6	9
22	то же	7	9
23	а в	4	9
24	в то	2	9
25	есть не	4	8
26	не есть	4	8
27	в той	3	8
28	но в	5	8
29	к тому	8	7
30	том чтобы	2	7
31	времени и	3	6
32	это не	3	6
33	прежде всего	4	6
34	или иной	2	6
35	в самом	14	6
36	в сущности	12	6
37	той или	2	6
38	должен быть	2	6
39	то что	37	6
40	в своей	4	6
41	в себя	2	6
42	в отличие	2	6
43	отличие от	2	6
44	по отношению	2	6
45	в основе	7	6
46	точки зрения	7	6
47	только в	5	6
48	эстетический объект	3	6
49	мы имеем	8	6
50	художественного произведения	3	5
51	и того	2	5
52	и как	7	5
53	в этой	5	5
54	что в	24	5
55	имеет место	3	5
56	как бы	19	5
57	в целом	5	5
58	художественное произведение	5	5
59	в их	3	5
60	сводится к	5	5
61	и его	6	5
62	и на	3	5
63	что иное	2	5
64	о том	10	5
65	иное как	2	5
66	того что	8	4
67	искусства в	2	4
68	могут быть	8	4
69	себя и	2	4
70	с другой	9	4
71	по себе	7	4
72	не что	2	4
73	ни в	3	4
74	того же	2	4
75	для того	20	4
76	не с	2	4
77	все же	7	4
78	вместе с	12	4
79	так и	3	4
80	дело с	5	4
81	именно в	6	4
82	из того	3	4
83	из которых	4	4
84	с точки	2	4
85	в другом	3	4
86	исходя из	2	4
87	не могут	3	3
88	с его	2	3
89	и есть	5	3
90	в нашем	2	3
91	хотя бы	3	3
92	и все	4	3
93	в нем	7	3
94	и к	4	3
95	обратиться к	5	3
96	что он	17	3
97	всякий раз	2	3
98	и т	7	3
99	в силу	3	3
100	во внешнем	2	3
101	еще не	5	3
102	одной стороны	12	3
103	он не	3	3
104	в котором	2	3
105	что и	3	3
106	это означает	2	3
107	таким образом	20	3
108	а с	5	3
109	с одной	12	3
110	того чтобы	20	3
111	в таком	3	3
112	т п	3	3
113	как будто	6	3
114	что мы	11	3
115	вопроса о	2	3
116	произведения искусства	2	3
117	как он	2	3
118	в полной	2	3
119	если бы	11	3
120	в состав	3	3
121	в противоположность	2	2
122	и то	9	2
123	только не	5	2
124	никогда не	9	2
125	все эти	2	2
126	между собой	2	2
127	для этого	9	2
128	не является	2	2
129	из этих	3	2
130	была бы	3	2
131	вовсе не	3	2
132	том и	2	2
133	вопрос о	3	2
134	что именно	5	2
135	а как	2	2
136	можно сказать	2	2
137	в искусстве	6	2
138	и потому	5	2
139	должно быть	2	2
140	для него	3	2
141	было бы	5	2
142	мысль о	4	2
143	несмотря на	5	2
144	на его	3	2
145	для чего	2	2
146	и та	2	2
147	и о	3	2
148	еще в	2	2
149	сами по	2	2
150	один из	5	2
151	представляют собой	2	2
152	как говорит	4	2
153	из них	2	2
154	события в	3	2
155	и до	2	2
156	данном случае	3	2
157	со стороны	3	2
158	другой стороны	5	2
159	отличается от	2	2
160	на примере	4	2
161	на этом	6	2
162	отношения к	2	2
163	той же	3	2
164	этом отношении	3	2
165	в двух	5	2
166	на самом	2	2
167	самом деле	8	2
168	едва ли	2	2
169	как мы	5	2
170	героя в	3	2
171	с двумя	3	2
172	в данном	3	2
173	одного и	2	2
174	же самое	5	2
175	и заключается	4	2
176	могли бы	4	2
177	и составляет	3	2
178	так как	9	2
179	потому что	23	2
180	в которой	3	2
181	качестве своего	2	2
182	и с	2	2
