N	2gram	Tiupa_Narr_1	FransuaR
1	и в	11	56
2	то есть	9	24
3	в романе	2	21
4	в его	6	18
5	в этом	12	14
6	в том	8	13
7	так и	5	13
8	и его	10	12
9	в то	4	12
10	в этих	2	11
11	до конца	2	11
12	как бы	6	11
13	и т.п	8	11
14	то же	8	11
15	же время	4	10
16	еще не	4	10
17	только в	12	9
18	в самом	6	9
19	но и	27	9
20	и не	23	9
21	том что	7	8
22	по своему	2	8
23	в сущности	2	8
24	не только	31	8
25	в нем	4	8
26	сих пор	2	8
27	и даже	2	8
28	до сих	2	8
29	и с	3	8
30	в частности	14	7
31	у него	7	7
32	как мы	2	7
33	и на	5	7
34	прежде всего	4	6
35	в этой	6	6
36	в той	2	6
37	потому что	5	6
38	точки зрения	5	6
39	связи с	2	6
40	и все	3	6
41	но в	7	6
42	но не	4	5
43	с его	4	5
44	никогда не	4	5
45	в пределах	2	5
46	с ее	2	5
47	как и	13	5
48	он не	3	5
49	один из	6	5
50	своего рода	10	5
51	что в	3	5
52	не было	3	5
53	роль в	2	5
54	в результате	2	5
55	так сказать	2	5
56	в области	2	5
57	времени и	9	4
58	и ее	3	4
59	в себе	6	4
60	в качестве	14	4
61	в ней	4	4
62	начала и	3	4
63	при этом	19	4
64	того чтобы	4	4
65	их в	3	4
66	о том	4	4
67	в эпизоде	4	4
68	в особенности	2	4
69	одна из	4	4
70	в едином	2	3
71	перед нами	5	3
72	казалось бы	2	3
73	в своем	3	3
74	сливаются в	2	3
75	не подлежит	2	3
76	национального языка	2	3
77	в литературе	4	3
78	это была	2	3
79	большей или	2	3
80	в первой	2	3
81	может быть	15	3
82	меньшей степени	2	3
83	не мог	6	3
84	и о	3	3
85	а также	6	3
86	то что	9	3
87	в форме	2	3
88	в связи	2	3
89	в году	2	3
90	уже не	8	3
91	времени в	2	3
92	не в	6	3
93	сказать что	2	3
94	между тем	3	3
95	к его	2	3
96	и т.д	6	3
97	в известном	2	2
98	если бы	7	2
99	в нашем	3	2
100	о них	3	2
101	в речи	4	2
102	с другой	2	2
103	это не	3	2
104	в одном	4	2
105	что он	3	2
106	можно сказать	5	2
107	точек зрения	2	2
108	и еще	2	2
109	и как	3	2
110	а на	2	2
111	для него	4	2
112	когда в	3	2
113	из них	4	2
114	картины мира	3	2
115	ни о	2	2
116	а в	13	2
117	в центре	3	2
118	к ним	2	2
119	хотя и	4	2
120	между ними	2	2
121	что на	4	2
122	точка зрения	5	2
123	на две	2	2
124	его жизни	3	2
125	все же	4	2
126	действующих лиц	5	2
127	в своей	5	2
128	в мире	4	2
129	вместе с	2	2
130	самом деле	3	2
131	дело не	2	2
132	данном случае	8	2
133	только на	2	2
134	другой стороны	2	2
135	как раз	6	2
136	не может	8	2
137	а не	13	2
138	для того	3	2
139	к нему	4	2
140	и для	2	2
141	в слове	3	2
142	мы не	3	2
143	в данном	11	2
144	и то	3	2
145	также и	3	2
146	он и	2	2
147	той или	5	2
148	начиная с	3	2
149	дело в	2	2
150	с ним	2	2
