N	2gram	Nazirov_Tv_2	Komedia
1	и в	20	26
2	и не	9	14
3	едва ли	2	14
4	так и	6	12
5	и его	9	12
6	в том	8	11
7	тому же	2	11
8	может быть	8	11
9	но и	8	10
10	в этом	8	10
11	что в	7	9
12	том что	4	9
13	если бы	4	9
14	вместе с	3	9
15	и на	5	7
16	из них	2	7
17	не только	13	7
18	ли не	2	7
19	то что	3	6
20	еще не	5	6
21	наряду с	7	6
22	в нем	3	6
23	потому что	7	6
24	в то	10	6
25	о том	5	6
26	таким образом	10	6
27	в которой	2	5
28	к этому	3	5
29	что он	6	5
30	а затем	3	5
31	один из	3	5
32	в истории	2	5
33	так что	2	5
34	и с	8	5
35	действующих лиц	2	5
36	место в	3	4
37	уже в	2	4
38	не менее	2	4
39	в частности	2	4
40	у него	6	4
41	восходит к	2	4
42	что у	4	4
43	и от	4	4
44	прежде всего	8	4
45	как и	6	4
46	в целом	6	4
47	одной из	3	4
48	хотя и	4	4
49	в его	10	4
50	все же	5	4
51	в самом	3	4
52	в начале	3	4
53	только в	2	4
54	так как	3	4
55	на этот	2	4
56	его в	3	4
57	между тем	3	4
58	с этой	3	3
59	в образе	3	3
60	что на	2	3
61	но если	2	3
62	что его	2	3
63	отношению к	3	3
64	но не	5	3
65	брак с	2	3
66	же время	7	3
67	и сам	5	3
68	например в	5	3
69	как правило	2	3
70	в котором	3	3
71	себя в	2	3
72	в своей	6	3
73	в их	3	3
74	все это	6	3
75	по отношению	3	3
76	то же	7	3
77	не было	2	3
78	как в	4	3
79	друг друга	2	3
80	а в	4	3
81	человека в	3	3
82	тем что	3	3
83	не может	7	3
84	в этой	5	3
85	но в	4	3
86	и поэтому	2	3
87	за собой	4	2
88	все время	2	2
89	и есть	2	2
90	отнюдь не	4	2
91	современной ему	2	2
92	в лице	4	2
93	с другой	2	2
94	это не	7	2
95	в одной	3	2
96	в конце	6	2
97	в одном	2	2
98	если у	2	2
99	представление о	7	2
100	в духе	4	2
101	вовсе не	2	2
102	нет и	2	2
103	в пользу	3	2
104	об этом	4	2
105	в ее	2	2
106	не в	4	2
107	до сих	3	2
108	х годов	3	2
109	одна из	3	2
110	как известно	2	2
111	у нее	3	2
112	и если	2	2
113	одним из	3	2
114	он не	3	2
115	как бы	11	2
116	от ее	2	2
117	всяком случае	2	2
118	не является	3	2
119	в античной	3	2
120	и т	13	2
121	и это	3	2
122	в мире	5	2
123	сих пор	3	2
124	что она	4	2
125	в отличие	2	2
126	так в	2	2
127	т п	2	2
128	если не	4	2
129	и что	2	2
130	и у	2	2
131	в принципе	4	2
132	рядом с	2	2
133	отличие от	2	2
134	роль в	2	2
135	мы не	4	2
136	аргументом в	2	2
137	с ними	2	2
138	тут же	2	2
139	имеет в	2	2
140	во всяком	2	2
141	и ее	2	2
142	и еще	2	2
143	говорить о	2	2
144	из этого	2	2
145	вообще говоря	2	2
146	же не	2	2
