N	2gram	Voloshinov_1	Problemy
1	и в	15	35
2	как бы	11	31
3	и не	16	27
4	что он	8	24
5	в его	9	21
6	но в	9	19
7	не может	13	18
8	к себе	3	18
9	как и	6	18
10	о себе	2	17
11	в нем	4	16
12	то же	7	15
13	и все	4	15
14	но и	4	14
15	для него	5	14
16	может быть	13	14
17	все это	5	14
18	и его	15	14
19	в этом	13	14
20	к нему	7	13
21	он не	4	13
22	прежде всего	11	12
23	и с	7	12
24	и к	7	12
25	в то	6	11
26	слова и	2	11
27	не в	4	10
28	самом деле	7	10
29	же время	5	10
30	не только	5	10
31	то что	10	10
32	в отношении	2	9
33	на самом	2	9
34	я не	3	8
35	самого начала	5	8
36	так и	10	8
37	себя и	3	8
38	с самого	7	8
39	потому что	4	8
40	мы уже	5	8
41	все же	5	8
42	как мы	10	8
43	и для	2	8
44	а в	6	7
45	и наконец	10	7
46	точки зрения	13	7
47	с ним	12	7
48	с его	8	7
49	вовсе не	2	7
50	еще не	7	7
51	отношению к	9	7
52	что же	4	7
53	таким образом	21	7
54	он сам	4	6
55	что в	6	6
56	к тому	4	6
57	но это	2	6
58	и что	3	6
59	отношение к	7	6
60	в самом	6	6
61	и на	3	6
62	не знает	3	6
63	в одном	3	6
64	но не	5	6
65	и т.п	2	6
66	по отношению	11	6
67	только в	6	6
68	себе самом	3	5
69	в том	4	5
70	и даже	2	5
71	с ними	4	5
72	во время	5	5
73	он и	2	5
74	на него	4	5
75	как в	3	5
76	внутренней речи	3	5
77	и то	2	5
78	в себе	4	5
79	на протяжении	5	5
80	все время	4	4
81	никогда не	7	4
82	но все	2	4
83	до конца	5	4
84	его отношение	2	4
85	всяком случае	3	4
86	во внутреннем	2	4
87	и вот	6	4
88	рядом с	2	4
89	между тем	2	4
90	в эту	2	4
91	ведь и	2	4
92	его в	8	4
93	так как	9	4
94	бы в	2	4
95	сознания и	5	4
96	у него	3	4
97	как раз	2	4
98	по себе	2	4
99	тот же	5	4
100	в своей	9	4
101	только на	2	4
102	и прежде	5	4
103	а не	2	4
104	и у	6	4
105	во всяком	4	4
106	что это	3	4
107	в чем	4	4
108	все его	2	4
109	высшей степени	2	3
110	совсем не	5	3
111	в него	2	3
112	с ее	3	3
113	в целом	2	3
114	его и	2	3
115	и со	2	3
116	в одной	2	3
117	все эти	9	3
118	это как	3	3
119	того что	2	3
120	должно быть	2	3
121	это не	2	3
122	сказать что	6	3
123	нуждается в	2	3
124	мы должны	7	3
125	в высшей	2	3
126	человека с	2	3
127	или как	3	3
128	этого не	2	3
129	с этим	6	3
130	в ее	4	3
131	как его	2	3
132	том что	5	3
133	мы остановимся	2	3
134	было бы	6	3
135	со всеми	3	3
136	за пределы	2	3
137	во всех	8	3
138	что и	2	3
139	сводится к	3	3
140	уже не	5	3
141	которой он	2	3
142	ничего не	2	3
143	так сказать	3	2
144	не менее	3	2
145	в душе	13	2
146	в этих	2	2
147	тому что	3	2
148	для этого	4	2
149	о них	2	2
150	что все	5	2
151	мы знаем	7	2
152	ни в	6	2
153	желание смерти	2	2
154	в дальнейшем	2	2
155	ослабленной форме	2	2
156	на этом	5	2
157	в большинстве	4	2
158	при этом	7	2
159	к другим	2	2
160	можем сказать	2	2
161	мы видели	5	2
162	тому чтобы	3	2
163	в своем	2	2
164	что оно	2	2
165	те же	4	2
166	и по	5	2
167	увидим что	4	2
168	характер и	2	2
169	их в	2	2
170	в ней	5	2
171	к ней	2	2
172	ни на	2	2
173	в первом	2	2
174	с которыми	2	2
175	большинстве случаев	5	2
176	я и	6	2
177	в этот	4	2
178	всех этих	5	2
179	будто бы	2	2
180	в жизни	5	2
181	этих двух	2	2
182	конечно в	2	2
183	материал для	2	2
184	мы увидим	4	2
185	бы он	3	2
186	конечно не	3	2
187	в ослабленной	2	2
188	себя в	2	2
189	войти в	3	2
190	смерти отца	3	2
191	вместе с	4	2
192	быть и	2	2
193	этот процесс	4	2
194	но эти	2	2
195	бы и	2	2
196	приводит к	2	2
197	в силах	2	2
198	чтобы не	2	2
199	хотя бы	7	2
200	с точки	10	2
201	той же	2	2
202	с другими	5	2
203	мы можем	12	2
204	сам по	2	2
205	сознание и	4	2
206	из этого	2	2
