N	2gram	Bakhtin_fo_1	Problemy
1	и в	50	35
2	как бы	2	31
3	и не	14	27
4	в его	13	21
5	но в	10	19
6	не может	6	18
7	к себе	4	18
8	как и	8	18
9	себе самому	4	18
10	в нем	24	16
11	то есть	33	16
12	к другому	2	16
13	то же	11	15
14	с самим	5	15
15	и все	6	15
16	но и	8	14
17	для него	2	14
18	может быть	11	14
19	все это	4	14
20	в сущности	3	14
21	и его	16	14
22	в этом	25	14
23	он не	5	13
24	прежде всего	15	12
25	и с	4	12
26	и к	2	12
27	в пределах	5	11
28	в то	9	11
29	слова и	2	11
30	не в	5	10
31	же время	9	10
32	не только	9	10
33	то что	6	10
34	героя и	7	10
35	в отношении	3	9
36	самим собою	3	9
37	самого начала	2	8
38	так и	12	8
39	себя и	3	8
40	с самого	2	8
41	потому что	4	8
42	мы уже	11	8
43	все же	6	8
44	как мы	14	8
45	и для	4	8
46	на них	2	7
47	лишь в	6	7
48	так же	6	7
49	а в	3	7
50	самим собой	2	7
51	точки зрения	5	7
52	с ним	2	7
53	с его	9	7
54	вовсе не	13	7
55	еще не	5	7
56	себе и	3	7
57	для себя	7	7
58	отношению к	5	7
59	там где	2	7
60	таким образом	11	7
61	что в	5	6
62	к тому	3	6
63	отношение к	2	6
64	в самом	8	6
65	и на	8	6
66	не знает	3	6
67	в одном	3	6
68	но не	5	6
69	и т.п	4	6
70	по отношению	3	6
71	только в	4	6
72	в конце	9	5
73	в том	9	5
74	да и	3	5
75	в глаза	2	5
76	уже говорили	3	5
77	и даже	2	5
78	в романах	2	5
79	как в	6	5
80	к своему	2	5
81	и то	4	5
82	в себе	3	5
83	и это	4	5
84	но на	4	4
85	никогда не	2	4
86	друг другу	2	4
87	с другой	2	4
88	или иной	2	4
89	но все	5	4
90	до конца	4	4
91	не о	2	4
92	же и	2	4
93	рядом с	2	4
94	но он	2	4
95	той или	2	4
96	его в	3	4
97	так как	6	4
98	человек и	2	4
99	у него	6	4
100	как раз	13	4
101	в них	4	4
102	по себе	2	4
103	во всем	2	4
104	нет и	2	4
105	в своей	2	4
106	только на	3	4
107	и прежде	2	4
108	в той	4	4
109	а не	3	4
110	что не	3	4
111	и у	5	4
112	во всяком	3	4
113	тем что	2	4
114	в чем	2	4
115	все его	3	4
116	уже в	2	3
117	тому же	2	3
118	совсем не	2	3
119	о своей	2	3
120	нет в	2	3
121	в виду	3	3
122	герою и	2	3
123	он только	2	3
124	с ее	6	3
125	в целом	2	3
126	его и	2	3
127	в форме	3	3
128	все эти	9	3
129	того что	2	3
130	это не	6	3
131	для других	4	3
132	сказать что	3	3
133	и во	7	3
134	в начале	3	3
135	мы должны	2	3
136	или как	4	3
137	в последующем	4	3
138	в котором	4	3
139	с тем	3	3
140	друг к	2	3
141	не как	2	3
142	с этим	6	3
143	раз и	2	3
144	в ее	6	3
145	том что	4	3
146	время не	2	3
147	к концу	3	3
148	одно и	3	3
149	было бы	2	3
150	со всеми	3	3
151	нет здесь	3	3
152	во всех	6	3
153	что и	3	3
154	к другу	2	3
155	всего этого	2	3
156	уже не	2	3
157	ничего не	9	3
158	так сказать	7	2
159	времени и	10	2
160	в роман	4	2
161	места в	2	2
162	в этих	3	2
163	вообще не	3	2
164	что все	2	2
165	вопрос о	2	2
166	ни в	8	2
167	в дальнейшем	6	2
168	при этом	3	2
169	например в	6	2
170	в движение	3	2
171	хотя и	3	2
172	время как	5	2
173	речи в	2	2
174	понятно что	4	2
175	в своем	4	2
176	те же	2	2
177	но эта	3	2
178	и по	2	2
179	есть только	2	2
180	друг на	2	2
181	характер и	7	2
182	но для	2	2
183	в которых	2	2
184	их в	3	2
185	в ней	4	2
186	к ней	2	2
187	здесь еще	2	2
188	на друга	2	2
189	как он	2	2
190	и определяется	2	2
191	иной характер	2	2
192	мире и	2	2
193	а как	3	2
194	в этот	2	2
195	всех этих	5	2
196	определяется не	2	2
197	в жизни	6	2
198	его целом	2	2
199	но конечно	2	2
200	момент его	2	2
201	раз в	4	2
202	и того	6	2
203	здесь в	2	2
204	одной из	3	2
205	конечно не	4	2
206	мы говорили	3	2
207	вполне понятно	4	2
208	друг друга	3	2
209	вместе с	3	2
210	быть и	2	2
211	этот процесс	5	2
212	и события	2	2
213	всем этим	3	2
214	в отличие	2	2
215	жизнь и	4	2
216	и как	10	2
217	хотя бы	2	2
218	с точки	2	2
219	в которой	2	2
220	той же	2	2
221	или в	3	2
222	с другими	3	2
223	между двумя	6	2
224	вступает в	2	2
225	сохраняется и	2	2
226	и вообще	2	2
227	этими двумя	3	2
228	отличие от	2	2
