N	2gram	Losev_Prob_1	Narrotol
1	не только	17	31
2	но и	9	27
3	и не	31	23
4	при этом	6	19
5	может быть	14	15
6	в качестве	2	14
7	как и	3	13
8	а не	15	13
9	а в	4	13
10	только в	7	12
11	в этом	19	12
12	и в	32	11
13	в данном	9	11
14	такого рода	7	10
15	и его	3	10
16	то что	42	9
17	то есть	33	9
18	то же	10	8
19	в том	9	8
20	данном случае	8	8
21	не может	8	8
22	уже не	3	8
23	если бы	4	7
24	том что	12	7
25	но в	14	7
26	к тому	3	6
27	об этом	10	6
28	а также	4	6
29	не в	4	6
30	в самом	6	6
31	как бы	14	6
32	один из	4	6
33	как раз	13	6
34	или в	4	6
35	у чехова	2	6
36	в себе	15	6
37	в его	6	6
38	в этой	10	6
39	действующих лиц	2	5
40	перед нами	5	5
41	можно сказать	5	5
42	той или	5	5
43	в своей	8	5
44	так и	12	5
45	тем самым	4	5
46	и на	8	5
47	потому что	16	5
48	точки зрения	3	5
49	с его	2	4
50	о чем	6	4
51	никогда не	7	4
52	из этих	2	4
53	в литературе	4	4
54	или иной	5	4
55	для него	2	4
56	то в	5	4
57	но не	9	4
58	прежде всего	10	4
59	еще не	9	4
60	к нему	3	4
61	и тем	13	4
62	в нем	13	4
63	в первом	2	4
64	из них	3	4
65	по себе	15	4
66	как в	4	4
67	того что	7	4
68	того чтобы	9	4
69	или не	3	4
70	хотя и	6	4
71	однако и	3	4
72	на себя	2	4
73	в то	6	4
74	о том	11	4
75	в сознании	5	4
76	не существует	6	3
77	не менее	19	3
78	тому как	2	3
79	он сам	2	3
80	что в	12	3
81	однако в	2	3
82	в своем	5	3
83	это не	6	3
84	в жизни	3	3
85	что он	7	3
86	знак который	3	3
87	тем не	18	3
88	у нас	14	3
89	и как	6	3
90	самом деле	6	3
91	но как	6	3
92	но именно	3	3
93	для того	8	3
94	и о	8	3
95	но для	3	3
96	он не	3	3
97	о нем	3	3
98	не является	5	3
99	не было	4	3
100	именно в	4	3
101	едва ли	2	3
102	мы не	2	3
103	и то	6	3
104	также и	11	3
105	их в	4	3
106	и с	2	3
107	подобно тому	2	3
108	и ее	8	3
109	как будто	3	3
110	и все	7	3
111	как это	6	3
112	мы имеем	2	3
113	между тем	2	3
114	казалось бы	4	2
115	тем или	3	2
116	для них	2	2
117	отнюдь не	10	2
118	в этих	3	2
119	тот кто	2	2
120	сливаются в	3	2
121	в конце	6	2
122	в сущности	2	2
123	на то	8	2
124	что может	2	2
125	о его	2	2
126	к его	2	2
127	как мы	7	2
128	же в	4	2
129	да и	3	2
130	и того	2	2
131	по своему	9	2
132	до сих	3	2
133	она не	2	2
134	ни о	5	2
135	в случае	3	2
136	никак не	4	2
137	и является	7	2
138	всяком случае	3	2
139	не имеет	2	2
140	оно не	3	2
141	хотя бы	3	2
142	не будет	2	2
143	вместе с	2	2
144	быть и	3	2
145	сих пор	3	2
146	только на	4	2
147	другой стороны	3	2
148	только что	2	2
149	в связи	4	2
150	входит в	4	2
151	и только	4	2
152	для обозначения	4	2
153	если не	4	2
154	и сама	2	2
155	все равно	5	2
156	что не	3	2
157	и даже	11	2
158	и притом	4	2
159	с другой	3	2
160	и для	4	2
161	особенно в	2	2
162	в таком	9	2
163	ничего не	10	2
164	нас в	2	2
165	сами по	3	2
166	в результате	2	2
167	сказать что	13	2
168	во всяком	7	2
169	мы можем	4	2
170	не о	2	2
171	он и	8	2
172	и еще	3	2
173	связи с	5	2
174	что мы	13	2
175	же самое	9	2
176	дело в	3	2
177	здесь не	7	2
178	в чем	3	2
179	с ним	3	2
180	в области	2	2
181	это было	2	2
