N	2gram	Bakhtin_Fr_1	Dialekti
1	и не	22	30
2	может быть	6	17
3	ничего не	3	17
4	то что	3	16
5	и в	65	15
6	как бы	22	14
7	так как	6	14
8	точки зрения	7	14
9	того что	2	13
10	это не	3	12
11	прежде всего	11	11
12	и вот	2	11
13	в том	16	11
14	не может	3	11
15	и все	5	11
16	в этом	15	11
17	в основе	8	10
18	потому что	5	10
19	том что	6	10
20	в виду	3	9
21	все это	9	9
22	уже не	3	9
23	и пр	5	9
24	с точки	3	9
25	не в	4	8
26	в себе	3	8
27	не только	10	8
28	в чем	2	8
29	и это	2	8
30	что в	3	7
31	не просто	3	7
32	что мы	2	7
33	что он	3	7
34	как и	5	7
35	и его	10	7
36	или в	2	7
37	и вообще	3	7
38	только в	7	7
39	хотя и	2	6
40	и даже	8	6
41	сказать что	6	6
42	вовсе не	18	6
43	ни на	2	6
44	нет ничего	3	6
45	так и	10	5
46	в своем	8	5
47	можно сказать	2	5
48	в ней	6	5
49	в нем	13	5
50	в свете	2	5
51	и на	11	5
52	о том	2	5
53	с его	5	5
54	в жизни	4	5
55	и чисто	2	5
56	в сущности	16	5
57	в себя	3	5
58	и для	2	5
59	мир и	3	4
60	но это	3	4
61	в этой	4	4
62	есть в	5	4
63	жизни и	7	4
64	ни с	2	4
65	но и	10	4
66	в особенности	2	4
67	и с	3	4
68	той или	5	4
69	в одном	5	4
70	мы видим	2	4
71	с их	5	4
72	еще не	6	4
73	как раз	3	4
74	в его	9	4
75	совершенно не	4	3
76	к жизни	2	3
77	в их	4	3
78	отношения к	2	3
79	все эти	10	3
80	можно только	4	3
81	есть только	2	3
82	всегда и	2	3
83	и наконец	2	3
84	даже и	3	3
85	с ним	3	3
86	но в	14	3
87	мы уже	12	3
88	за пределы	8	3
89	в своей	5	3
90	и потому	10	3
91	от всего	2	3
92	как в	5	3
93	что не	2	3
94	могут быть	2	3
95	в области	7	3
96	от него	2	3
97	как чисто	2	2
98	в противоположность	2	2
99	не могут	3	2
100	мы будем	3	2
101	в частности	5	2
102	и без	2	2
103	в отношении	6	2
104	из этих	2	2
105	главным образом	6	2
106	на все	2	2
107	и само	2	2
108	да и	2	2
109	но все	3	2
110	это как	4	2
111	кроме того	2	2
112	при этом	6	2
113	и часто	2	2
114	в самом	4	2
115	дает в	3	2
116	никогда не	6	2
117	из них	4	2
118	и их	3	2
119	от того	2	2
120	итак в	3	2
121	и по	2	2
122	мы всегда	2	2
123	и так	2	2
124	нашего анализа	2	2
125	но как	3	2
126	на что	2	2
127	во всем	2	2
128	не понимает	4	2
129	и ни	3	2
130	весь мир	3	2
131	при таком	2	2
132	в них	5	2
133	и во	3	2
134	в ее	3	2
135	все же	6	2
136	самом же	3	2
137	бы ни	2	2
138	в свое	2	2
139	о нем	3	2
140	нет и	2	2
141	во всех	9	2
142	и именно	2	2
143	во всей	3	2
144	истории и	2	2
145	можно говорить	3	2
146	но для	3	2
147	отличие от	5	2
148	это было	2	2
