N	2gram	Vygotskiy__3	KulturaY
1	и т	14	39
2	потому что	14	25
3	т п	5	24
4	и в	38	23
5	не только	12	20
6	в том	25	19
7	в этом	13	18
8	и не	10	16
9	было бы	12	15
10	так как	6	15
11	может быть	19	15
12	т д	4	14
13	точки зрения	16	14
14	если бы	14	12
15	у нас	2	12
16	в самом	25	12
17	все эти	4	12
18	том что	14	11
19	того чтобы	9	11
20	но в	3	11
21	что в	20	10
22	а не	7	10
23	вовсе не	8	9
24	в сущности	10	9
25	то что	35	9
26	самом деле	21	9
27	для того	8	9
28	хотя бы	2	9
29	не может	7	9
30	с другой	7	8
31	не в	12	8
32	в качестве	2	8
33	уже не	2	8
34	и что	18	8
35	с точки	9	8
36	что это	10	7
37	в силу	2	7
38	все же	8	7
39	но и	5	7
40	другой стороны	5	7
41	в этой	13	6
42	что не	3	6
43	в речи	3	6
44	то же	10	6
45	между тем	7	6
46	и на	6	6
47	я не	5	5
48	не могут	2	5
49	должна быть	5	5
50	что все	3	5
51	ясно что	6	5
52	что он	11	5
53	по существу	2	5
54	тот же	3	5
55	несмотря на	5	5
56	в его	5	5
57	всяком случае	2	5
58	этого слова	2	5
59	один из	6	5
60	должен быть	3	5
61	и тем	3	5
62	вместе с	5	5
63	что же	2	5
64	все это	3	5
65	таким образом	12	5
66	там где	6	5
67	и вот	2	5
68	целый ряд	2	5
69	как это	6	5
70	и то	8	5
71	во всяком	2	5
72	и здесь	6	5
73	только в	4	5
74	была бы	2	4
75	отнюдь не	2	4
76	в них	3	4
77	перед нами	8	4
78	к этому	3	4
79	на то	16	4
80	если мы	6	4
81	к тому	6	4
82	но только	8	4
83	для нас	8	4
84	ни в	3	4
85	или в	5	4
86	как бы	14	4
87	в нем	4	4
88	со стороны	2	4
89	так же	2	4
90	и о	3	4
91	не имеет	6	4
92	в данном	2	4
93	сказать что	4	4
94	в то	3	4
95	в конце	2	4
96	ничего не	2	4
97	на этом	5	3
98	казалось бы	5	3
99	у него	4	3
100	всех этих	2	3
101	для этого	2	3
102	главным образом	3	3
103	что оно	2	3
104	о которых	9	3
105	же в	2	3
106	но это	3	3
107	того же	3	3
108	лучшем случае	2	3
109	до конца	2	3
110	совершенно не	5	3
111	никак не	7	3
112	в ней	15	3
113	он не	6	3
114	что и	4	3
115	что когда	2	3
116	что она	16	3
117	как в	4	3
118	как раз	8	3
119	смысл и	4	3
120	с этим	8	3
121	то и	3	3
122	как мы	7	3
123	того что	4	3
124	из которых	4	3
125	и по	2	3
126	следует что	2	3
127	а в	7	3
128	и его	6	3
129	в лучшем	2	3
130	тем что	3	3
131	на это	3	3
132	и это	8	3
133	есть в	2	3
134	аналогии с	2	3
135	здесь не	3	3
136	к этой	2	3
137	в виду	4	3
138	только для	3	2
139	и более	2	2
140	с тем	8	2
141	никогда не	4	2
142	смысле этого	2	2
143	состоит в	3	2
144	разве не	2	2
145	о котором	5	2
146	что у	7	2
147	с этой	2	2
148	и все	10	2
149	быть не	2	2
150	одного из	2	2
151	не просто	2	2
152	его к	2	2
153	что они	4	2
154	мы могли	4	2
155	очень часто	2	2
156	она стала	2	2
157	в самой	4	2
158	утверждать что	2	2
159	в другом	5	2
160	с одной	6	2
161	материалом для	2	2
162	что если	4	2
163	свою очередь	2	2
164	очевидно что	2	2
165	с той	4	2
166	не более	2	2
167	но что	2	2
168	в свою	4	2
169	как будто	4	2
170	когда в	4	2
171	ли это	2	2
172	она не	6	2
173	на примере	2	2
174	при этом	4	2
175	и если	6	2
176	мы в	2	2
177	конечно не	4	2
178	может служить	7	2
179	по преимуществу	2	2
180	и даже	4	2
181	речь идет	4	2
182	был бы	3	2
183	мы видели	6	2
184	наше время	2	2
185	в своей	5	2
186	дело не	2	2
187	все они	2	2
188	данном случае	2	2
189	и следовательно	2	2
190	в наше	2	2
191	в своем	5	2
192	того как	3	2
193	и для	4	2
194	что за	2	2
195	которых мы	6	2
196	еще и	2	2
197	уже из	6	2
198	нам не	2	2
199	на самом	2	2
200	как и	8	2
201	в той	5	2
202	здесь мы	4	2
203	под этим	2	2
204	который мы	3	2
205	той же	2	2
206	в которых	6	2
207	однако и	2	2
208	в своих	4	2
209	это только	3	2
210	могла бы	3	2
211	могли бы	5	2
212	эта фраза	2	2
213	заключается в	7	2
214	интересно что	3	2
215	что эта	4	2
216	отношения к	2	2
217	не то	4	2
218	слов и	2	2
