N	2gram	Bakhtin_Fr_5	Hudozhes
1	том что	7	16
2	и в	45	14
3	так и	6	13
4	а не	4	12
5	в том	10	12
6	не только	14	12
7	при этом	2	12
8	о том	4	12
9	прежде всего	10	11
10	в этом	14	11
11	для него	3	10
12	в своей	3	10
13	у него	4	9
14	что он	6	9
15	как и	10	9
16	в качестве	2	9
17	то же	11	9
18	как в	3	8
19	то что	2	8
20	же время	9	8
21	между тем	2	8
22	в этой	6	8
23	в то	11	8
24	в его	13	8
25	ничего не	4	8
26	это не	3	7
27	к тому	2	7
28	не в	7	7
29	своего рода	4	7
30	как бы	12	7
31	не может	5	7
32	именно в	3	7
33	а в	4	7
34	что в	12	6
35	было бы	2	6
36	в первой	4	6
37	жизни в	2	6
38	не менее	3	5
39	перед нами	4	5
40	с его	7	5
41	об этом	4	5
42	может быть	2	5
43	только в	4	5
44	и он	3	5
45	но и	10	5
46	во второй	2	5
47	жизни и	8	5
48	одновременно и	2	5
49	самом деле	5	5
50	и его	13	5
51	можно было	4	5
52	в городе	2	5
53	потому что	7	5
54	ни в	3	5
55	точки зрения	4	5
56	но в	14	5
57	связи с	6	4
58	в своем	11	4
59	и от	4	4
60	и все	7	4
61	в духе	2	4
62	можно сказать	2	4
63	и к	5	4
64	несмотря на	2	4
65	мы уже	4	4
66	в самом	4	4
67	и о	4	4
68	в ней	8	4
69	один из	2	4
70	что она	3	4
71	этой связи	3	4
72	как раз	5	4
73	не было	3	4
74	того что	3	4
75	он не	6	4
76	в конце	7	4
77	и это	4	4
78	с ним	5	4
79	и с	10	4
80	но не	4	3
81	превращается в	2	3
82	но он	3	3
83	с этим	4	3
84	это в	2	3
85	и смерти	2	3
86	как мы	8	3
87	говорить о	2	3
88	на этом	5	3
89	по своему	4	3
90	в пределах	2	3
91	еще в	2	3
92	даже в	2	3
93	в нем	10	3
94	все же	2	3
95	в связи	5	3
96	и для	3	3
97	этом отношении	5	3
98	все эти	5	3
99	лишь в	2	3
100	того чтобы	6	3
101	и даже	4	3
102	с точки	2	3
103	такой же	4	3
104	и на	5	3
105	его в	5	3
106	а также	4	3
107	том как	2	3
108	поэтому и	3	2
109	если в	2	2
110	себя и	2	2
111	так в	2	2
112	не столько	2	2
113	в одной	3	2
114	на фоне	2	2
115	в себя	5	2
116	на столе	2	2
117	что на	3	2
118	своей жизни	2	2
119	в другом	3	2
120	этот момент	3	2
121	же как	4	2
122	и что	2	2
123	в целом	2	2
124	у нее	2	2
125	одной из	5	2
126	раз в	2	2
127	например в	5	2
128	в начале	2	2
129	в третьей	2	2
130	хотя и	5	2
131	только для	2	2
132	как он	3	2
133	на том	2	2
134	сих пор	3	2
135	на него	2	2
136	в их	4	2
137	все это	7	2
138	дело здесь	3	2
139	и не	15	2
140	на самом	5	2
141	в значительной	2	2
142	в системе	2	2
143	не имеет	3	2
144	той же	4	2
145	напомним что	2	2
146	с ее	5	2
147	здесь не	6	2
148	заметить что	2	2
149	которая не	2	2
150	мы не	4	2
151	оно было	2	2
152	до сих	3	2
