N	2gram	Tiupa_Narr_1	Analitik
1	не только	31	22
2	тогда как	10	20
3	и в	11	18
4	как и	13	14
5	так и	5	14
6	в этом	12	14
7	но и	27	13
8	и его	10	13
9	в частности	14	12
10	том что	7	12
11	в качестве	14	12
12	и не	23	12
13	при этом	19	11
14	а в	13	10
15	как бы	6	10
16	то есть	9	10
17	может быть	15	9
18	со стороны	8	9
19	в тексте	13	9
20	что в	3	9
21	а не	13	9
22	в том	8	9
23	с его	4	8
24	в первой	2	8
25	своего рода	10	8
26	и даже	2	8
27	всего лишь	3	8
28	с другой	2	7
29	но не	4	7
30	в его	6	7
31	в русской	3	7
32	отношению к	3	7
33	как раз	6	7
34	по отношению	3	7
35	к тому	6	6
36	не в	6	6
37	в начале	3	6
38	для него	4	6
39	еще не	4	6
40	в этой	6	6
41	он не	3	6
42	и самого	2	6
43	текста в	3	6
44	о том	4	6
45	никогда не	4	5
46	однако в	3	5
47	не является	3	5
48	в случае	2	5
49	в конце	2	5
50	прежде всего	4	5
51	в свою	2	5
52	или иной	4	5
53	такого рода	10	5
54	в самом	6	5
55	как правило	5	5
56	в мире	4	5
57	и т.п	8	5
58	другой стороны	2	5
59	в сущности	2	5
60	лишь в	3	5
61	уже не	8	5
62	в слове	3	5
63	в результате	2	5
64	между тем	3	5
65	мы имеем	3	5
66	я в	2	5
67	представляет собой	8	5
68	не менее	3	4
69	перед нами	5	4
70	о чем	4	4
71	отнюдь не	2	4
72	в своем	3	4
73	столь же	5	4
74	в одном	4	4
75	состоит в	10	4
76	по себе	4	4
77	что он	3	4
78	можно сказать	5	4
79	и как	3	4
80	себя в	2	4
81	свою очередь	2	4
82	во втором	6	4
83	имеем дело	2	4
84	в пределах	2	4
85	все же	4	4
86	картины мира	3	4
87	внимание на	4	4
88	ли не	2	4
89	тем самым	5	4
90	и на	5	4
91	в данном	11	4
92	героя и	2	4
93	однако и	4	3
94	из этих	4	3
95	ключ к	2	3
96	не всегда	3	3
97	тому же	6	3
98	и того	2	3
99	о смерти	2	3
100	же время	4	3
101	во сне	2	3
102	той или	5	3
103	если в	2	3
104	к жизни	2	3
105	с ее	2	3
106	не будет	2	3
107	в целом	3	3
108	дело не	2	3
109	данном случае	8	3
110	как в	4	3
111	который в	2	3
112	так в	4	3
113	дело с	2	3
114	то же	8	3
115	не было	3	3
116	этом отношении	3	3
117	именно в	3	3
118	в году	2	3
119	что не	2	3
120	роль в	2	3
121	мы не	3	3
122	ничего не	2	3
123	являет собой	4	3
124	точки зрения	5	3
125	подобно тому	3	3
126	что касается	2	3
127	он и	2	3
128	но как	3	3
129	в финале	3	3
130	в то	4	3
131	в произведении	2	3
132	здесь не	2	3
133	в особенности	2	3
134	едва ли	3	3
135	как это	3	3
136	истории не	3	2
137	художественного высказывания	2	2
138	это не	3	2
139	но они	3	2
140	и от	2	2
141	в жизни	3	2
142	в нем	4	2
143	и ее	3	2
144	о его	2	2
145	тем не	3	2
146	же в	2	2
147	кто говорит	2	2
148	да и	2	2
149	в романе	2	2
150	в соответствии	5	2
151	с появлением	2	2
152	вплоть до	4	2
153	то в	4	2
154	в противовес	3	2
155	одна из	4	2
156	по своему	2	2
157	дистанция между	2	2
158	коммуникативной ситуации	2	2
159	иначе говоря	8	2
160	хотя и	4	2
161	в ней	4	2
162	об этом	6	2
163	в конечном	3	2
164	а также	6	2
165	всяком случае	2	2
166	по сути	2	2
167	один из	6	2
168	то что	9	2
169	в первом	4	2
170	вместе с	2	2
171	в форме	2	2
172	не может	8	2
173	в отличие	2	2
174	входит в	2	2
175	не могла	2	2
176	и вот	2	2
177	сводится к	3	2
178	в той	2	2
179	тем или	2	2
180	самом деле	3	2
181	не мог	6	2
182	в принципе	4	2
183	и он	6	2
184	и для	2	2
185	в глазах	3	2
186	тому как	3	2
187	сказать что	2	2
188	во всяком	2	2
189	мы можем	2	2
190	на себя	4	2
191	в себе	6	2
192	что мы	2	2
193	только в	12	2
194	и т.д	6	2
195	и все	3	2
196	дело в	2	2
197	так сказать	2	2
198	отличие от	2	2
199	или иным	2	2
200	но в	7	2
201	о своей	2	2
202	а для	3	2
