N	2gram	Voloshinov_1	KulturaY
1	потому что	5	25
2	и в	38	23
3	не только	27	20
4	в том	2	19
5	в этом	10	18
6	и не	14	16
7	ни к	2	15
8	было бы	7	15
9	так как	7	15
10	может быть	13	15
11	точки зрения	10	14
12	если бы	4	12
13	у нас	4	12
14	в самом	4	12
15	все эти	2	12
16	том что	3	11
17	того чтобы	7	11
18	в области	5	11
19	но в	5	11
20	а не	6	10
21	вовсе не	2	9
22	вопрос о	2	9
23	то что	8	9
24	самом деле	4	9
25	для того	9	9
26	хотя бы	18	9
27	можно было	4	9
28	не может	12	9
29	прежде всего	21	8
30	не в	6	8
31	иными словами	2	8
32	в качестве	4	8
33	только потому	2	8
34	уже не	4	8
35	и пр	4	8
36	с точки	5	8
37	языка и	4	8
38	что это	4	7
39	в нашем	5	7
40	все же	7	7
41	но и	13	7
42	с помощью	6	7
43	и с	5	7
44	слова в	5	6
45	это не	3	6
46	да и	4	6
47	в этой	6	6
48	но не	2	6
49	вопроса о	4	6
50	то же	14	6
51	слово это	2	6
52	этот вопрос	2	6
53	между тем	3	6
54	и на	6	6
55	что мы	11	6
56	ясно что	2	5
57	что он	2	5
58	об этом	3	5
59	тот же	2	5
60	еще не	3	5
61	несмотря на	2	5
62	в его	6	5
63	этого слова	3	5
64	один из	4	5
65	должен быть	2	5
66	и тем	6	5
67	слова и	5	5
68	вместе с	5	5
69	что же	8	5
70	все это	4	5
71	таким образом	7	5
72	и вот	3	5
73	лишь в	4	5
74	целый ряд	3	5
75	как это	5	5
76	и то	3	5
77	речи и	6	5
78	и здесь	3	5
79	только в	6	5
80	зависимости от	5	5
81	также и	2	5
82	мы имеем	2	5
83	отнюдь не	10	4
84	в зависимости	5	4
85	перед нами	3	4
86	к этому	2	4
87	бы и	2	4
88	если мы	4	4
89	можно сказать	4	4
90	к тому	4	4
91	для нас	3	4
92	но все	4	4
93	должно быть	2	4
94	или в	2	4
95	от того	3	4
96	хотя и	3	4
97	как бы	28	4
98	в нем	4	4
99	так же	4	4
100	в связи	2	4
101	это слово	2	4
102	не было	2	4
103	вряд ли	3	4
104	сказать что	3	4
105	в каком	2	4
106	в то	9	4
107	в конце	6	4
108	в разговоре	2	4
109	ничего не	8	4
110	так и	6	4
111	уже в	5	3
112	или иное	4	3
113	гораздо более	2	3
114	речи не	2	3
115	главным образом	3	3
116	же время	7	3
117	что оно	3	3
118	зрения в	2	3
119	но это	2	3
120	совершенно не	3	3
121	связи с	3	3
122	но для	3	3
123	в ней	8	3
124	он не	2	3
125	что и	3	3
126	как не	2	3
127	в процессе	6	3
128	всего в	3	3
129	как в	2	3
130	в форме	6	3
131	с этим	2	3
132	этом отношении	2	3
133	не знает	3	3
134	те же	4	3
135	как мы	9	3
136	того что	4	3
137	из которых	3	3
138	что такое	4	3
139	то или	4	3
140	а в	5	3
141	и его	7	3
142	слов в	4	3
143	конце концов	3	3
144	слова не	2	3
145	слова как	2	3
146	тем что	2	3
147	языка в	2	3
148	выражение в	3	3
149	на это	4	3
150	и это	7	3
151	здесь не	2	3
152	в виду	3	3
153	в отношении	2	2
154	мы будем	6	2
155	с тем	8	2
156	речи но	2	2
157	в частности	3	2
158	никогда не	7	2
159	смысле этого	2	2
160	но даже	2	2
161	что у	3	2
162	и от	7	2
163	и все	4	2
164	и речь	2	2
165	не просто	2	2
166	связанные с	2	2
167	представить себе	3	2
168	не всегда	2	2
169	не должно	2	2
170	или иного	5	2
171	язык не	3	2
172	этом случае	3	2
173	ли не	2	2
174	и потому	2	2
175	так называемые	4	2
176	свою очередь	4	2
177	очевидно что	2	2
178	а на	2	2
179	но что	3	2
180	в свою	6	2
181	язык и	9	2
182	при этом	9	2
183	язык в	6	2
184	мы в	3	2
185	конечно не	3	2
186	того или	5	2
187	за ними	2	2
188	и даже	3	2
189	к нему	2	2
190	мы видели	5	2
191	в своей	2	2
192	не говоря	2	2
193	и следовательно	5	2
194	и для	3	2
195	еще и	2	2
196	на самом	3	2
197	как и	10	2
198	в той	5	2
199	здесь мы	3	2
200	тем самым	7	2
201	тем же	3	2
202	который мы	2	2
203	той же	5	2
204	роль в	3	2
205	в которых	2	2
206	в живом	3	2
207	даже и	2	2
208	нуждается в	2	2
209	в своих	2	2
210	и вообще	2	2
211	достаточно для	2	2
212	ни на	3	2
213	мы должны	10	2
214	но вот	3	2
215	ответ на	2	2
216	отношения к	3	2
217	слов и	7	2
218	говорить и	2	2
