N	2gram	Vygotskiy__3	Vvedenie
1	и т	14	42
2	т д	4	36
3	и в	38	32
4	в том	25	31
5	в этом	13	30
6	может быть	19	26
7	том что	14	26
8	не только	12	22
9	для того	8	21
10	того чтобы	9	20
11	таким образом	12	19
12	то что	35	16
13	потому что	14	15
14	так как	6	15
15	не может	7	14
16	в самом	25	13
17	в нем	4	13
18	о том	6	13
19	со стороны	2	13
20	того что	4	12
21	в общем	2	12
22	и не	10	12
23	как на	3	12
24	представляет собой	2	12
25	в его	5	12
26	только в	4	12
27	как мы	7	11
28	ясно что	6	11
29	в ее	7	11
30	в данном	2	11
31	что в	20	10
32	но в	3	9
33	и как	8	9
34	в истории	2	9
35	между тем	7	9
36	то же	10	9
37	в той	5	9
38	с другой	7	8
39	не в	12	8
40	смысле этого	2	7
41	точки зрения	16	7
42	о котором	5	7
43	было бы	12	7
44	все же	8	7
45	самом деле	21	7
46	не могут	2	6
47	из этих	3	6
48	до сих	6	6
49	один из	6	6
50	но и	5	6
51	все это	3	6
52	и даже	4	6
53	в то	3	6
54	его в	3	6
55	с тем	8	6
56	вовсе не	8	6
57	как и	8	6
58	в качестве	2	6
59	сих пор	5	6
60	хотя бы	2	6
61	и его	6	6
62	тем что	3	6
63	и это	8	6
64	в какой	5	5
65	так что	8	5
66	так например	2	5
67	но если	4	5
68	как бы	14	5
69	и тем	3	5
70	в целом	4	5
71	данном случае	2	5
72	другой стороны	5	5
73	в которых	6	5
74	сказать что	4	5
75	в них	3	5
76	по своему	4	5
77	вместе с	5	5
78	т п	5	5
79	в течение	4	5
80	а не	7	5
81	что не	3	5
82	представляют собой	2	5
83	с этой	2	4
84	при том	2	4
85	одной стороны	5	4
86	всяком случае	2	4
87	в котором	6	4
88	еще и	2	4
89	с одной	6	4
90	не просто	2	4
91	и что	18	4
92	не имеет	6	4
93	а в	7	4
94	одно из	2	4
95	как это	6	4
96	должен был	2	4
97	нельзя не	2	4
98	что он	11	4
99	в своей	5	4
100	только что	2	4
101	внимание на	2	4
102	как раз	8	4
103	это только	3	4
104	в виде	2	4
105	уже не	2	4
106	и для	4	4
107	той же	2	4
108	и то	8	4
109	во всяком	2	4
110	и ее	2	4
111	в себе	4	4
112	совсем не	3	3
113	что это	10	3
114	в этих	2	3
115	в конце	2	3
116	со всей	3	3
117	к тому	6	3
118	в этой	13	3
119	на этом	5	3
120	но что	2	3
121	что с	4	3
122	до конца	2	3
123	при этом	4	3
124	в ней	15	3
125	в виду	4	3
126	то это	2	3
127	и уже	2	3
128	мы видели	6	3
129	из них	6	3
130	дело не	2	3
131	что она	16	3
132	в своем	5	3
133	все эти	4	3
134	и вот	2	3
135	заключается в	7	3
136	так же	2	3
137	и на	6	3
138	что даже	2	3
139	при помощи	4	3
140	прямом смысле	2	3
141	если бы	14	3
142	так называемой	3	3
143	к этому	3	3
144	всего того	2	3
145	и к	3	3
146	говорит о	2	3
147	в одном	8	3
148	в сущности	10	3
149	в прямом	2	3
150	должен быть	3	3
151	что и	4	3
152	что же	2	3
153	может служить	7	3
154	как будто	4	3
155	как только	3	2
156	все время	30	2
157	казалось бы	5	2
158	должна быть	5	2
159	и другие	2	2
160	все более	2	2
161	никогда не	4	2
162	не иначе	2	2
163	тому что	6	2
164	для этого	2	2
165	находятся в	2	2
166	это есть	2	2
167	но это	3	2
168	что если	4	2
169	несмотря на	5	2
170	и той	2	2
171	из двух	3	2
172	не к	3	2
173	не мог	4	2
174	есть только	2	2
175	по его	3	2
176	и совершенно	4	2
177	говорит он	2	2
178	с этим	8	2
179	нам не	2	2
180	и здесь	6	2
181	же самое	10	2
182	когда мы	2	2
183	бы в	3	2
184	могло бы	2	2
185	и чем	2	2
186	в известных	2	2
187	к самой	2	2
188	следует что	2	2
189	лежит в	2	2
190	состоит в	3	2
191	на тему	3	2
192	надо было	2	2
193	о которых	9	2
194	у нас	2	2
195	по существу	2	2
196	его к	2	2
197	чтобы он	2	2
198	что чем	2	2
199	того же	3	2
200	во всех	4	2
201	мы уже	7	2
202	с теми	3	2
203	этого слова	2	2
204	того как	3	2
205	одной и	2	2
206	из которых	4	2
207	с точки	9	2
208	мы не	5	2
209	у них	2	2
210	в силу	2	2
211	мы можем	7	2
212	время в	5	2
213	в другом	5	2
214	здесь не	3	2
215	она была	4	2
216	одна из	4	2
217	ничего не	2	2
218	не могли	4	2
