N	2gram	Losev_Dial_4	FransuaR
1	и в	15	49
2	прежде всего	11	19
3	в его	4	18
4	не только	8	17
5	и его	7	17
6	и на	5	17
7	и не	30	15
8	в этом	11	15
9	в них	2	13
10	только в	7	13
11	но и	4	13
12	как и	7	11
13	как бы	14	11
14	вовсе не	6	10
15	в этой	4	10
16	все это	9	9
17	в нем	5	9
18	в сущности	5	8
19	все же	2	7
20	один из	4	7
21	жизни и	4	7
22	не может	11	7
23	таким образом	5	7
24	то же	9	7
25	все эти	3	7
26	именно в	5	6
27	то что	16	6
28	в истории	3	6
29	в себя	5	6
30	же время	6	6
31	мы уже	3	6
32	во всех	2	6
33	так и	5	6
34	с их	4	6
35	сказать что	6	6
36	и с	4	6
37	точки зрения	14	6
38	в то	6	6
39	так как	14	6
40	с его	5	5
41	никогда не	2	5
42	в своем	5	5
43	из этих	2	5
44	при этом	2	5
45	может быть	17	5
46	и потому	3	5
47	в своей	3	5
48	в особенности	4	5
49	с точки	9	5
50	и во	2	4
51	в жизни	5	4
52	в себе	8	4
53	том что	10	4
54	но все	2	4
55	этот момент	3	4
56	и чисто	5	4
57	и о	8	4
58	в свое	2	4
59	отношения к	3	4
60	не было	2	4
61	мы находим	2	4
62	лишь в	2	4
63	в области	3	4
64	тем что	2	4
65	с ним	3	4
66	но в	3	4
67	но они	2	3
68	в течение	4	3
69	другими словами	5	3
70	в одном	4	3
71	человека и	2	3
72	на все	2	3
73	в собственном	3	3
74	что он	7	3
75	в ее	2	3
76	в том	11	3
77	да и	2	3
78	во всем	2	3
79	но именно	2	3
80	не дает	2	3
81	было бы	9	3
82	из них	2	3
83	в самом	2	3
84	с ее	10	3
85	ни в	8	3
86	другой стороны	2	3
87	и все	11	3
88	и вот	11	3
89	также и	4	3
90	и вообще	7	3
91	о том	5	3
92	и это	8	3
93	в виду	9	3
94	смысла и	3	2
95	учение о	5	2
96	в противоположность	2	2
97	сознания и	3	2
98	что в	7	2
99	могут быть	3	2
100	мы еще	2	2
101	за пределы	3	2
102	в меру	5	2
103	в качестве	2	2
104	думать что	2	2
105	никто не	2	2
106	та же	3	2
107	даже и	3	2
108	в одну	3	2
109	в смысле	5	2
110	на то	5	2
111	можно сказать	5	2
112	в целях	2	2
113	в отношении	2	2
114	без всякого	2	2
115	это и	9	2
116	но это	4	2
117	лишь как	4	2
118	эти два	2	2
119	что они	4	2
120	есть в	4	2
121	сила и	2	2
122	все что	2	2
123	по сравнению	2	2
124	и без	2	2
125	ничего не	17	2
126	еще не	4	2
127	совершенно не	3	2
128	понять и	2	2
129	очень много	2	2
130	хотя и	6	2
131	в ней	5	2
132	себе и	2	2
133	вместе с	2	2
134	собственном смысле	2	2
135	ее в	2	2
136	в их	3	2
137	смысл и	3	2
138	того как	2	2
139	того чтобы	5	2
140	и даже	6	2
141	так же	4	2
142	жизнь и	2	2
143	тому как	4	2
144	во всяком	2	2
145	одной из	2	2
146	и следовательно	3	2
147	подобно тому	4	2
148	мы должны	4	2
149	сравнению с	2	2
150	тех же	2	2
151	мы можем	3	2
