N	2gram	Tiupa_Lite_2	Narrotol
1	не только	8	31
2	но и	10	27
3	и не	11	23
4	при этом	6	19
5	может быть	17	15
6	в частности	4	14
7	в качестве	5	14
8	как и	10	13
9	а не	20	13
10	а в	3	13
11	в этом	9	12
12	и в	19	11
13	в данном	3	11
14	состоит в	9	10
15	такого рода	9	10
16	своего рода	13	10
17	и его	3	10
18	тогда как	9	10
19	то что	7	9
20	то есть	5	9
21	то же	12	8
22	в том	10	8
23	данном случае	3	8
24	со стороны	3	8
25	и т.п	10	8
26	не может	9	8
27	уже не	2	8
28	представляет собой	2	8
29	у него	2	7
30	том что	7	7
31	но в	2	7
32	и т.д	7	6
33	а также	2	6
34	не в	4	6
35	и он	3	6
36	как бы	2	6
37	один из	4	6
38	жизни и	4	6
39	как раз	2	6
40	в себе	6	6
41	в его	4	6
42	в этой	3	6
43	так и	7	5
44	тем самым	3	5
45	столь же	5	5
46	и на	6	5
47	потому что	2	5
48	точки зрения	4	5
49	как правило	3	5
50	никогда не	3	4
51	в третьем	2	4
52	соответствии с	2	4
53	все же	2	4
54	для него	4	4
55	то в	2	4
56	но не	5	4
57	же время	9	4
58	прежде всего	4	4
59	еще не	2	4
60	вплоть до	3	4
61	в ней	4	4
62	в нем	3	4
63	в мире	9	4
64	из них	2	4
65	не по	2	4
66	так в	5	4
67	того что	5	4
68	в принципе	5	4
69	являет собой	2	4
70	на себя	2	4
71	в то	9	4
72	о том	2	4
73	одна из	5	4
74	в одном	2	4
75	мира в	2	4
76	не менее	6	3
77	тому как	2	3
78	что в	4	3
79	обращается к	3	3
80	однако в	6	3
81	в нашем	2	3
82	в жизни	2	3
83	что он	3	3
84	художественного письма	2	3
85	идет о	3	3
86	тем не	2	3
87	у нас	5	3
88	и как	3	3
89	в начале	3	3
90	в противовес	3	3
91	в целом	2	3
92	но как	2	3
93	для того	2	3
94	жизни а	2	3
95	при всей	2	3
96	он не	5	3
97	в конечном	5	3
98	еще в	4	3
99	при которой	2	3
100	речь идет	3	3
101	не является	2	3
102	отношению к	3	3
103	по отношению	4	3
104	быть не	2	3
105	не было	2	3
106	этом отношении	3	3
107	героя в	2	3
108	едва ли	4	3
109	мы не	4	3
110	в глазах	3	3
111	и то	3	3
112	и с	3	3
113	подобно тому	2	3
114	в русской	4	3
115	присутствия в	2	3
116	всего лишь	3	3
117	как это	2	3
118	могло бы	2	3
119	и столь	2	2
120	отнюдь не	4	2
121	могут служить	2	2
122	в конце	2	2
123	а за	2	2
124	в сущности	3	2
125	равной степени	2	2
126	же в	2	2
127	с ее	2	2
128	все что	2	2
129	одно и	2	2
130	до конца	2	2
131	где в	2	2
132	в роли	2	2
133	не вполне	2	2
134	если в	2	2
135	к жизни	2	2
136	хотя бы	2	2
137	себя в	6	2
138	вместе с	5	2
139	в сфере	4	2
140	в е	2	2
141	ли не	4	2
142	другой стороны	4	2
143	жизни в	4	2
144	и только	2	2
145	все равно	2	2
146	человека в	4	2
147	сознания в	3	2
148	в году	5	2
149	что не	2	2
150	тем же	3	2
151	и даже	8	2
152	жизни как	2	2
153	с другой	8	2
154	и для	3	2
155	и иных	2	2
156	друг друга	2	2
157	ничего не	3	2
158	каждый из	4	2
159	из нас	2	2
160	в результате	2	2
161	он и	2	2
162	и еще	2	2
163	я в	7	2
164	в равной	3	2
165	с ним	2	2
166	в области	4	2
167	мыслится как	3	2
