N	2gram	Propp_Isto_3	TeoriaLi
1	не только	14	18
2	в качестве	2	17
3	и не	12	16
4	а в	6	14
5	в частности	5	13
6	и в	22	13
7	состоит в	3	13
8	может быть	11	12
9	так и	2	12
10	представляет собой	3	11
11	при этом	2	11
12	в этом	17	11
13	в том	9	11
14	но не	7	10
15	а не	6	10
16	и его	4	10
17	в его	3	9
18	то же	6	9
19	что в	15	8
20	отношению к	2	8
21	но и	12	8
22	по отношению	2	8
23	том что	8	7
24	в данном	4	7
25	точки зрения	2	7
26	в то	2	7
27	только в	4	7
28	как это	4	7
29	еще не	10	6
30	в русской	3	6
31	но в	10	6
32	в своем	2	5
33	а также	2	5
34	как и	3	5
35	не в	4	5
36	в пределах	4	5
37	в нем	9	5
38	данном случае	3	5
39	как в	2	5
40	он не	5	5
41	уже не	7	5
42	с другой	7	5
43	между тем	2	5
44	мы имеем	19	5
45	не менее	5	4
46	в свою	4	4
47	можно сказать	2	4
48	ни в	2	4
49	то что	7	4
50	отношение к	4	4
51	не может	4	4
52	на смену	4	4
53	сказать что	3	4
54	хотя и	2	4
55	но он	4	4
56	и ее	3	4
57	как правило	2	4
58	и др	2	3
59	никогда не	3	3
60	в этих	11	3
61	прежде всего	3	3
62	и к	3	3
63	тем не	5	3
64	того что	5	3
65	например в	2	3
66	в сторону	2	3
67	и потому	2	3
68	не все	6	3
69	другой стороны	7	3
70	так в	6	3
71	таким образом	10	3
72	в другом	2	3
73	и вот	2	3
74	и что	2	3
75	или в	11	3
76	о ней	2	3
77	и то	2	3
78	потому что	3	3
79	в этой	5	3
80	его в	3	3
81	все эти	4	3
82	я не	3	2
83	только не	2	2
84	если бы	6	2
85	могут быть	5	2
86	это не	6	2
87	о себе	3	2
88	вовсе не	2	2
89	что он	9	2
90	к тому	3	2
91	и как	3	2
92	дома и	3	2
93	что они	8	2
94	особого рода	3	2
95	одной стороны	2	2
96	здесь мы	5	2
97	к жизни	2	2
98	даже в	2	2
99	не с	2	2
100	к нему	5	2
101	в целом	3	2
102	вместе с	9	2
103	но она	2	2
104	образом и	2	2
105	со стороны	3	2
106	могло быть	3	2
107	а именно	4	2
108	здесь не	3	2
109	и для	2	2
110	с одной	2	2
111	и некоторые	2	2
112	и о	2	2
113	и даже	2	2
114	так же	3	2
115	роль в	2	2
116	их в	3	2
117	у него	3	2
118	на себя	2	2
119	и здесь	7	2
120	как будто	2	2
121	о том	3	2
122	и это	2	2
123	в чем	3	2
