N	2gram	Vygotskiy__2	Vvedenie
1	и т	10	42
2	т д	2	36
3	и в	32	32
4	в том	37	31
5	в этом	13	30
6	может быть	18	26
7	том что	21	26
8	не только	12	22
9	для того	13	21
10	того чтобы	14	20
11	таким образом	21	19
12	также и	2	18
13	то что	21	16
14	потому что	21	15
15	так как	12	15
16	не может	17	14
17	в самом	12	13
18	в нем	4	13
19	о том	6	13
20	того что	8	12
21	в общем	3	12
22	в их	3	12
23	и не	10	12
24	как на	5	12
25	в его	2	12
26	только в	7	12
27	ясно что	7	11
28	в ее	2	11
29	в данном	4	11
30	что в	20	10
31	но в	3	9
32	и как	7	9
33	между тем	4	9
34	по себе	12	9
35	то же	13	9
36	не менее	8	8
37	с другой	3	8
38	это не	2	8
39	а только	3	8
40	тем не	4	8
41	не в	8	8
42	в §	3	7
43	точки зрения	17	7
44	но не	2	7
45	было бы	11	7
46	все же	4	7
47	как нечто	2	7
48	дело с	8	7
49	самом деле	16	7
50	можно было	7	7
51	только как	3	7
52	не могут	3	6
53	до сих	5	6
54	же время	2	6
55	том чтобы	3	6
56	один из	3	6
57	но и	10	6
58	все это	5	6
59	и даже	5	6
60	в то	5	6
61	как он	2	6
62	с тем	11	6
63	представить себе	3	6
64	вовсе не	2	6
65	как и	10	6
66	сих пор	5	6
67	хотя бы	3	6
68	и его	7	6
69	этот вопрос	3	6
70	тем что	9	6
71	и это	4	6
72	в какой	2	5
73	так что	3	5
74	на этот	2	5
75	как бы	6	5
76	и тем	4	5
77	в целом	4	5
78	данном случае	4	5
79	другой стороны	2	5
80	имеет дело	3	5
81	в которых	3	5
82	сказать что	7	5
83	в них	2	5
84	об этом	3	5
85	по своему	3	5
86	вместе с	2	5
87	т п	8	5
88	а не	7	5
89	что не	3	5
90	могут быть	4	5
91	на вопрос	2	4
92	с этой	4	4
93	в каждом	2	4
94	всяком случае	2	4
95	в особенности	2	4
96	этом отношении	5	4
97	и что	22	4
98	не имеет	4	4
99	а в	4	4
100	как это	4	4
101	мы имеем	4	4
102	как она	4	4
103	видит в	3	4
104	должен был	2	4
105	сравнению с	2	4
106	что он	13	4
107	и заключается	3	4
108	еще не	2	4
109	по сравнению	2	4
110	в своей	3	4
111	как раз	5	4
112	это только	3	4
113	и для	4	4
114	той же	8	4
115	и то	3	4
116	во всяком	2	4
117	само по	3	4
118	и ее	3	4
119	в себе	2	4
120	зависит от	2	3
121	что это	8	3
122	в частности	3	3
123	в этих	2	3
124	понятно что	2	3
125	в конце	3	3
126	а потому	2	3
127	бы и	3	3
128	к тому	7	3
129	в этой	6	3
130	на этом	3	3
131	но что	2	3
132	что с	3	3
133	до конца	3	3
134	при этом	13	3
135	в ней	5	3
136	в конечном	3	3
137	не вполне	2	3
138	в виду	3	3
139	то это	3	3
140	к нему	2	3
141	отношение к	2	3
142	из них	4	3
143	на том	2	3
144	что она	16	3
145	все эти	7	3
146	и других	3	3
147	и вот	3	3
148	этой области	2	3
149	заключается в	12	3
150	так же	18	3
151	и на	5	3
152	при помощи	10	3
153	тогда когда	3	3
154	если бы	6	3
155	не как	3	3
156	и к	3	3
157	материал для	4	3
158	говорит о	2	3
159	как история	2	3
160	в чем	4	3
161	том виде	3	3
162	в одном	2	3
163	в сущности	7	3
164	в свое	2	3
165	однако не	2	3
166	что и	17	3
167	в очень	2	3
168	что же	3	3
169	может служить	3	3
170	может оказаться	2	3
171	в каком	3	3
172	и вообще	2	3
173	как будто	7	3
174	ответ на	2	3
175	как только	2	2
176	не до	2	2
177	все время	6	2
178	же как	4	2
179	это может	2	2
180	казалось бы	2	2
181	все более	2	2
182	к действительности	2	2
183	никогда не	9	2
184	тому что	4	2
185	для этого	3	2
186	в отношении	3	2
187	само собой	3	2
188	точно так	3	2
189	это в	2	2
190	но это	2	2
191	философии и	2	2
192	что если	6	2
193	и сам	4	2
194	несмотря на	4	2
195	и той	4	2
196	что каждая	2	2
197	не к	3	2
198	значение в	2	2
199	от того	4	2
200	во внимание	2	2
201	не было	2	2
202	и наоборот	2	2
203	именно на	2	2
204	есть только	5	2
205	и те	4	2
206	каждый из	2	2
207	и совершенно	3	2
208	и с	4	2
209	говорит он	4	2
210	и так	3	2
211	с этим	4	2
212	и здесь	2	2
213	же самое	6	2
214	конце концов	3	2
215	искусства и	9	2
216	когда мы	2	2
217	так и	3	2
218	могло бы	2	2
219	не существует	2	2
220	состоит в	3	2
221	значение и	2	2
222	есть не	4	2
223	по существу	3	2
224	и при	2	2
225	тем более	2	2
226	к какому	2	2
227	что чем	2	2
228	того же	2	2
229	во всех	3	2
230	две части	2	2
231	мы должны	3	2
232	жизни и	4	2
233	бы с	2	2
234	себе и	2	2
235	том же	2	2
236	для нее	2	2
237	и до	4	2
238	только на	5	2
239	в языке	4	2
240	которого мы	3	2
241	того как	4	2
242	одной и	4	2
243	из того	2	2
244	и сейчас	3	2
245	из которых	2	2
246	с точки	10	2
247	мы не	3	2
248	у них	2	2
249	тому как	3	2
250	мы можем	3	2
251	подобно тому	2	2
252	если же	4	2
253	ничего не	4	2
254	не могли	3	2
255	того не	2	2
