N	2gram	Vygotskiy__5	VerxiiNi
1	и в	16	26
2	таким образом	19	22
3	с тем	3	18
4	вместе с	4	15
5	в этом	25	15
6	точки зрения	18	13
7	как бы	5	12
8	в том	18	11
9	может быть	9	10
10	не только	16	10
11	и с	3	10
12	связи с	3	9
13	что в	16	9
14	но и	6	9
15	в области	12	9
16	так как	16	9
17	с другой	4	8
18	но не	10	8
19	и не	12	8
20	как на	3	8
21	связанные с	6	7
22	том что	15	7
23	но все	2	7
24	одной стороны	3	7
25	из них	2	7
26	к нему	3	7
27	то что	26	7
28	а с	2	7
29	с одной	3	7
30	потому что	21	7
31	но в	6	7
32	к тому	6	6
33	и потому	2	6
34	того же	7	6
35	что и	3	6
36	все же	3	6
37	так и	7	6
38	все это	2	6
39	в отношении	9	6
40	все эти	4	6
41	с точки	9	6
42	во всяком	2	6
43	мы должны	8	6
44	и т.д	4	6
45	о том	8	6
46	образом в	2	5
47	и к	2	5
48	тому же	2	5
49	отношение к	11	5
50	до сих	3	5
51	одной из	3	5
52	друг с	7	5
53	в его	11	5
54	никогда не	5	5
55	к жизни	3	5
56	с другом	7	5
57	сих пор	3	5
58	так же	15	5
59	а не	10	5
60	того чтобы	17	5
61	для того	14	5
62	не имеет	4	5
63	в силу	10	5
64	учение о	2	4
65	в этих	3	4
66	и от	2	4
67	что все	6	4
68	что он	25	4
69	в нем	7	4
70	в смысле	3	4
71	из которых	3	4
72	в самом	4	4
73	в котором	2	4
74	не может	18	4
75	а в	3	4
76	то же	8	4
77	что оно	6	4
78	и что	12	4
79	на этот	4	4
80	и по	4	4
81	он не	8	4
82	в то	5	4
83	только в	10	4
84	в этой	6	4
85	не менее	3	3
86	же как	7	3
87	и другие	2	3
88	если бы	8	3
89	хотя бы	5	3
90	к этому	3	3
91	можно сказать	5	3
92	для него	5	3
93	с самого	5	3
94	так что	4	3
95	и как	3	3
96	представляет собой	7	3
97	в своем	5	3
98	в качестве	4	3
99	к ним	2	3
100	если в	3	3
101	отношению к	12	3
102	когда он	2	3
103	при этом	4	3
104	но с	2	3
105	того что	16	3
106	и даже	2	3
107	в которой	5	3
108	с этой	4	3
109	в результате	4	3
110	что эти	2	3
111	на нее	2	3
112	в одном	3	3
113	не могут	4	2
114	самого начала	5	2
115	он в	3	2
116	только не	3	2
117	именно в	4	2
118	состоит в	6	2
119	к которым	2	2
120	в них	2	2
121	сравнению с	5	2
122	может ли	2	2
123	только для	2	2
124	тогда когда	5	2
125	но при	2	2
126	на все	5	2
127	прежде всего	3	2
128	в свою	4	2
129	оно является	3	2
130	к его	3	2
131	и здесь	2	2
132	по существу	3	2
133	мы видели	3	2
134	требует от	3	2
135	по своему	3	2
136	все что	2	2
137	этот период	2	2
138	что мы	4	2
139	тот же	5	2
140	еще не	4	2
141	со всеми	2	2
142	и из	2	2
143	этот путь	2	2
144	общего с	2	2
145	вслед за	2	2
146	но если	6	2
147	и является	3	2
148	не с	2	2
149	благодаря этому	2	2
150	жизни и	2	2
151	во всех	2	2
152	в процессе	13	2
153	приводит к	7	2
154	только что	5	2
155	этом отношении	5	2
156	те же	2	2
157	этой точки	4	2
158	одним из	2	2
159	не должны	2	2
160	и на	6	2
161	сказать что	13	2
162	больше чем	3	2
163	не в	6	2
164	мы можем	6	2
165	всегда на	2	2
166	совершенно иной	2	2
167	по своей	3	2
168	по сравнению	5	2
169	ничего общего	3	2
170	же самое	4	2
171	из этого	2	2
172	этими двумя	2	2
173	к которому	4	2
174	между тем	3	2
175	в виду	2	2
