N	2gram	Vinokur_Ku_3	FransuaR
1	и в	23	49
2	прежде всего	9	19
3	в его	11	18
4	не только	17	17
5	и не	10	15
6	в этом	16	15
7	только в	6	13
8	но и	3	13
9	как и	5	11
10	как бы	5	11
11	вовсе не	5	10
12	все это	2	9
13	в сущности	4	8
14	отношение к	3	8
15	все же	5	7
16	один из	4	7
17	не может	6	7
18	таким образом	9	7
19	то же	6	7
20	все эти	7	7
21	как мы	5	7
22	на протяжении	2	7
23	именно в	3	6
24	то что	4	6
25	так и	6	6
26	сказать что	7	6
27	и с	3	6
28	точки зрения	23	6
29	в то	3	6
30	так как	9	6
31	в своем	4	5
32	уже в	3	5
33	из этих	5	5
34	но не	3	5
35	при этом	6	5
36	тот же	6	5
37	может быть	14	5
38	относится к	2	5
39	в своей	4	5
40	в особенности	2	5
41	с точки	16	5
42	и более	3	4
43	с другой	7	4
44	и к	3	4
45	том что	11	4
46	но все	2	4
47	и о	4	4
48	в свое	2	4
49	в этих	2	4
50	значение в	2	4
51	сих пор	8	4
52	до сих	8	4
53	не было	4	4
54	а в	5	4
55	мы находим	3	4
56	лишь в	8	4
57	как на	8	4
58	в области	14	4
59	тем что	5	4
60	там где	3	4
61	но в	2	4
62	с одной	4	3
63	о чем	2	3
64	в одном	2	3
65	что он	6	3
66	в ее	4	3
67	в том	22	3
68	в большей	2	3
69	не дает	2	3
70	одной стороны	4	3
71	было бы	16	3
72	в самом	13	3
73	свое время	2	3
74	точка зрения	4	3
75	мы видели	3	3
76	ни в	3	3
77	он пишет	2	3
78	другой стороны	3	3
79	и вот	3	3
80	можно было	11	3
81	так в	2	3
82	также и	5	3
83	далеко не	5	3
84	о том	6	3
85	для которого	2	3
86	в виду	8	3
87	учение о	2	2
88	связи с	6	2
89	что в	13	2
90	на фоне	7	2
91	могут быть	6	2
92	за пределы	2	2
93	в нашем	7	2
94	в качестве	2	2
95	своей статье	2	2
96	точку зрения	2	2
97	зрения на	3	2
98	это в	2	2
99	xix века	3	2
100	в тех	2	2
101	в условиях	2	2
102	можно сказать	2	2
103	в отношении	3	2
104	по существу	3	2
105	это и	3	2
106	в дальнейшем	2	2
107	но это	5	2
108	эти два	2	2
109	что они	2	2
110	только то	3	2
111	и без	2	2
112	ничего не	6	2
113	в пределах	2	2
114	еще не	9	2
115	по поводу	3	2
116	совершенно не	5	2
117	в первую	3	2
118	очень много	2	2
119	хотя и	5	2
120	в ней	3	2
121	по преимуществу	3	2
122	вместе с	2	2
123	собственном смысле	2	2
124	в их	6	2
125	целый ряд	4	2
126	смысл и	2	2
127	в связи	5	2
128	того как	7	2
129	пор еще	3	2
130	на материале	2	2
131	на самом	3	2
132	именно на	2	2
133	того чтобы	11	2
134	дает нам	2	2
135	так же	2	2
136	что слово	3	2
137	тому как	2	2
138	во всяком	2	2
139	еще раз	2	2
140	как к	2	2
141	мы должны	3	2
142	тех же	4	2
143	здесь не	2	2
