N	3gram	Vinokur_St_1	Psycholo
1	и т п	9	15
2	в том что	17	9
3	и т д	21	8
4	на то что	4	8
5	не может быть	5	8
6	в самом деле	5	7
7	о том что	11	7
8	во всяком случае	6	6
9	заключается в том	3	6
10	в то время	2	5
11	с одной стороны	2	5
12	с другой стороны	6	5
13	не в том	2	5
14	для того чтобы	10	5
15	так же как	3	4
16	как и в	2	4
17	то что у	2	3
18	только в том	3	3
19	до сих пор	7	3
20	сказать что в	3	3
21	и в самом	3	2
22	по этому поводу	2	2
23	так и в	4	2
24	с точки зрения	8	2
25	то или иное	3	2
26	всяком случае в	2	2
27	тем не менее	2	2
28	что в области	3	2
29	в этом отношении	7	2
30	тем или иным	3	2
31	в применении к	3	2
32	на самом деле	6	2
33	что и в	4	2
