N	3gram	Tiupa_Narr_2	Analitik
1	о том что	4	6
2	в том что	8	6
3	в данном случае	6	5
4	с одной стороны	5	4
5	состоит в том	4	4
6	к тому же	4	4
7	по отношению к	5	4
8	той или иной	3	3
9	мы имеем дело	2	3
10	тем не менее	4	3
11	того или иного	3	3
12	в этом отношении	3	3
13	подобно тому как	2	3
14	в ответ на	2	2
15	то же время	3	2
16	в отличие от	5	2
17	с точки зрения	2	2
18	в то же	3	2
19	не только в	6	2
20	не только не	2	2
21	как уже говорилось	2	2
22	и тем самым	2	2
23	в конечном счете	3	2
24	в соответствии с	3	2
25	тогда как в	2	2
