N	2gram	Bakhtin_Pr_3	FransuaR
1	и в	34	40
2	и его	16	17
3	прежде всего	15	16
4	в этом	16	15
5	мы уже	6	13
6	не только	10	13
7	и не	29	13
8	в его	22	13
9	что в	7	12
10	вовсе не	11	12
11	как и	18	11
12	но и	12	11
13	таким образом	5	10
14	как мы	7	10
15	в них	2	9
16	и все	19	9
17	в сущности	11	9
18	может быть	19	9
19	он не	15	9
20	во время	2	8
21	отношение к	6	8
22	в том	3	8
23	у него	4	8
24	все эти	4	8
25	и с	15	8
26	той же	2	8
27	и на	6	8
28	но в	16	8
29	в своем	2	7
30	в одном	5	7
31	то же	14	7
32	он и	5	7
33	в виду	3	7
34	же время	12	6
35	в самом	8	6
36	во всех	2	6
37	в своей	3	6
38	в той	2	6
39	в то	12	6
40	до конца	3	6
41	здесь и	2	5
42	со всеми	2	5
43	как раз	4	5
44	в нем	19	5
45	то что	11	5
46	не было	2	5
47	те же	2	5
48	а не	9	5
49	и для	8	5
50	так сказать	2	5
51	для него	13	5
52	вы не	2	4
53	и во	3	4
54	том что	3	4
55	было бы	2	4
56	в заключение	2	4
57	в ней	3	4
58	из них	5	4
59	и потому	2	4
60	даже в	5	4
61	ни в	4	4
62	один из	2	4
63	в мире	4	4
64	жизни и	3	4
65	все это	16	4
66	так в	2	4
67	еще более	2	4
68	только на	4	4
69	о том	2	4
70	особенно в	2	4
71	и даже	7	4
72	и вы	4	4
73	так как	4	4
74	с его	6	3
75	всех этих	2	3
76	поэтому он	3	3
77	если бы	4	3
78	я вас	6	3
79	и от	5	3
80	и к	12	3
81	в ее	3	3
82	мы видели	3	3
83	но это	4	3
84	в начале	4	3
85	уже говорили	3	3
86	для этого	3	3
87	еще не	4	3
88	но именно	2	3
89	как бы	27	3
90	о нем	2	3
91	со всею	2	3
92	еще в	3	3
93	и наконец	5	3
94	что и	5	3
95	и мысли	2	3
96	вместе с	4	3
97	так и	6	3
98	как в	4	3
99	и прежде	4	3
100	по отношению	5	3
101	не может	19	3
102	а в	5	3
103	на самом	11	3
104	там где	7	3
105	самом деле	13	3
106	слово в	2	3
107	и как	3	3
108	но все	5	3
109	связан с	2	3
110	сказать что	2	3
111	между тем	3	3
112	тем что	4	3
113	при этом	4	3
114	же и	2	3
115	нуждается в	3	3
116	в отличие	2	3
117	в себе	6	3
118	в другом	8	3
119	во всем	3	3
120	только в	6	3
121	на протяжении	5	3
122	в конце	5	3
123	их в	3	3
124	отличие от	2	3
125	слова в	7	2
126	не менее	3	2
127	уже в	3	2
128	и этот	2	2
129	о чем	2	2
130	хотя бы	5	2
131	с другой	4	2
132	это не	5	2
133	и так	5	2
134	он с	4	2
135	это в	2	2
136	первой книги	2	2
137	что он	23	2
138	и вот	5	2
139	или иной	2	2
140	о мире	8	2
141	мы знаем	2	2
142	как его	2	2
143	все же	7	2
144	не слышит	2	2
145	это и	2	2
146	мы остановимся	4	2
147	в обычном	2	2
148	на этом	4	2
149	но не	4	2
150	очень часто	2	2
151	в последнем	2	2
152	мы увидим	2	2
153	конечно не	2	2
154	и сам	5	2
155	вот этот	2	2
156	и если	2	2
157	например в	2	2
158	на его	4	2
159	к нему	14	2
160	его отношение	4	2
161	той или	2	2
162	в котором	3	2
163	в эти	2	2
164	слова и	10	2
165	раз в	2	2
166	отношению к	6	2
167	в целом	5	2
168	своего рода	2	2
169	вот как	3	2
170	в этот	2	2
171	в форме	2	2
172	всем этим	2	2
173	вот я	3	2
174	на них	5	2
175	лишь в	5	2
176	и у	5	2
177	рядом с	4	2
178	со всем	2	2
179	эпизод с	2	2
180	характер и	3	2
181	потому что	12	2
182	говорит он	3	2
183	он в	4	2
184	он дает	2	2
185	с этим	2	2
186	даже и	4	2
187	но он	3	2
188	тона и	2	2
189	точки зрения	8	2
190	и ее	2	2
191	тонов и	3	2
192	но как	4	2
193	него и	2	2
194	его к	3	2
195	далеко не	3	2
196	этого слова	7	2
197	как он	3	2
198	и это	4	2
199	на тему	2	2
200	в которой	2	2
201	того же	2	2
202	в плане	6	2
