N	2gram	Propp_Isto_1	Psycholo
1	то что	9	44
2	и в	28	33
3	в этом	8	28
4	как бы	2	25
5	и что	10	25
6	потому что	4	24
7	может быть	25	22
8	том что	7	22
9	что в	12	21
10	в том	9	21
11	о том	9	20
12	что он	10	20
13	и мы	2	15
14	как это	3	14
15	что это	8	13
16	таким образом	8	13
17	и не	9	13
18	так же	7	13
19	сказать что	5	13
20	все это	4	13
21	к тому	6	12
22	так как	6	12
23	было бы	7	12
24	если мы	3	12
25	он не	2	11
26	на то	4	10
27	что она	5	10
28	не может	15	10
29	в его	5	10
30	если бы	8	10
31	в этой	6	9
32	и если	2	9
33	по себе	3	9
34	как раз	2	9
35	то же	12	9
36	для этого	3	8
37	вместе с	6	8
38	как будто	4	8
39	в своем	5	7
40	для нас	13	7
41	так что	4	7
42	в нем	2	7
43	и только	2	7
44	не только	12	7
45	когда он	6	7
46	перед нами	3	6
47	это не	7	6
48	что они	5	6
49	в ней	7	6
50	и т	25	6
51	все эти	4	6
52	и вот	2	6
53	что мы	7	6
54	же самое	3	6
55	когда мы	2	6
56	во время	3	6
57	мы видим	11	6
58	мы должны	13	6
59	а не	15	6
60	в себе	2	6
61	самого начала	2	5
62	мы будем	5	5
63	никогда не	14	5
64	в какой	3	5
65	нисколько не	2	5
66	с самого	2	5
67	и как	2	5
68	в целом	2	5
69	мы не	10	5
70	и на	4	5
71	вовсе не	2	5
72	как он	2	5
73	с ним	2	5
74	ясно что	2	5
75	с этим	4	5
76	связь с	4	5
77	как и	4	5
78	и его	3	5
79	о смерти	6	5
80	все же	10	5
81	из этого	2	5
82	я не	3	4
83	в частности	2	4
84	так например	6	4
85	друг с	4	4
86	том чтобы	2	4
87	из них	3	4
88	от этих	2	4
89	а в	7	4
90	не просто	3	4
91	того что	4	4
92	при помощи	2	4
93	с тем	4	4
94	к этому	2	4
95	об этом	4	4
96	одна из	2	4
97	никто не	2	4
98	о нем	2	4
99	говорит о	2	4
100	себя в	2	4
101	ее в	5	4
102	на него	4	4
103	как мы	3	4
104	что не	2	4
105	можно было	5	4
106	этот вопрос	7	4
107	этот материал	3	4
108	с другом	3	4
109	только в	11	4
110	не то	4	4
111	это было	2	4
112	же как	2	3
113	что если	2	3
114	с одной	4	3
115	точно так	3	3
116	тот же	2	3
117	должно быть	2	3
118	на этом	3	3
119	не можем	3	3
120	в пределах	4	3
121	одной стороны	4	3
122	например в	5	3
123	вслед за	6	3
124	но если	2	3
125	ни одной	2	3
126	был бы	2	3
127	то это	3	3
128	но и	10	3
129	конечно не	2	3
130	здесь мы	7	3
131	увидим что	5	3
132	их в	5	3
133	и здесь	7	3
134	в то	3	3
135	объяснит нам	2	3
136	его в	6	3
137	том как	2	3
138	в основе	4	3
139	ход действия	3	3
140	всех этих	2	3
141	мы получим	2	3
142	должен был	3	3
143	бы мы	2	3
144	в одном	5	3
145	но не	5	3
146	указывает на	2	3
147	здесь в	2	3
148	до сих	5	3
149	мы в	2	3
150	что и	6	3
151	сих пор	5	3
152	сделать это	2	3
153	так и	9	3
154	как в	2	3
155	во всей	2	3
156	дело с	2	3
157	из которых	3	3
158	за то	2	3
159	и он	3	3
160	надо сказать	3	3
161	и для	4	3
162	что этот	2	3
163	от этого	2	3
164	тем что	3	3
165	в виде	2	3
166	к делу	2	3
167	на этот	2	3
168	материала и	2	2
169	его и	2	2
170	самое что	2	2
171	столь же	2	2
172	с другой	6	2
173	и от	2	2
174	была бы	2	2
175	прежде всего	10	2
176	вопрос о	5	2
177	в такой	2	2
178	в тех	2	2
179	мы знаем	4	2
180	но все	4	2
181	и другое	2	2
182	при этом	3	2
183	в действительности	2	2
184	заключить что	2	2
185	в котором	3	2
186	точка зрения	2	2
187	один из	4	2
188	но мы	2	2
189	с той	2	2
190	в их	3	2
191	другой стороны	5	2
192	действия и	3	2
193	т д	22	2
194	именно в	3	2
195	эта композиция	2	2
196	есть только	3	2
197	время как	3	2
198	и с	4	2
199	так если	2	2
200	она дает	2	2
201	во всем	3	2
202	могли бы	3	2
203	также и	3	2
204	не в	9	2
205	мы сейчас	2	2
206	и потому	2	2
207	на нее	2	2
208	мы имеем	13	2
209	но в	8	2
210	по ходу	2	2
211	что сюжет	2	2
212	это время	2	2
213	видим что	9	2
214	и эти	3	2
215	ли он	3	2
216	в ее	2	2
217	по существу	5	2
218	представляет собой	4	2
219	мы увидим	10	2
220	во всех	2	2
221	большей частью	2	2
222	не по	2	2
223	и когда	2	2
224	однако не	2	2
225	даже в	4	2
226	бы то	2	2
227	не все	4	2
228	со стороны	2	2
229	даже не	2	2
230	не на	2	2
231	в круг	2	2
232	а с	2	2
233	то время	3	2
234	и она	2	2
235	что царь	2	2
236	хотя бы	4	2
237	в руки	3	2
238	связи с	4	2
239	в русской	2	2
240	так чтобы	2	2
241	только с	2	2
242	ничего не	2	2
