N	2gram	Vygotskiy__5	Hudozhes
1	том что	15	16
2	и в	16	14
3	так и	7	13
4	а не	10	12
5	в том	18	12
6	не только	16	12
7	при этом	4	12
8	о том	8	12
9	прежде всего	3	11
10	в этом	25	11
11	для него	5	10
12	в своей	2	10
13	у него	6	9
14	что он	25	9
15	как и	8	9
16	в качестве	4	9
17	то же	8	9
18	как в	5	8
19	то что	26	8
20	отношению к	12	8
21	по отношению	12	8
22	между тем	3	8
23	в этой	6	8
24	в то	5	8
25	в его	11	8
26	ничего не	5	8
27	казалось бы	4	7
28	это не	4	7
29	к тому	6	7
30	не в	6	7
31	еще не	4	7
32	как бы	5	7
33	не может	18	7
34	именно в	4	7
35	а в	3	7
36	никогда не	5	6
37	что в	16	6
38	было бы	10	6
39	в первой	2	6
40	не менее	3	5
41	к жизни	3	5
42	в частности	3	5
43	в этих	3	5
44	может быть	9	5
45	только в	10	5
46	но и	6	5
47	во второй	2	5
48	жизни и	2	5
49	самом деле	3	5
50	и его	3	5
51	можно было	5	5
52	потому что	21	5
53	точки зрения	18	5
54	но в	6	5
55	связи с	3	4
56	тому что	5	4
57	в своем	5	4
58	столь же	2	4
59	и от	2	4
60	можно сказать	5	4
61	и к	2	4
62	а только	4	4
63	то в	3	4
64	в действительности	3	4
65	в самом	4	4
66	в ней	2	4
67	что она	2	4
68	из них	2	4
69	в центре	2	4
70	того что	16	4
71	только что	5	4
72	он не	8	4
73	по своей	3	4
74	как будто	2	4
75	с ним	5	4
76	и с	3	4
77	но не	10	3
78	если бы	8	3
79	что у	2	3
80	но он	7	3
81	с этим	3	3
82	же в	2	3
83	как мы	10	3
84	в ходе	12	3
85	говорить о	3	3
86	на этом	3	3
87	по своему	3	3
88	в пределах	4	3
89	не имеют	2	3
90	еще в	3	3
91	в нем	7	3
92	все же	3	3
93	приводит к	7	3
94	то и	2	3
95	этом отношении	5	3
96	все эти	4	3
97	того чтобы	17	3
98	и даже	2	3
99	к этой	3	3
100	с точки	9	3
101	и по	4	3
102	в своих	2	3
103	или не	2	3
104	тем что	5	3
105	такой же	4	3
106	и на	6	3
107	его в	2	3
108	том как	2	3
109	если в	3	2
110	и другое	4	2
111	себя и	2	2
112	на вопрос	5	2
113	не означает	4	2
114	в тот	2	2
115	и потому	2	2
116	в себя	3	2
117	вопрос о	12	2
118	в такой	5	2
119	по себе	7	2
120	совершенно иной	2	2
121	мы знаем	3	2
122	состоит в	6	2
123	так что	4	2
124	в другом	6	2
125	же как	7	2
126	и что	12	2
127	в целом	4	2
128	до конца	3	2
129	одной из	3	2
130	на его	2	2
131	только на	2	2
132	вместо того	3	2
133	каждого отдельного	3	2
134	никак не	3	2
135	своей природе	3	2
136	только для	2	2
137	момент когда	2	2
138	как он	6	2
139	сих пор	3	2
140	в их	3	2
141	все это	2	2
142	же мере	5	2
143	мышления и	4	2
144	а с	2	2
145	не знает	5	2
146	все равно	2	2
147	и не	12	2
148	но с	2	2
149	они не	3	2
150	в системе	4	2
151	не умеет	3	2
152	не имеет	4	2
153	должно быть	8	2
154	речь в	3	2
155	той же	4	2
156	на основе	2	2
157	и потом	2	2
158	тот момент	2	2
159	с этой	4	2
160	в результате	4	2
161	что я	2	2
162	представляют собой	2	2
163	но как	3	2
164	как она	3	2
165	и поэтому	2	2
166	мы не	3	2
167	до сих	3	2
