N	2gram	Losev_Vlad_1	Komedia
1	и в	31	26
2	и не	17	14
3	едва ли	3	14
4	к тому	3	12
5	так и	6	12
6	и его	7	12
7	в том	11	11
8	тому же	2	11
9	может быть	6	11
10	но и	19	10
11	в этом	14	10
12	молодой человек	2	9
13	что в	14	9
14	том что	14	9
15	вместе с	3	9
16	ясно что	2	8
17	было бы	2	8
18	и на	3	7
19	из них	2	7
20	не только	24	7
21	что и	5	7
22	на себя	3	7
23	в своем	4	6
24	во время	3	6
25	то что	18	6
26	еще не	2	6
27	в доме	7	6
28	в нем	4	6
29	того чтобы	2	6
30	потому что	11	6
31	и здесь	3	6
32	в то	8	6
33	о том	11	6
34	таким образом	3	6
35	с его	11	5
36	с тем	2	5
37	в которой	4	5
38	к этому	6	5
39	что он	12	5
40	в качестве	6	5
41	один из	4	5
42	ни в	2	5
43	в истории	4	5
44	на основании	2	5
45	для того	2	5
46	так что	10	5
47	и с	14	5
48	больше чем	2	5
49	место в	2	4
50	уже в	7	4
51	не менее	2	4
52	в частности	2	4
53	у него	15	4
54	в них	2	4
55	что у	4	4
56	и от	5	4
57	из этих	2	4
58	о его	2	4
59	как мы	9	4
60	как и	4	4
61	в целом	3	4
62	одной из	2	4
63	хотя и	4	4
64	в его	12	4
65	еще в	4	4
66	все же	3	4
67	не по	2	4
68	в самом	2	4
69	и для	2	4
70	в в	3	4
71	что для	4	4
72	точки зрения	2	4
73	с и	2	4
74	в начале	3	4
75	только в	9	4
76	так как	8	4
77	на этот	6	4
78	как это	7	4
79	этот раз	4	4
80	это было	6	4
81	после смерти	4	3
82	то время	2	3
83	в период	5	3
84	в тех	2	3
85	что на	2	3
86	мы знаем	2	3
87	жизни и	5	3
88	что его	4	3
89	к концу	2	3
90	но не	3	3
91	того же	6	3
92	же время	4	3
93	для нас	4	3
94	и сам	6	3
95	по поводу	12	3
96	со своей	3	3
97	да и	4	3
98	в котором	6	3
99	и особенно	4	3
100	себя в	4	3
101	в своей	4	3
102	даже не	2	3
103	все это	5	3
104	в связи	3	3
105	той же	2	3
106	то же	6	3
107	ответ на	2	3
108	не было	5	3
109	как в	3	3
110	отрывки из	2	3
111	к нему	4	3
112	а в	9	3
113	ко времени	2	3
114	тем что	2	3
115	не может	6	3
116	как он	4	3
117	что касается	3	3
118	это время	3	3
119	в этой	4	3
120	тех же	2	3
121	но в	12	3
122	в ответ	2	2
123	отнюдь не	3	2
124	в нашем	4	2
125	с другой	3	2
126	в конце	9	2
127	т и	2	2
128	этом смысле	4	2
129	и был	6	2
130	вовсе не	5	2
131	и я	2	2
132	нет и	2	2
133	и к	6	2
134	с которым	2	2
135	об этом	7	2
136	он был	14	2
137	не в	5	2
138	из его	4	2
139	была не	2	2
140	философии и	11	2
141	тот же	3	2
142	на этом	2	2
143	по своему	3	2
144	своего времени	2	2
145	в это	2	2
146	и если	5	2
147	одним из	2	2
148	он не	10	2
149	всяком случае	2	2
150	даже в	2	2
151	хотя бы	2	2
152	и т	2	2
153	семейной жизни	2	2
154	и это	2	2
155	отношение к	3	2
156	и за	2	2
157	со стороны	2	2
158	что она	2	2
159	если не	3	2
160	в течение	9	2
161	и что	6	2
162	и у	4	2
163	времени в	2	2
164	с ними	2	2
165	тут же	7	2
166	в философии	2	2
167	во всяком	2	2
168	под названием	2	2
169	к его	3	2
170	и еще	2	2
171	этому времени	2	2
172	на что	2	2
173	на это	2	2
174	и все	4	2
175	из этого	2	2
176	молодым человеком	3	2
177	по всем	2	2
