N	2gram	Bakhtin_Pr_2	StatiiOP
1	и в	43	25
2	в этом	13	24
3	в том	6	20
4	что в	4	19
5	что он	13	19
6	может быть	23	19
7	тем что	3	19
8	что это	2	16
9	том что	2	15
10	и пр	2	13
11	в его	10	12
12	то что	7	12
13	не только	11	12
14	в этих	6	11
15	так что	5	11
16	прежде всего	10	10
17	таким образом	5	10
18	и не	29	10
19	у него	6	9
20	но и	14	9
21	и т	13	8
22	все это	5	8
23	т е	26	8
24	в своих	2	8
25	о том	5	8
26	это не	3	7
27	было бы	5	7
28	с этим	2	7
29	не может	18	7
30	что такое	2	7
31	точки зрения	13	7
32	из его	2	7
33	в то	7	7
34	из этих	2	6
35	в конце	2	6
36	не в	11	6
37	только в	4	6
38	как бы	22	6
39	как в	2	6
40	а в	5	6
41	и на	10	6
42	т п	9	6
43	между тем	3	6
44	то же	8	5
45	он говорил	2	5
46	в них	4	5
47	с другой	4	5
48	на то	5	5
49	ни в	2	5
50	об этом	2	5
51	в котором	6	5
52	на почве	2	5
53	и это	4	5
54	а не	7	5
55	того что	2	5
56	другой стороны	3	5
57	он не	9	5
58	так и	3	5
59	но в	10	5
60	и др	2	4
61	в жизни	3	4
62	в каждом	11	4
63	этом смысле	2	4
64	была бы	2	4
65	а как	4	4
66	у нас	2	4
67	как и	14	4
68	но это	4	4
69	если бы	3	4
70	например в	2	4
71	и к	3	4
72	он говорит	2	4
73	в своей	4	4
74	в целом	2	4
75	отношение к	2	4
76	в речи	5	4
77	отличается от	2	4
78	лишь в	8	4
79	с точки	8	4
80	к нему	5	4
81	и для	3	4
82	и с	5	4
83	время как	2	4
84	сказать что	2	4
85	во всяком	2	4
86	все же	3	4
87	то время	2	4
88	ничего не	3	4
89	в эту	3	4
90	уже в	2	3
91	с его	4	3
92	во время	4	3
93	нельзя сказать	2	3
94	же время	5	3
95	и здесь	3	3
96	он был	3	3
97	для него	8	3
98	что я	6	3
99	и что	5	3
100	кроме того	3	3
101	до конца	4	3
102	и наконец	6	3
103	конце концов	2	3
104	все эти	5	3
105	в словах	4	3
106	в их	3	3
107	как раз	4	3
108	что этот	2	3
109	уже не	3	3
110	и его	8	3
111	в рассказе	3	3
112	в виде	3	3
113	но он	4	3
114	в другом	7	3
115	так как	4	3
116	в творчестве	2	3
117	я и	2	3
118	это слово	5	3
119	а с	2	2
120	не был	2	2
121	это место	2	2
122	не менее	3	2
123	никогда не	9	2
124	себя и	3	2
125	для этого	2	2
126	что у	2	2
127	в одной	3	2
128	в поэзии	2	2
129	вовсе не	5	2
130	в такой	2	2
131	его к	2	2
132	и ее	3	2
133	или иной	3	2
134	от них	2	2
135	к тому	4	2
136	как мы	10	2
137	им в	2	2
138	не как	6	2
139	без всякого	2	2
140	но все	2	2
141	такой же	3	2
142	так чтобы	4	2
143	есть в	3	2
144	что если	3	2
145	но не	5	2
146	времени и	2	2
147	а то	2	2
148	того же	3	2
149	в последнем	3	2
150	до сих	7	2
151	еще не	9	2
152	в самом	7	2
153	в сущности	9	2
154	во всех	4	2
155	одна из	2	2
156	которую он	2	2
157	слова как	3	2
158	в виду	3	2
159	на себе	2	2
160	этих трех	3	2
161	здесь нет	3	2
162	тем не	2	2
163	сих пор	7	2
164	ее в	2	2
165	является как	2	2
166	в форме	2	2
167	не на	4	2
168	и только	3	2
169	в отношении	3	2
170	т д	4	2
171	в произведениях	3	2
172	самом деле	5	2
173	что не	2	2
174	не была	3	2
175	и всегда	2	2
176	той же	3	2
177	мы не	4	2
178	или в	8	2
179	между собою	4	2
180	в которых	2	2
181	слово в	8	2
182	в результате	4	2
183	то и	2	2
184	ни на	3	2
185	могут быть	3	2
186	он и	3	2
187	известно что	2	2
188	этого слова	2	2
189	так сказать	6	2
190	в каждой	2	2
191	то есть	4	2
192	произведения как	2	2
