N	2gram	Tiupa_Hudo_1	Myshleni
1	речи и	3	28
2	точки зрения	10	26
3	таким образом	3	26
4	в том	18	24
5	и в	19	23
6	том что	8	21
7	в целом	3	20
8	с точки	3	18
9	того чтобы	2	17
10	то что	4	17
11	в этом	11	17
12	так же	2	16
13	не только	16	16
14	того что	4	15
15	для того	2	15
16	что в	6	14
17	может быть	14	14
18	но и	10	14
19	как и	2	14
20	в его	9	14
21	не может	7	12
22	как бы	9	11
23	сказать что	4	11
24	представляет собой	10	11
25	с другой	7	10
26	прежде всего	4	10
27	в отношении	3	10
28	в качестве	24	9
29	одной стороны	2	9
30	не является	4	9
31	другой стороны	5	9
32	и не	15	9
33	между тем	4	9
34	внутренней речи	14	9
35	в ходе	5	8
36	с одной	2	8
37	заключается в	2	8
38	и на	2	8
39	в основе	4	8
40	то же	10	8
41	как уже	2	7
42	в этой	2	7
43	в самом	5	7
44	по отношению	9	7
45	в то	6	7
46	что он	3	7
47	отношению к	9	7
48	и ее	3	7
49	в другом	3	7
50	и тем	2	6
51	все это	2	6
52	именно в	2	6
53	лишь в	4	6
54	потому что	3	6
55	о том	2	6
56	и его	12	6
57	в себе	9	6
58	только в	5	6
59	тому что	2	5
60	в какой	2	5
61	можно сказать	5	5
62	и как	3	5
63	по себе	2	5
64	если бы	3	5
65	но в	7	5
66	и более	2	5
67	что может	2	5
68	между собой	2	5
69	по своей	7	5
70	и что	3	5
71	он не	4	5
72	слова и	2	5
73	так и	11	5
74	тем самым	4	5
75	и т.д	3	5
76	из этого	2	5
77	к действительности	3	5
78	но не	11	4
79	единое целое	2	4
80	в свою	3	4
81	не в	7	4
82	при этом	13	4
83	что она	2	4
84	все эти	2	4
85	не столько	3	4
86	их в	3	4
87	с его	6	4
88	в одном	2	4
89	и к	3	4
90	в чем	2	4
91	к тому	4	4
92	для себя	2	4
93	в своей	5	4
94	как в	2	4
95	приводит к	5	4
96	во всей	3	4
97	как раз	3	4
98	а с	2	4
99	говорит что	2	4
100	ни в	5	4
101	этого слова	2	4
102	я не	2	3
103	говоря словами	5	3
104	в своем	2	3
105	из этих	3	3
106	свою очередь	2	3
107	образом и	2	3
108	в их	5	3
109	который в	2	3
110	отношения к	2	3
111	вовсе не	2	3
112	превращается в	2	3
113	не могло	2	3
114	этих двух	2	3
115	об этом	2	3
116	во всех	3	3
117	а не	9	3
118	и то	4	3
119	могут быть	4	3
120	всей его	2	3
121	в каком	2	3
122	и это	2	3
123	и который	2	3
124	в которой	2	3
125	в области	6	3
126	в противоположность	3	2
127	в частности	13	2
128	никогда не	2	2
129	в нашем	2	2
130	или даже	3	2
131	же время	5	2
132	для него	4	2
133	о чем	2	2
134	внешнего мира	3	2
135	хотя и	3	2
136	один из	2	2
137	не с	2	2
138	значения и	2	2
139	начиная с	2	2
140	сознания в	3	2
141	в слове	3	2
142	в единое	3	2
143	а в	12	2
144	одно из	2	2
145	к его	2	2
146	говорить о	3	2
147	в этих	3	2
148	человека с	3	2
149	как это	5	2
150	в них	2	2
151	он должен	3	2
152	в ее	5	2
153	одно и	3	2
154	своей природе	2	2
155	за пределы	2	2
156	иначе говоря	4	2
157	и потому	2	2
158	в равной	2	2
159	даже в	3	2
160	как говорит	3	2
161	ее в	2	2
162	слова как	5	2
163	если мы	2	2
164	уже не	4	2
165	между ними	4	2
166	с другими	4	2
167	в данном	4	2
168	между двумя	2	2
169	все прочие	3	2
170	человека к	3	2
