N	2gram	Vygotskiy__2	FransuaR
1	и в	15	40
2	и его	4	17
3	прежде всего	4	16
4	в этом	19	15
5	мы уже	6	13
6	не только	15	13
7	и не	7	13
8	в его	2	13
9	что в	14	12
10	вовсе не	6	12
11	как и	6	11
12	но и	10	11
13	и т.п	7	10
14	таким образом	14	10
15	как мы	6	10
16	в них	4	9
17	и все	3	9
18	в сущности	9	9
19	может быть	9	9
20	он не	7	9
21	во время	3	8
22	в том	33	8
23	и до	3	8
24	у него	2	8
25	все эти	3	8
26	и с	4	8
27	той же	2	8
28	но в	6	8
29	в своем	9	7
30	в одном	2	7
31	и др	5	7
32	то же	5	7
33	в виду	6	7
34	в этих	2	6
35	к этому	4	6
36	в самом	11	6
37	во всех	2	6
38	в своей	4	6
39	связь с	2	6
40	и других	2	6
41	связи с	9	6
42	он говорит	3	6
43	здесь и	3	5
44	мы видим	4	5
45	как раз	4	5
46	то что	20	5
47	в связи	6	5
48	те же	3	5
49	а не	3	5
50	и для	2	5
51	в основе	3	5
52	для него	3	5
53	том что	27	4
54	смысле слова	5	4
55	было бы	10	4
56	в заключение	3	4
57	из них	3	4
58	а также	2	4
59	даже в	4	4
60	ни в	2	4
61	в их	2	4
62	все это	4	4
63	о том	9	4
64	в данном	3	4
65	того чтобы	12	4
66	и даже	5	4
67	из всех	2	4
68	также и	2	4
69	в истории	6	4
70	так как	4	4
71	в эту	4	4
72	том числе	3	3
73	только для	3	3
74	с его	4	3
75	если бы	8	3
76	в частности	6	3
77	и к	6	3
78	об этом	3	3
79	мы видели	6	3
80	в начале	4	3
81	в этой	6	3
82	уже говорили	3	3
83	для этого	3	3
84	и есть	2	3
85	как бы	7	3
86	что и	2	3
87	вместе с	6	3
88	во все	2	3
89	так и	8	3
90	как в	4	3
91	во всей	5	3
92	по отношению	6	3
93	не может	9	3
94	а в	4	3
95	на самом	3	3
96	там где	6	3
97	мы находим	6	3
98	самом деле	6	3
99	для того	10	3
100	к этой	3	3
101	и как	2	3
102	но все	2	3
103	можно было	5	3
104	связь между	5	3
105	сказать что	6	3
106	в более	2	3
107	тем что	2	3
108	при этом	3	3
109	в отличие	3	3
110	они не	3	3
111	в себе	2	3
112	в другом	2	3
113	во всем	2	3
114	только в	4	3
115	на протяжении	2	3
116	но ведь	2	3
117	их в	4	3
118	отличие от	3	3
119	в других	2	3
120	связана с	4	2
121	уже в	5	2
122	представление о	5	2
123	в книге	2	2
124	своей книге	2	2
125	с в	4	2
126	сравнению с	5	2
127	хотя бы	4	2
128	в течение	2	2
129	с другой	6	2
130	это не	5	2
131	для всей	2	2
132	из этих	4	2
133	больше чем	2	2
134	что он	12	2
135	или иной	2	2
136	можно сказать	2	2
137	о мире	3	2
138	мы знаем	7	2
139	все же	4	2
140	своей жизни	2	2
141	это есть	2	2
142	но не	3	2
143	переход от	4	2
144	все что	5	2
145	как известно	6	2
146	мы увидим	2	2
147	и сам	3	2
148	в первой	2	2
149	речи так	2	2
150	и той	2	2
151	том же	2	2
152	той или	2	2
153	в котором	2	2
154	раз в	2	2
155	отношению к	5	2
156	в целом	10	2
157	данном случае	3	2
158	который в	4	2
159	как нечто	2	2
160	этом отношении	3	2
161	именно в	2	2
162	с помощью	5	2
163	лишь в	3	2
164	что для	3	2
165	на основе	7	2
166	числе и	3	2
167	нас в	2	2
168	потому что	7	2
169	одной из	3	2
170	говорит он	12	2
171	он в	3	2
172	с этим	3	2
173	точки зрения	26	2
174	и ее	3	2
175	по сравнению	5	2
176	в один	2	2
177	его к	2	2
178	которые он	2	2
179	этого слова	3	2
180	как он	6	2
181	и это	3	2
182	в которой	4	2
183	того же	3	2
184	мы не	10	2
