N	2gram	Bakhtin_Pr_5	Hudozhes
1	в мире	4	23
2	то есть	16	18
3	и не	27	16
4	в том	5	15
5	и в	35	15
6	не только	10	15
7	может быть	14	13
8	при этом	2	12
9	а в	7	12
10	и его	14	12
11	но не	6	11
12	в этом	14	11
13	в себе	5	11
14	я в	4	11
15	как бы	31	10
16	отношению к	7	10
17	но и	14	10
18	так и	8	10
19	по отношению	6	10
20	то же	15	10
21	а не	4	10
22	в его	21	9
23	точки зрения	7	9
24	в душе	2	8
25	себя в	2	8
26	своего рода	2	8
27	сводится к	3	8
28	с другой	4	7
29	или иной	4	7
30	в отличие	2	7
31	внутренней речи	5	7
32	в то	11	7
33	отличие от	2	7
34	но в	19	7
35	я и	2	7
36	с его	7	6
37	что в	6	6
38	в ее	3	6
39	том что	3	6
40	не в	10	6
41	же время	10	6
42	отношение к	6	6
43	приводит к	2	6
44	не может	18	6
45	по своей	2	6
46	ни в	2	5
47	только в	6	5
48	в самом	6	5
49	того что	3	5
50	той или	4	5
51	в нем	16	5
52	с ее	3	5
53	то что	10	5
54	и т.п	6	5
55	другой стороны	3	5
56	уже не	3	5
57	героя и	10	5
58	в этих	2	4
59	прежде всего	12	4
60	к тому	6	4
61	и как	2	4
62	в другом	12	4
63	для него	14	4
64	еще не	7	4
65	например в	2	4
66	хотя и	2	4
67	он не	13	4
68	в своей	4	4
69	в форме	3	4
70	как к	5	4
71	в слове	6	4
72	самим собой	7	4
73	и то	5	4
74	сказать что	3	4
75	между тем	4	4
76	говорить о	3	4
77	не знает	6	4
78	без исключения	2	4
79	и т.д	3	4
80	не менее	2	3
81	однако в	2	3
82	в отношении	9	3
83	это не	3	3
84	этом смысле	3	3
85	что он	24	3
86	и к	12	3
87	и того	2	3
88	в пределах	11	3
89	по своему	4	3
90	одно и	3	3
91	мог бы	2	3
92	как раз	4	3
93	к нему	13	3
94	в целом	3	3
95	так в	2	3
96	таким образом	7	3
97	как и	18	3
98	в той	4	3
99	лишь в	7	3
100	и что	6	3
101	с точки	2	3
102	и для	8	3
103	в рассказе	2	3
104	не случайно	2	3
105	их в	2	3
106	потому что	8	3
107	но он	4	3
108	его в	4	3
109	в произведении	2	3
110	человека с	3	3
111	герой не	2	3
112	в которой	2	3
113	в виду	3	3
114	слова в	6	2
115	на этом	2	2
116	я не	8	2
117	но на	4	2
118	с человеком	3	2
119	в сторону	2	2
120	ни был	2	2
121	себя и	8	2
122	тому что	2	2
123	в своем	2	2
124	в них	4	2
125	передо мной	2	2
126	не как	3	2
127	в одном	6	2
128	этих двух	2	2
129	вовсе не	7	2
130	по себе	4	2
131	к герою	8	2
132	к своему	5	2
133	с самим	15	2
134	времени и	2	2
135	внутренний голос	2	2
136	в глаза	5	2
137	слова не	2	2
138	слове о	2	2
139	и сам	7	2
140	за пределы	3	2
141	во всех	3	2
142	одной из	2	2
143	совпадает с	2	2
144	другим и	3	2
145	даже в	5	2
146	для себя	7	2
147	как в	5	2
148	и прежде	4	2
149	одного сознания	3	2
150	другого в	4	2
151	я как	3	2
152	а с	3	2
153	все эти	3	2
154	это и	3	2
155	от себя	5	2
156	и по	2	2
157	или в	2	2
158	к другому	16	2
159	так же	7	2
160	с ним	7	2
161	с другими	2	2
162	и на	6	2
163	между двумя	2	2
164	у него	4	2
165	самим собою	9	2
166	всей своей	2	2
167	о себе	17	2
168	но как	4	2
169	отношении к	7	2
170	о том	2	2
171	еще один	2	2
172	и это	5	2
173	из этого	2	2
174	в чем	4	2
175	бы не	2	2
176	мире и	2	2
