N	2gram	Voloshinov_1	Formalny
1	и в	15	24
2	в его	9	23
3	прежде всего	11	22
4	и не	16	20
5	так и	10	18
6	и пр	9	17
7	не может	13	16
8	точки зрения	13	16
9	в этом	13	15
10	в нем	4	14
11	может быть	13	14
12	на почве	2	13
13	с точки	10	13
14	таким образом	21	13
15	в своем	2	11
16	не менее	3	11
17	как и	6	11
18	должно быть	2	11
19	социальной жизни	2	11
20	в своей	9	11
21	вовсе не	2	10
22	и ее	3	10
23	то же	7	10
24	в ней	5	10
25	а не	2	10
26	и его	15	10
27	и потому	8	9
28	в процессе	4	9
29	все это	5	9
30	в то	6	9
31	в ее	4	8
32	же время	5	8
33	именно в	3	8
34	в свою	2	8
35	то что	10	8
36	как в	3	8
37	и на	3	8
38	не в	4	8
39	и с	7	8
40	до конца	5	7
41	не только	5	7
42	с ее	3	7
43	жизни и	5	7
44	но и	4	7
45	на самом	2	7
46	отнюдь не	2	6
47	и все	4	6
48	было бы	6	6
49	в том	4	6
50	в этой	5	6
51	самом деле	7	6
52	до сих	3	6
53	она не	2	6
54	еще не	7	6
55	как бы	11	6
56	сих пор	3	6
57	в целом	2	6
58	а в	6	6
59	отношения к	2	6
60	все эти	9	6
61	хотя бы	7	5
62	формы и	2	5
63	должен быть	2	5
64	по себе	2	5
65	в искусстве	3	5
66	у нас	3	5
67	при этом	7	5
68	только на	2	5
69	со всею	3	5
70	и др	8	5
71	во всех	8	5
72	в самом	6	5
73	и до	3	5
74	со стороны	2	5
75	как мы	10	5
76	того что	2	5
77	должны быть	3	5
78	и истории	2	5
79	но в	9	5
80	мы увидим	4	4
81	с его	8	4
82	главным образом	4	4
83	никогда не	7	4
84	с другими	5	4
85	и к	7	4
86	для этого	4	4
87	учение о	2	4
88	и может	4	4
89	если бы	3	4
90	конечно не	3	4
91	всяком случае	3	4
92	оно не	2	4
93	отношению к	9	4
94	быть и	2	4
95	по отношению	11	4
96	что в	6	4
97	целом и	2	4
98	как на	3	4
99	во всяком	4	4
100	в истории	3	4
101	философии культуры	3	4
102	но не	5	3
103	в отношении	2	3
104	всех этих	5	3
105	борьба с	3	3
106	он должен	2	3
107	в жизни	5	3
108	на все	2	3
109	что он	8	3
110	с помощью	9	3
111	к тому	4	3
112	для него	5	3
113	но это	2	3
114	зависимости от	2	3
115	в большинстве	4	3
116	ни на	2	3
117	со всеми	3	3
118	на язык	2	3
119	он не	4	3
120	в основном	2	3
121	если он	5	3
122	один из	4	3
123	все же	5	3
124	отношение к	7	3
125	время в	2	3
126	значение в	3	3
127	в систему	2	3
128	не было	4	3
129	сводится к	3	3
130	мы не	4	3
131	и наконец	10	3
132	и даже	2	3
133	между ними	2	3
134	его в	8	3
135	более того	2	3
136	в основе	3	3
137	они не	2	3
138	в себе	4	3
139	человек не	2	3
140	роли в	2	3
141	так сказать	3	3
142	думать что	2	3
143	бы в	2	3
144	в области	3	3
145	ее целом	3	3
146	художественной формы	2	2
147	в душе	13	2
148	в нашем	3	2
149	в зависимости	2	2
150	его и	2	2
151	и со	2	2
152	жизни в	3	2
153	единство и	3	2
154	этой науки	2	2
155	это не	2	2
156	с этим	6	2
157	страх и	2	2
158	в одном	3	2
159	не можем	3	2
160	социальной среды	3	2
161	все время	4	2
162	ни в	6	2
163	уже не	5	2
164	мы видели	5	2
165	войти в	3	2
166	но все	2	2
167	в различных	2	2
168	одна из	3	2
169	если мы	5	2
170	во внешнем	8	2
171	из важнейших	2	2
172	только в	6	2
173	подхода к	2	2
174	к другим	2	2
175	от того	3	2
176	нам важно	3	2
177	к ней	2	2
178	как раз	2	2
179	в него	2	2
180	за пределы	2	2
181	непосредственно из	2	2
182	что и	2	2
183	не имеющие	3	2
184	на него	4	2
185	вместе с	4	2
186	и содержание	3	2
187	и вот	6	2
188	чтобы не	2	2
189	и что	3	2
190	приводит к	2	2
191	из этой	2	2
192	следовательно и	2	2
193	значение для	2	2
194	между тем	2	2
195	чем же	5	2
196	в своих	4	2
197	ничего не	2	2
198	жизни но	2	2
199	большинстве случаев	5	2
200	с ним	12	2
201	в эту	2	2
202	что такое	3	2
