N	2gram	Vygotskiy__3	Myshleni
1	в том	25	33
2	том что	14	27
3	точки зрения	16	26
4	то что	35	20
5	в этом	13	19
6	с точки	9	18
7	того что	4	17
8	и в	38	15
9	не только	12	15
10	что в	20	14
11	таким образом	12	14
12	говорит он	2	12
13	что он	11	12
14	того чтобы	9	12
15	в самом	25	11
16	в целом	4	10
17	но и	5	10
18	было бы	12	10
19	для того	8	10
20	мы не	5	10
21	мы можем	7	10
22	в своем	5	9
23	может быть	19	9
24	не может	7	9
25	о том	6	9
26	в сущности	10	9
27	казалось бы	5	8
28	никогда не	4	8
29	не в	12	8
30	заключается в	7	8
31	и что	18	8
32	если бы	14	8
33	с но	2	8
34	к тому	6	7
35	одной стороны	5	7
36	с одной	6	7
37	и не	10	7
38	потому что	14	7
39	как бы	14	7
40	тот же	3	7
41	он не	6	7
42	во всяком	2	7
43	едва ли	3	7
44	что это	10	6
45	как мы	7	6
46	в этой	13	6
47	мы уже	7	6
48	в виду	4	6
49	на то	16	6
50	мы видели	6	6
51	с другой	7	6
52	сказать что	4	6
53	в истории	2	6
54	как это	6	6
55	но в	3	6
56	вовсе не	8	6
57	и к	3	6
58	как и	8	6
59	вместе с	5	6
60	мысль что	4	6
61	если мы	6	6
62	самом деле	21	6
63	всяком случае	2	6
64	что эта	4	6
65	там где	6	6
66	что с	4	5
67	и даже	4	5
68	полагает что	3	5
69	видели что	2	5
70	по существу	2	5
71	показать что	7	5
72	то же	10	5
73	говорит что	8	5
74	на деле	4	5
75	из этих	3	4
76	что все	3	4
77	мы могли	4	4
78	для нас	8	4
79	несмотря на	5	4
80	мы старались	2	4
81	все это	3	4
82	в них	3	4
83	в совершенно	2	4
84	что оно	2	4
85	не имеет	6	4
86	так же	2	4
87	а в	7	4
88	их в	2	4
89	с и	6	4
90	могли бы	5	4
91	при помощи	4	4
92	так как	6	4
93	признать что	2	4
94	к которым	5	4
95	для всех	2	4
96	к этому	3	4
97	все же	8	4
98	со всей	3	4
99	мы видим	12	4
100	в качестве	2	4
101	в своей	5	4
102	как в	4	4
103	что его	2	4
104	как раз	8	4
105	того как	3	4
106	а с	2	4
107	хотя бы	2	4
108	и его	6	4
109	только в	4	4
110	в которой	5	4
111	в эту	2	4
112	действительно не	3	3
113	только для	3	3
114	все время	30	3
115	для этого	2	3
116	что у	7	3
117	что именно	2	3
118	что они	4	3
119	очевидно что	2	3
120	не можем	4	3
121	для него	2	3
122	при этом	4	3
123	в общем	2	3
124	смысле этого	2	3
125	из двух	3	3
126	но мы	2	3
127	из них	6	3
128	данном случае	2	3
129	со стороны	2	3
130	развития и	2	3
131	и только	3	3
132	все эти	4	3
133	о мире	2	3
134	в самой	4	3
135	они не	2	3
136	и по	2	3
137	действия и	2	3
138	что как	3	3
139	в которых	6	3
140	в основе	3	3
141	к этой	2	3
142	с ним	2	3
143	и все	10	3
144	с этим	8	3
145	лежит в	2	3
146	состоит в	3	3
147	о которых	9	3
148	идет о	4	3
149	уже говорили	3	3
150	того же	3	3
151	животных и	2	3
152	он говорит	6	3
153	когда он	4	3
154	что она	16	3
155	только что	2	3
156	вытекает из	2	3
157	должны были	2	3
158	на самом	2	3
159	а не	7	3
160	из которых	4	3
161	или в	5	3
162	в данном	2	3
163	он в	2	3
164	это же	2	3
165	и ее	2	3
166	этого слова	2	3
167	и это	8	3
168	которое мы	3	3
169	ничего не	2	3
170	реакции на	2	2
171	как только	3	2
172	не могут	2	2
173	что если	4	2
174	в этих	2	2
175	перед нами	8	2
176	столь же	2	2
177	с этой	2	2
178	в полном	2	2
179	с с	2	2
180	в такой	3	2
181	ни в	3	2
182	той степени	2	2
183	и как	8	2
184	всякий раз	3	2
185	своей жизни	2	2
186	это есть	2	2
187	и более	2	2
188	но что	2	2
189	и другое	4	2
190	когда в	4	2
191	с такой	5	2
192	и мы	13	2
193	и той	2	2
194	в котором	6	2
195	раньше всего	2	2
196	и тем	3	2
197	с ее	2	2
198	в первой	2	2
199	те два	4	2
200	целый ряд	2	2
201	оба эти	3	2
202	которую мы	4	2
203	совершенно в	2	2
204	увидим что	9	2
205	к себе	2	2
206	но если	4	2
207	что здесь	2	2
208	же самое	10	2
209	однако и	2	2
210	больше чем	4	2
211	в одном	8	2
212	все те	2	2
213	у него	4	2
214	отнюдь не	2	2
215	были бы	3	2
216	следует что	2	2
217	к его	2	2
218	увидим ниже	2	2
219	из всех	3	2
220	представляет собой	2	2
221	указывает на	6	2
222	когда она	3	2
223	мы увидим	12	2
224	с уверенностью	3	2
225	наряду с	3	2
226	в один	3	2
227	иначе говоря	5	2
228	видим в	2	2
229	к ней	2	2
230	в его	5	2
231	речь идет	4	2
232	должен быть	3	2
233	что и	4	2
234	ее в	4	2
235	раз в	4	2
236	во всех	4	2
237	что же	2	2
238	так точно	2	2
239	и для	4	2
240	в течение	4	2
241	под этим	2	2
242	к чему	6	2
243	в силу	2	2
244	той же	2	2
245	у них	2	2
246	тем что	3	2
247	в себе	4	2
248	в другом	5	2
249	его к	2	2
250	заметить что	2	2
251	не то	4	2
252	старались показать	2	2
