N	2gram	Propp_Isto_7	RusskieA
1	и в	24	29
2	т е	16	24
3	что в	13	22
4	том что	10	22
5	в том	7	22
6	как бы	4	18
7	в других	4	15
8	и другие	9	14
9	может быть	14	13
10	так как	8	13
11	во время	6	12
12	там же	2	12
13	как и	6	11
14	одна из	7	11
15	в этом	12	11
16	все это	8	10
17	в лесу	2	10
18	е в	2	10
19	не только	21	10
20	о том	9	9
21	а в	10	9
22	во многих	2	9
23	показывает что	8	8
24	но и	11	8
25	ее в	3	8
26	его в	3	8
27	мы видели	7	7
28	данном случае	3	7
29	как в	12	7
30	или в	8	7
31	представляют собой	5	7
32	мы не	4	6
33	в обряде	3	6
34	еще не	8	6
35	для нас	6	6
36	вместе с	7	6
37	таким образом	7	6
38	при этом	4	6
39	и на	2	6
40	в данном	4	6
41	мы имеем	12	6
42	этот обряд	2	6
43	на земле	2	5
44	представление о	3	5
45	потому что	9	5
46	это не	10	5
47	к этому	2	5
48	то что	7	5
49	и что	10	5
50	но не	6	5
51	кладут в	2	5
52	с ней	3	5
53	и т	17	5
54	не может	14	5
55	т д	16	5
56	следующим образом	3	5
57	но в	5	5
58	в них	3	4
59	и все	6	4
60	не все	3	4
61	тогда когда	3	4
62	вопрос о	3	4
63	уже не	2	4
64	по существу	4	4
65	так что	3	4
66	не в	9	4
67	предположить что	3	4
68	этих случаях	16	4
69	из них	2	4
70	к нему	7	4
71	же как	4	4
72	в русских	2	4
73	это представление	2	4
74	так же	6	4
75	то и	4	4
76	то же	8	4
77	мы рассмотрим	3	4
78	а не	8	4
79	как это	2	4
80	что по	2	4
81	тем что	6	3
82	и там	2	3
83	должен был	2	3
84	в этих	13	3
85	в качестве	3	3
86	и от	2	3
87	не всегда	4	3
88	должно было	2	3
89	на первый	4	3
90	в ее	2	3
91	связаны с	2	3
92	она не	2	3
93	что здесь	7	3
94	того что	6	3
95	было бы	2	3
96	и о	2	3
97	нас к	2	3
98	что она	5	3
99	в котором	2	3
100	представления не	2	3
101	не имеет	4	3
102	во всех	7	3
103	связь с	2	3
104	а именно	6	3
105	в свете	3	3
106	можно предположить	2	3
107	все эти	2	3
108	и по	3	3
109	друг друга	2	3
110	или даже	2	3
111	девушки в	2	3
112	как мы	3	3
113	выше мы	3	3
114	и после	2	3
115	но он	2	3
116	в таких	2	3
117	что это	6	3
118	не менее	5	2
119	с этой	6	2
120	связи с	3	2
121	об этом	6	2
122	никогда не	4	2
123	по этому	2	2
124	связанные с	2	2
125	с другой	9	2
126	представления о	4	2
127	не столько	3	2
128	из этих	3	2
129	в образе	3	2
130	если он	3	2
131	прежде всего	2	2
132	совершенно очевидно	2	2
133	такое объяснение	3	2
134	что и	8	2
135	здесь имеем	2	2
136	в целях	2	2
137	к ней	2	2
138	нас не	2	2
139	говорит о	2	2
140	кроме того	3	2
141	в ряд	2	2
142	этого обряда	2	2
143	то время	2	2
144	связано с	3	2
145	после того	4	2
146	одной стороны	5	2
147	для объяснения	3	2
148	нечто вроде	3	2
149	и дело	2	2
150	тем не	4	2
151	не совсем	2	2
152	не ясно	2	2
153	приведенные материалы	2	2
154	он показывает	6	2
155	один из	7	2
156	все же	9	2
157	этом и	2	2
158	все в	2	2
159	после этого	3	2
160	в руках	2	2
161	том чтобы	3	2
162	дело не	5	2
163	в форме	2	2
164	что при	2	2
165	в их	4	2
166	сюда же	2	2
167	у некоторых	2	2
168	тогда как	3	2
169	того как	3	2
170	должны были	3	2
171	с одной	5	2
172	там где	5	2
173	этот вопрос	2	2
174	здесь мы	5	2
175	эта связь	3	2
176	ее на	4	2
177	мы здесь	2	2
178	не говорится	3	2
179	после чего	2	2
180	право на	5	2
181	так в	4	2
182	с этим	2	2
183	на себя	2	2
184	и ее	2	2
185	во всем	2	2
186	в то	2	2
187	видно что	5	2
188	в приведенных	2	2
189	представляет собой	4	2
190	в которой	2	2
191	та же	2	2
192	не можем	2	2
