N	3gram	Vygotskiy__7	Psycholo
1	для того чтобы	18	19
2	в том что	13	12
3	о том что	4	10
4	в самом деле	4	7
5	то же самое	5	6
6	на то что	4	6
7	так же точно	3	5
8	с самого начала	7	5
9	на самом деле	2	5
10	к тому что	6	5
11	с точки зрения	21	4
12	как раз в	2	4
13	друг с другом	2	4
14	смысле этого слова	3	3
15	так же как	7	3
16	том что он	2	3
17	точно так же	2	3
18	с одной стороны	5	3
19	до сих пор	3	3
20	так как она	3	3
21	заключается в том	4	3
22	же самое что	2	2
23	и той же	2	2
24	в сущности говоря	2	2
25	в то время	2	2
26	вместе с тем	4	2
27	потому что он	2	2
28	в какой мере	2	2
29	таким образом в	2	2
30	не только не	9	2
31	то время как	2	2
32	и в конце	2	2
33	одной и той	2	2
