N	2gram	Bakhtin_Fr_6	Psycholo
1	то что	10	44
2	и в	41	33
3	в этом	12	28
4	как бы	7	25
5	и что	5	25
6	все время	4	24
7	потому что	3	24
8	может быть	2	22
9	том что	7	22
10	того чтобы	4	22
11	что в	7	21
12	в том	2	21
13	о том	9	20
14	что он	6	20
15	как это	2	14
16	что это	5	13
17	таким образом	17	13
18	и не	3	13
19	так же	5	13
20	сказать что	6	13
21	то есть	24	13
22	все это	11	13
23	в самом	10	12
24	все то	5	12
25	и все	9	12
26	так как	10	12
27	было бы	3	12
28	если мы	2	12
29	самом деле	4	12
30	что все	2	11
31	он не	2	11
32	не может	4	10
33	в его	7	10
34	как она	2	10
35	в этой	8	9
36	как раз	2	9
37	то же	5	9
38	в конце	2	8
39	для этого	2	8
40	вместе с	6	8
41	в своем	5	7
42	для нас	2	7
43	до конца	2	7
44	так что	2	7
45	в нем	16	7
46	раз в	2	7
47	не только	10	7
48	перед нами	3	6
49	что они	2	6
50	в ней	4	6
51	все эти	11	6
52	но он	5	6
53	точки зрения	2	6
54	что мы	2	6
55	во время	9	6
56	у него	7	6
57	мы видим	6	6
58	в сущности	8	6
59	никак не	3	6
60	а не	2	6
61	в себе	5	6
62	мы будем	3	5
63	никогда не	8	5
64	и как	4	5
65	мы не	2	5
66	и на	9	5
67	вовсе не	7	5
68	как он	2	5
69	с ним	4	5
70	с этим	3	5
71	это и	2	5
72	как и	7	5
73	мы уже	18	5
74	и его	13	5
75	все же	4	5
76	заключается в	2	5
77	из этого	4	5
78	в частности	2	4
79	мы узнаем	2	4
80	из них	5	4
81	жизни и	3	4
82	а в	4	4
83	того что	3	4
84	с этой	3	4
85	у нас	4	4
86	никто не	2	4
87	себя в	2	4
88	в своей	2	4
89	как мы	12	4
90	что не	3	4
91	с точки	2	4
92	той же	5	4
93	только в	3	4
94	это было	2	4
95	что если	2	3
96	с одной	4	3
97	борьбу с	2	3
98	что именно	2	3
99	тот же	4	3
100	на этом	2	3
101	одной стороны	4	3
102	например в	6	3
103	но если	2	3
104	был бы	2	3
105	но и	13	3
106	и до	7	3
107	конечно не	3	3
108	понятно что	2	3
109	их в	2	3
110	в то	6	3
111	та же	4	3
112	в основе	4	3
113	всех этих	2	3
114	в одном	5	3
115	говорить о	2	3
116	но не	2	3
117	здесь в	9	3
118	до сих	3	3
119	сих пор	3	3
120	так и	5	3
121	как в	4	3
122	и сейчас	2	3
123	и он	5	3
124	и для	3	3
125	тем что	5	3
126	в той	5	3
127	уже в	4	2
128	не был	2	2
129	с другой	4	2
130	в одной	3	2
131	и от	4	2
132	из этих	2	2
133	на все	3	2
134	прежде всего	10	2
135	времени и	2	2
136	же время	5	2
137	при этом	3	2
138	вместо того	3	2
139	в котором	4	2
140	один из	6	2
141	убийства и	2	2
142	все они	2	2
143	другой стороны	2	2
144	именно в	4	2
145	те же	3	2
146	образом в	2	2
147	и наконец	4	2
148	есть только	3	2
149	в результате	4	2
150	и с	16	2
151	во всем	5	2
152	также и	6	2
153	не в	4	2
154	и потому	2	2
155	но в	8	2
156	с его	5	2
157	в них	7	2
158	что самая	2	2
159	в ее	5	2
160	в искусстве	3	2
161	литературы и	2	2
162	а на	2	2
163	мы увидим	3	2
164	кажется что	2	2
165	во всех	17	2
166	и когда	2	2
167	даже в	4	2
168	внимание на	2	2
169	не на	2	2
170	в последней	2	2
171	и то	2	2
172	связи с	2	2
173	только с	3	2
