N	2gram	Vygotskiy__6	Komedia
1	и в	28	26
2	и не	11	14
3	к тому	10	12
4	так и	6	12
5	и его	3	12
6	в том	28	11
7	может быть	13	11
8	но и	10	10
9	в этом	27	10
10	что в	17	9
11	том что	19	9
12	если бы	7	9
13	вместе с	7	9
14	ясно что	4	8
15	было бы	9	8
16	и на	5	7
17	из них	2	7
18	не только	16	7
19	что и	4	7
20	в своем	7	6
21	то что	28	6
22	еще не	8	6
23	в нем	7	6
24	того чтобы	10	6
25	потому что	22	6
26	и здесь	3	6
27	в то	6	6
28	таким образом	18	6
29	с его	3	5
30	с тем	5	5
31	независимо от	3	5
32	в которой	7	5
33	что он	18	5
34	в качестве	4	5
35	один из	3	5
36	с этим	4	5
37	для того	8	5
38	так что	6	5
39	больше чем	3	5
40	не менее	2	4
41	в частности	4	4
42	у него	2	4
43	в этих	2	4
44	тому что	11	4
45	в них	3	4
46	что у	2	4
47	и от	2	4
48	прежде всего	2	4
49	из этих	3	4
50	как мы	10	4
51	как и	6	4
52	в целом	3	4
53	хотя и	3	4
54	в его	3	4
55	еще в	2	4
56	все же	2	4
57	не по	3	4
58	в самом	8	4
59	можно было	7	4
60	точки зрения	13	4
61	только в	18	4
62	так как	10	4
63	на этот	4	4
64	как это	3	4
65	его в	6	4
66	для всех	2	3
67	представить себе	3	3
68	с этой	2	3
69	в каждом	3	3
70	вопрос о	5	3
71	то время	6	3
72	что на	4	3
73	но если	4	3
74	мы знаем	4	3
75	отношению к	10	3
76	связи с	3	3
77	но не	10	3
78	того же	7	3
79	во всех	4	3
80	первую очередь	3	3
81	для нас	2	3
82	например в	4	3
83	в первую	3	3
84	интерес к	2	3
85	в котором	2	3
86	не имеет	6	3
87	друг другу	2	3
88	в своей	2	3
89	в их	3	3
90	все это	2	3
91	по отношению	10	3
92	дело с	2	3
93	в связи	2	3
94	того как	5	3
95	той же	4	3
96	то же	7	3
97	как в	3	3
98	друг друга	4	3
99	а в	2	3
100	тем что	8	3
101	не может	19	3
102	в этой	5	3
103	но в	5	3
104	мы можем	9	3
105	за собой	3	2
106	что их	3	2
107	все время	3	2
108	и другие	2	2
109	в другой	3	2
110	в нашем	4	2
111	с другой	2	2
112	это не	5	2
113	представления о	2	2
114	в одной	4	2
115	в конце	2	2
116	в одном	2	2
117	этом смысле	2	2
118	что именно	2	2
119	и к	6	2
120	в пользу	2	2
121	с достаточной	2	2
122	не в	4	2
123	до сих	3	2
124	в силу	17	2
125	является не	2	2
126	чем в	2	2
127	на этом	4	2
128	по своему	2	2
129	а из	2	2
130	как известно	7	2
131	каждой из	2	2
132	одним из	2	2
133	от того	10	2
134	он не	7	2
135	друг с	5	2
136	как бы	11	2
137	которые в	4	2
138	время как	5	2
139	в развитии	24	2
140	отношение к	7	2
141	сих пор	3	2
142	целый ряд	4	2
143	в той	4	2
144	и что	6	2
145	с самого	7	2
146	самом начале	4	2
147	в других	2	2
148	мы не	6	2
149	с ними	2	2
150	от этого	3	2
151	к его	2	2
152	с другом	5	2
153	и все	5	2
154	в первом	4	2
155	из этого	2	2
156	бы в	3	2
157	мы имеем	4	2
