N	2gram	Tiupa_Anal_3	Hudozhes
1	и в	18	28
2	том что	12	19
3	в ее	3	18
4	и не	12	18
5	своего рода	8	16
6	в том	9	15
7	а не	9	14
8	не в	6	13
9	в этом	14	13
10	о том	6	12
11	перед нами	4	11
12	как и	14	11
13	при этом	11	11
14	в его	7	11
15	не только	22	11
16	уже не	5	10
17	не случайно	8	10
18	но и	13	9
19	в себе	2	9
20	о чем	4	8
21	в жизни	2	8
22	что он	4	8
23	может быть	9	8
24	себя в	4	8
25	так и	14	8
26	между тем	5	8
27	и все	2	7
28	к тому	6	7
29	об этом	2	7
30	в мире	5	7
31	в частности	12	7
32	отношению к	7	7
33	что она	2	7
34	по отношению	7	7
35	тогда как	20	7
36	состоит в	4	7
37	как это	3	7
38	это не	2	6
39	можно сказать	4	6
40	то что	2	6
41	то же	3	6
42	не было	3	6
43	сводится к	2	6
44	а в	10	6
45	в глазах	2	6
46	тем что	2	6
47	в то	3	6
48	я и	3	6
49	с его	8	5
50	не менее	4	5
51	в своем	4	5
52	как бы	10	5
53	как в	3	5
54	да и	2	5
55	с ее	3	5
56	в этой	6	5
57	что в	9	5
58	и сам	4	5
59	в самом	5	5
60	никогда не	5	5
61	в тексте	9	5
62	не могла	2	5
63	и его	13	5
64	художественного целого	6	5
65	для него	6	5
66	ничего не	3	5
67	бы и	2	4
68	человеческого я	2	4
69	наш взгляд	2	4
70	тем не	2	4
71	говорит о	2	4
72	то в	2	4
73	но не	7	4
74	что они	3	4
75	в качестве	12	4
76	же время	3	4
77	о своем	2	4
78	он не	6	4
79	в конечном	2	4
80	что и	5	4
81	как раз	7	4
82	не может	2	4
83	на наш	2	4
84	подобно тому	3	4
85	только в	2	4
86	в миропорядке	8	4
87	тому как	2	4
88	в ответ	2	3
89	конечном счете	2	3
90	в них	2	3
91	столь же	4	3
92	с другой	7	3
93	о себе	2	3
94	в одном	4	3
95	с нею	2	3
96	личности в	3	3
97	прежде всего	5	3
98	в нем	2	3
99	и ее	2	3
100	в соответствии	2	3
101	самом деле	2	3
102	еще не	6	3
103	одной стороны	2	3
104	было бы	3	3
105	по поводу	3	3
106	несмотря на	2	3
107	во сне	3	3
108	по преимуществу	2	3
109	в ней	2	3
110	все они	2	3
111	со стороны	9	3
112	все это	3	3
113	с одной	2	3
114	едва ли	3	3
115	и он	2	3
116	внимание на	4	3
117	по его	3	3
118	о смерти	3	3
119	и на	4	3
120	пока еще	3	3
121	на себя	2	3
122	героя и	4	3
123	всего лишь	8	3
124	представляется нам	2	2
125	только не	3	2
126	отнюдь не	4	2
127	однако в	5	2
128	именно в	3	2
129	а вот	2	2
130	не столько	3	2
131	не как	2	2
132	и от	2	2
133	из этих	3	2
134	художественности в	2	2
135	гораздо более	2	2
136	как уже	2	2
137	в финале	3	2
138	или иной	5	2
139	не с	2	2
140	о его	2	2
141	о которых	2	2
142	тому же	3	2
143	а всего	3	2
144	воспринимающего сознания	3	2
145	одна из	2	2
146	мысль о	3	2
147	со своей	8	2
148	что не	3	2
149	и к	4	2
150	и а	4	2
151	нам представляется	2	2
152	а также	2	2
153	гробовщика и	2	2
154	если в	3	2
155	не является	5	2
156	я с	2	2
157	к числу	2	2
158	один из	2	2
159	все же	4	2
160	не будет	3	2
161	в первом	2	2
162	во второй	7	2
163	вместе с	2	2
164	жизненные позиции	2	2
165	дело не	3	2
166	являет собой	3	2
167	данном случае	3	2
168	приводит к	4	2
169	дело с	3	2
170	здесь не	3	2
171	в контексте	2	2
172	еще и	3	2
173	те же	2	2
174	о которой	2	2
175	лишь в	5	2
176	во втором	4	2
177	тем самым	4	2
178	не более	2	2
179	более чем	2	2
180	который в	3	2
181	в принципе	2	2
182	и для	2	2
183	с точки	2	2
184	той же	5	2
185	роль в	3	2
186	в данном	4	2
187	сказать что	2	2
188	личности и	2	2
189	однако и	3	2
190	нуждается в	2	2
191	точки зрения	3	2
192	с самим	2	2
193	говорить о	3	2
194	жизненная позиция	2	2
195	могла бы	2	2
196	и т.д	2	2
197	его в	3	2
198	роли в	3	2
199	ответ на	3	2
200	но в	2	2
201	любви к	2	2
202	а для	2	2
